sphrase ID	name	* noms français	ia	da	p	pia	pda	description
ABPPW41	Wisdom Training 41		a	the				Accroit votre sagesse et la vitesse de regénération de votre réserve de sève.
ABPPW42	Wisdom Training 42		a	the				Accroit votre sagesse et la vitesse de regénération de votre réserve de sève.
ABPPW43	Wisdom Training 43		a	the				Accroit votre sagesse et la vitesse de regénération de votre réserve de sève.
ABPPW44	Wisdom Training 44		a	the				Accroit votre sagesse et la vitesse de regénération de votre réserve de sève.
ABPPW45	Wisdom Training 45		a	the				Accroit votre sagesse et la vitesse de regénération de votre réserve de sève.
ABPPW46	Wisdom Training 46		a	the				Accroit votre sagesse et la vitesse de regénération de votre réserve de sève.
ABPPW47	Wisdom Training 47		a	the				Accroit votre sagesse et la vitesse de regénération de votre réserve de sève.
ABPPW48	Wisdom Training 48		a	the				Accroit votre sagesse et la vitesse de regénération de votre réserve de sève.
ABPPW49	Wisdom Training 49		a	the				Accroit votre sagesse et la vitesse de regénération de votre réserve de sève.
ABPPW50	Wisdom Training 50		a	the				Accroit votre sagesse et la vitesse de regénération de votre réserve de sève.
ABPPS01	Strength Training 1		a	the				Accroit votre force et votre endurance.
ABPPS02	Strength Training 2		a	the				Accroit votre force et votre endurance.
ABPPS03	Strength Training 3		a	the				Accroit votre force et votre endurance.
ABPPS04	Strength Training 4		a	the				Accroit votre force et votre endurance.
ABPPS05	Strength Training 5		a	the				Accroit votre force et votre endurance.
ABPPS06	Strength Training 6		a	the				Accroit votre force et votre endurance.
ABPPS07	Strength Training 7		a	the				Accroit votre force et votre endurance.
ABPPS08	Strength Training 8		a	the				Accroit votre force et votre endurance.
ABPPS09	Strength Training 9		a	the				Accroit votre force et votre endurance.
ABPPS10	Strength Training 10		a	the				Accroit votre force et votre endurance.
ABPPS11	Strength Training 11		a	the				Accroit votre force et votre endurance.
ABPPS12	Strength Training 12		a	the				Accroit votre force et votre endurance.
ABPPS13	Strength Training 13		a	the				Accroit votre force et votre endurance.
ABPPS14	Strength Training 14		a	the				Accroit votre force et votre endurance.
ABPPS15	Strength Training 15		a	the				Accroit votre force et votre endurance.
ABPPS16	Strength Training 16		a	the				Accroit votre force et votre endurance.
ABPPS17	Strength Training 17		a	the				Accroit votre force et votre endurance.
ABPPS18	Strength Training 18		a	the				Accroit votre force et votre endurance.
ABPPS19	Strength Training 19		a	the				Accroit votre force et votre endurance.
ABPPS20	Strength Training 20		a	the				Accroit votre force et votre endurance.
ABPPS21	Strength Training 21		a	the				Accroit votre force et votre endurance.
ABPPS22	Strength Training 22		a	the				Accroit votre force et votre endurance.
ABPPS23	Strength Training 23		a	the				Accroit votre force et votre endurance.
ABPPS24	Strength Training 24		a	the				Accroit votre force et votre endurance.
ABPPS25	Strength Training 25		a	the				Accroit votre force et votre endurance.
ABPPS26	Strength Training 26		a	the				Accroit votre force et votre endurance.
ABPPS27	Strength Training 27		a	the				Accroit votre force et votre endurance.
ABPPS28	Strength Training 28		a	the				Accroit votre force et votre endurance.
ABPPS29	Strength Training 29		a	the				Accroit votre force et votre endurance.
ABPPS30	Strength Training 30		a	the				Accroit votre force et votre endurance.
ABPPS31	Strength Training 31		a	the				Accroit votre force et votre endurance.
ABPPS32	Strength Training 32		a	the				Accroit votre force et votre endurance.
ABPPS33	Strength Training 33		a	the				Accroit votre force et votre endurance.
ABPPS34	Strength Training 34		a	the				Accroit votre force et votre endurance.
ABPPS35	Strength Training 35		a	the				Accroit votre force et votre endurance.
ABPPS36	Strength Training 36		a	the				Accroit votre force et votre endurance.
ABPPS37	Strength Training 37		a	the				Accroit votre force et votre endurance.
ABPPS38	Strength Training 38		a	the				Accroit votre force et votre endurance.
ABPPS39	Strength Training 39		a	the				Accroit votre force et votre endurance.
ABPPS40	Strength Training 40		a	the				Accroit votre force et votre endurance.
ABPPS41	Strength Training 41		a	the				Accroit votre force et votre endurance.
ABPPS42	Strength Training 42		a	the				Accroit votre force et votre endurance.
ABPPS43	Strength Training 43		a	the				Accroit votre force et votre endurance.
ABPPS44	Strength Training 44		a	the				Accroit votre force et votre endurance.
ABPPS45	Strength Training 45		a	the				Accroit votre force et votre endurance.
ABPPS46	Strength Training 46		a	the				Accroit votre force et votre endurance.
ABPPS47	Strength Training 47		a	the				Accroit votre force et votre endurance.
ABPPS48	Strength Training 48		a	the				Accroit votre force et votre endurance.
ABPPS49	Strength Training 49		a	the				Accroit votre force et votre endurance.
ABPPS50	Strength Training 50		a	the				Accroit votre force et votre endurance.
ABPPB01	Balance Training 1		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB02	Balance Training 2		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB03	Balance Training 3		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB04	Balance Training 4		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB05	Balance Training 5		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB06	Balance Training 6		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB07	Balance Training 7		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB08	Balance Training 8		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB09	Balance Training 9		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB10	Balance Training 10		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB11	Balance Training 11		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB12	Balance Training 12		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB13	Balance Training 13		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB14	Balance Training 14		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB15	Balance Training 15		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB16	Balance Training 16		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB17	Balance Training 17		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB18	Balance Training 18		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB19	Balance Training 19		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB20	Balance Training 20		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB21	Balance Training 21		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB22	Balance Training 22		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB23	Balance Training 23		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB24	Balance Training 24		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB25	Balance Training 25		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB26	Balance Training 26		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB27	Balance Training 27		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB28	Balance Training 28		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB29	Balance Training 29		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB30	Balance Training 30		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB31	Balance Training 31		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB32	Balance Training 32		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB33	Balance Training 33		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB34	Balance Training 34		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB35	Balance Training 35		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB36	Balance Training 36		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB37	Balance Training 37		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB38	Balance Training 38		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB39	Balance Training 39		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB40	Balance Training 40		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB41	Balance Training 41		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB42	Balance Training 42		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB43	Balance Training 43		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB44	Balance Training 44		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB45	Balance Training 45		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB46	Balance Training 46		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB47	Balance Training 47		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB48	Balance Training 48		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB49	Balance Training 49		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPB50	Balance Training 50		a	the				Accroit votre équilibre et la vitesse de regénération de votre endurance.
ABPPD01	Dexterity Training 1		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD02	Dexterity Training 2		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD03	Dexterity Training 3		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD04	Dexterity Training 4		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD05	Dexterity Training 5		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD06	Dexterity Training 6		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD07	Dexterity Training 7		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD08	Dexterity Training 8		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD09	Dexterity Training 9		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD10	Dexterity Training 10		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD11	Dexterity Training 11		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD12	Dexterity Training 12		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD13	Dexterity Training 13		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD14	Dexterity Training 14		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD15	Dexterity Training 15		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD16	Dexterity Training 16		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD17	Dexterity Training 17		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD18	Dexterity Training 18		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD19	Dexterity Training 19		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD20	Dexterity Training 20		a	the				Accroit votre dextérité et votre pouvoir de concentration.
ABPPD21	Dexterity Training 21		a	the				Accroit votre dextérité et votre pouvoir de concentration.
