*HASH_VALUE	item ID	name	named	nameda	ia	da	p	pd	pia	pda	description	
_0A01FCFF5BB8F254	icfr1p	Rimel-Pistole	Rimel-Pistole	Rimel-Pistole	eine	die	Rimel-Pistolen	Rimel-Pistolen	eine	die	Fernwaffe nach Fyros-Handwerksplan in Basis-Qualität	
_FE719E3EC7488020	icfr2a	Fraser-Automatikgewehr	Fraser-Automatikgewehr	Fraser-Automatikgewehr	ein	das	Fraser-Automatikgewehre	Fraser-Automatikgewehre	ein	die	Fernwaffe nach Fyros-Handwerksplan in Basis-Qualität	
_B7F478CC81461B4C	icfr2b	Strabus-Bogengewehr	Strabus-Bogengewehr	Strabus-Bogengewehr	ein	das	Strabus-Bogengewehre	Strabus-Bogengewehre	ein	die	Fernwaffe nach Fyros-Handwerksplan in Basis-Qualität	
_5D99216553EB56C1	icfr2l	Brazer-Raketenwerfer	Brazer-Raketenwerfer	Brazer-Raketenwerfer	ein	der	Brazer-Raketenwerfer	Brazer-Raketenwerfer	einen	die	Fernwaffe nach Fyros-Handwerksplan in Basis-Qualität	
_F00FB25577FC6897	icfr2r	Strammel-Gewehr	Strammel-Gewehr	Strammel-Gewehr	ein	das	Strammel-Gewehre	Strammel-Gewehre	ein	die	Fernwaffe nach Fyros-Handwerksplan in Basis-Qualität	
_08687AF462A2B649	icfsb	Blok-Beschützer	Blok-Beschützer	Blok-Beschützer	ein	der	Blok-Beschützer	Blok-Beschützer	einen	die	Schild nach Fyros-Handwerksplan in Basis-Qualität	
_DC11AF8EDBB6C247	icfss	Stok-Schild	Stok-Schild	Stok-Schild	ein	das	Stok-Schilde	Stok-Schilde	ein	die	Schild nach Fyros-Handwerksplan in Basis-Qualität	
_91C8FBC059F0FA55	icmahb	Parok-Stiefel	Parok-Stiefel	Parok-Stiefel		die	Parok-Stiefel	Parok-Stiefel	eine	die	schwere Matis-Rüstung in Basis-Qualität	
_8C678BA065AAE39E	icmahg	Parok-Handschuhe	Parok-Handschuhe	Parok-Handschuhe		die	Parok-Handschuhe	Parok-Handschuhe	eine	die	schwere Matis-Rüstung in Basis-Qualität	
_034ACE0478D63F7C	icmahh	Parok-Helm	Parok-Helm	Parok-Helm	ein	der	Parok-Helme	Parok-Helme	einen	die	schwere Matis-Rüstung in Basis-Qualität	
_15C8F7B2DDE0F655	icmahp	Parok-Hose	Parok-Hose	Parok-Hose	eine	die	Parok-Hosen	Parok-Hosen	eine	die	schwere Matis-Rüstung in Basis-Qualität	
_1EA704536679C34F	icmahs	Parok-Armschützer	Parok-Armschützer	Parok-Armschützer		die	Parok-Armschützer	Parok-Armschützer	eine	die	schwere Matis-Rüstung in Basis-Qualität	
_076196CACE36E96E	icmahv	Parok-Weste	Parok-Weste	Parok-Weste	eine	die	Parok-Westen	Parok-Westen	eine	die	schwere Matis-Rüstung in Basis-Qualität	
_56F08BA296628E2F	icmalb	Wiva-Stiefel	Wiva-Stiefel	Wiva-Stiefel		die	Wiva-Stiefel	Wiva-Stiefel	eine	die	leichte Matis-Rüstung in Basis-Qualität	
_E3E6A6B3D96032E8	icmalg	Wiva-Handschuhe	Wiva-Handschuhe	Wiva-Handschuhe		die	Wiva-Handschuhe	Wiva-Handschuhe	eine	die	leichte Matis-Rüstung in Basis-Qualität	
_9A10C3A25682FA21	icmalp	Wiva-Hose	Wiva-Hose	Wiva-Hose	eine	die	Wiva-Hosen	Wiva-Hosen	eine	die	leichte Matis-Rüstung in Basis-Qualität	
_A3FF4BA8048837DF	icmals	Wiva-Armschützer	Wiva-Armschützer	Wiva-Armschützer		die	Wiva-Armschützer	Wiva-Armschützer	eine	die	leichte Matis-Rüstung in Basis-Qualität	
_41F36E5D8A536576	icmalv	Wiva-Weste	Wiva-Weste	Wiva-Weste	eine	die	Wiva-Westen	Wiva-Westen	eine	die	leichte Matis-Rüstung in Basis-Qualität	
_6D27BE0B6A39C74E	icmamb	Striva-Stiefel	Striva-Stiefel	Striva-Stiefel		die	Striva-Stiefel	Striva-Stiefel	eine	die	mittelschwere Matis-Rüstung in Basis-Qualität	
_65CCDC63F067623D	icmamg	Striva-Handschuhe	Striva-Handschuhe	Striva-Handschuhe		die	Striva-Handschuhe	Striva-Handschuhe	eine	die	mittelschwere Matis-Rüstung in Basis-Qualität	
_EA08BE0BEA796F4D	icmamp	Striva-Hose	Striva-Hose	Striva-Hose	eine	die	Striva-Hosen	Striva-Hosen	eine	die	mittelschwere Matis-Rüstung in Basis-Qualität	
_5623CC2E2B018A12	icmams	Striva-Armschützer	Striva-Armschützer	Striva-Armschützer		die	Striva-Armschützer	Striva-Armschützer	eine	die	mittelschwere Matis-Rüstung in Basis-Qualität	
_604A3ABE67A73E6D	icmamv	Striva-Weste	Striva-Weste	Striva-Weste	eine	die	Striva-Westen	Striva-Westen	eine	die	mittelschwere Matis-Rüstung in Basis-Qualität	
_BE6A46006294A675	icmja	Matis-Fußring	Matis-Fußring	Matis-Fußring	ein	der	Matis-Fußringe	Matis-Fußringe	einen	die	Schmuck nach Matis-Handwerksplan in Basis-Qualität	
_2DC70FD9CB5993B1	icmjb	Matis-Armband	Matis-Armband	Matis-Armband	ein	das	Matis-Armbänder	Matis-Armbänder	ein	die	Schmuck nach Matis-Handwerksplan in Basis-Qualität	
_016A46EB62142E69	icmjd	Matis-Diadem	Matis-Diadem	Matis-Diadem	ein	das	Matis-Diademe	Matis-Diademe	ein	die	Schmuck nach Matis-Handwerksplan in Basis-Qualität	
_A117CBF05AA4CE07	icmje	Matis-Ohrring	Matis-Ohrring	Matis-Ohrring	ein	der	Matis-Ohrringe	Matis-Ohrringe	einen	die	Schmuck nach Matis-Handwerksplan in Basis-Qualität	
_A8E8DFDAD4C2FA21	icmjp	Matis-Anhänger	Matis-Anhänger	Matis-Anhänger	ein	der	Matis-Anhänger	Matis-Anhänger	einen	die	Schmuck nach Matis-Handwerksplan in Basis-Qualität	
_39503234FF6B590C	icmjr	Matis-Ring	Matis-Ring	Matis-Ring	ein	der	Matis-Ringe	Matis-Ringe	einen	die	Schmuck nach Matis-Handwerksplan in Basis-Qualität	
_821D7F180FCD7968	icmm1bm	Bristo-Streitkolben	Bristo-Streitkolben	Bristo-Streitkolben	ein	der	Bristo-Streitkolben	Bristo-Streitkolben	einen	die	Einhandwaffe nach Matis-Handwerksplan in Basis-Qualität	
_F76D288DAB0840E4	icmm1bs	Battoni-Stab	Battoni-Stab	Battoni-Stab	ein	der	Battoni-Stäbe	Battoni-Stäbe	einen	die	Einhandwaffe nach Matis-Handwerksplan in Basis-Qualität	
_B87940B6DE2177D8	icmm1pd	Limmel-Dolch	Limmel-Dolch	Limmel-Dolch	ein	der	Limmel-Dolche	Limmel-Dolche	einen	die	Einhandwaffe nach Matis-Handwerksplan in Basis-Qualität	
_02BCAC02D26663C6	icmm1ps	Palor-Lanze	Palor-Lanze	Palor-Lanze	eine	die	Palor-Lanzen	Palor-Lanzen	eine	die	Einhandwaffe (Speer) nach Matis-Handwerksplan in Basis-Qualität	
_11511B7DDA6742BA	icmm1sa	Haque-Axt	Haque-Axt	Haque-Axt	eine	die	Haque-Äxte	Haque-Äxte	eine	die	Einhandwaffe nach Matis-Handwerksplan in Basis-Qualität	
_BF3B0C4DD9656FC6	icmm1ss	Klyde-Schwert	Klyde-Schwert	Klyde-Schwert	ein	das	Klyde-Schwerter	Klyde-Schwerter	ein	die	Einhandwaffe nach Matis-Handwerksplan in Basis-Qualität	
_36AE3C381A28CEC5	icmm2bm	Gondo-Zweihand-Streitkolben	Gondo-Zweihand-Streitkolben	Gondo-Zweihand-Streitkolben	ein	der	Gondo-Zweihand-Streitkolben	Gondo-Zweihand-Streitkolben	einen	die	Nahkampfwaffe nach Matis-Handwerksplan in Basis-Qualität	
_4B23029C59661A46	icmm2pp	Krop-Pike	Krop-Pike	Krop-Pike	eine	die	Krop-Piken	Krop-Piken	eine	die	Zweihandwaffe nach Matis-Handwerksplan in Basis-Qualität	
_17D03FFCB85AEE25	icmm2sa	Klout-Zweihand-Axt	Klout-Zweihand-Axt	Klout-Zweihand-Axt	eine	die	Klout-Zweihand-Äxte	Klout-Zweihand-Äxte	eine	die	Nahkampfwaffe nach Matis-Handwerksplan in Basis-Qualität	
_7DE18B4C7A98C70D	icmm2ss	Slathe-Zweihand-Schwert	Slathe-Zweihand-Schwert	Slathe-Zweihand-Schwert	ein	das	Slathe-Zweihand-Schwerter	Slathe-Zweihand-Schwerter	ein	die	Nahkampfwaffe nach Matis-Handwerksplan in Basis-Qualität	
_E1D21CFC1C1E0282	icmp1bb	zertrümmernde Riva-Munition	zertrümmernde Riva-Munition	zertrümmernde Riva-Munition	eine	die	Schuss zertrümmernde Riva-Munition	Schuss zertrümmernde Riva-Munition	eine	die	Bogenpistolen-Munition nach Matis-Handwerksplan in Basis-Qualität	
_DF721CF7DC9FEA87	icmp1bp	durchbohrende Riva-Munition	durchbohrende Riva-Munition	durchbohrende Riva-Munition	eine	die	Schuss durchbohrende Riva-Munition	Schuss durchbohrende Riva-Munition	eine	die	Bogenpistolen-Munition nach Matis-Handwerksplan in Basis-Qualität	
_61D21CFC1C2FFE82	icmp1bs	schneidende Riva-Munition	schneidende Riva-Munition	schneidende Riva-Munition	eine	die	Schuss schneidende Riva-Munition	Schuss schneidende Riva-Munition	eine	die	Bogenpistolen-Munition nach Matis-Handwerksplan in Basis-Qualität	
_92028A0A56265F7A	icmp1gb	zertrümmernde Matis-Granate	zertrümmernde Matis-Granate	zertrümmernde Matis-Granate	eine	die	zertrümmernde Matis-Granaten	zertrümmernden Matis-Granaten	eine	die	Munition nach Matis-Handwerksplan in Basis-Qualität	
_91D2760417B73F7B	icmp1gp	durchbohrende Matis-Granate	durchbohrende Matis-Granate	durchbohrende Matis-Granate	eine	die	durchbohrende Matis-Granaten	durchbohrenden Matis-Granaten	eine	die	Munition nach Matis-Handwerksplan in Basis-Qualität	
_52028A0A56275B7A	icmp1gs	schneidende Matis-Granate	schneidende Matis-Granate	schneidende Matis-Granate	eine	die	schneidende Matis-Granaten	schneidenden Matis-Granaten	eine	die	Munition nach Matis-Handwerksplan in Basis-Qualität	
_2C68F5D6BF534123	icmp1pb	zertrümmernde Maka-Munition	zertrümmernde Maka-Munition	zertrümmernde Maka-Munition	eine	die	Schuss zertrümmernde Maka-Munition	Schuss zertrümmernde Maka-Munition	eine	die	Pistolen-Munition nach Matis-Handwerksplan in Basis-Qualität	
_E92805CDBF242D24	icmp1pp	durchbohrende Maka-Munition	durchbohrende Maka-Munition	durchbohrende Maka-Munition	eine	die	Schuss durchbohrende Maka-Munition	Schuss durchbohrende Maka-Munition	eine	die	Pistolen-Munition nach Matis-Handwerksplan in Basis-Qualität	
_EC68F5D5BF643D23	icmp1ps	schneidende Maka-Munition	schneidende Maka-Munition	schneidende Maka-Munition	eine	die	Schuss schneidende Maka-Munition	Schuss schneidende Maka-Munition	eine	die	Pistolen-Munition nach Matis-Handwerksplan in Basis-Qualität	
_0A11CBD52E4E8E43	icmp2ab	zertrümmernde Morikov-Munition	zertrümmernde Morikov-Munition	zertrümmernde Morikov-Munition	eine	die	Schuss zertrümmernde Morikov-Munition	Schuss zertrümmernde Morikov-Munition	eine	die	Automatikgewehr-Munition nach Matis-Handwerksplan in Basis-Qualität	
_C841CBCE2C1F9E3A	icmp2ap	durchbohrende Morikov-Munition	durchbohrende Morikov-Munition	durchbohrende Morikov-Munition	eine	die	Schuss durchbohrende Morikov-Munition	Schuss durchbohrende Morikov-Munition	eine	die	Automatikgewehr-Munition nach Matis-Handwerksplan in Basis-Qualität	
_0A11C7D42E5F8E42	icmp2as	schneidende Morikov-Munition	schneidende Morikov-Munition	schneidende Morikov-Munition	eine	die	Schuss schneidende Morikov-Munition	Schuss schneidende Morikov-Munition	eine	die	Automatikgewehr-Munition nach Matis-Handwerksplan in Basis-Qualität	
_1DE7B143C1EB2D06	icmp2bb	zertrümmernde Polta-Munition	zertrümmernde Polta-Munition	zertrümmernde Polta-Munition	eine	die	Schuss zertrümmernde Polta-Munition	Schuss zertrümmernde Polta-Munition	eine	die	Bogengewehr-Munition nach Matis-Handwerksplan in Basis-Qualität	
_5DE79D3D40BC21FF	icmp2bp	durchbohrende Polta-Munition	durchbohrende Polta-Munition	durchbohrende Polta-Munition	eine	die	Schuss durchbohrende Polta-Munition	Schuss durchbohrende Polta-Munition	eine	die	Bogengewehr-Munition nach Matis-Handwerksplan in Basis-Qualität	
_1DE7B143C1EC2905	icmp2bs	schneidende Polta-Munition	schneidende Polta-Munition	schneidende Polta-Munition	eine	die	Schuss schneidende Polta-Munition	Schuss schneidende Polta-Munition	eine	die	Bogengewehr-Munition nach Matis-Handwerksplan in Basis-Qualität	
_9A76A14245EB4504	icmp2lb	zertrümmernde Vulca-Munition	zertrümmernde Vulca-Munition	zertrümmernde Vulca-Munition	eine	die	Schuss zertrümmernde Vulca-Munition	Schuss zertrümmernde Vulca-Munition	eine	die	Raketenwerfer-Munition nach Matis-Handwerksplan in Basis-Qualität	
_DA768D3CC4BC39FD	icmp2lp	durchbohrende Vulca-Munition	durchbohrende Vulca-Munition	durchbohrende Vulca-Munition	eine	die	Schuss durchbohrende Vulca-Munition	Schuss durchbohrende Vulca-Munition	eine	die	Raketenwerfer-Munition nach Matis-Handwerksplan in Basis-Qualität	
_9A76A14245EC4103	icmp2ls	schneidende Vulca-Munition	schneidende Vulca-Munition	schneidende Vulca-Munition	eine	die	Schuss schneidende Vulca-Munition	Schuss schneidende Vulca-Munition	eine	die	Raketenwerfer-Munition nach Matis-Handwerksplan in Basis-Qualität	
_79AF12DBD4F75196	icmp2rb	zertrümmernde Stylone-Munition	zertrümmernde Stylone-Munition	zertrümmernde Stylone-Munition	eine	die	Schuss zertrümmernde Stylone-Munition	Schuss zertrümmernde Stylone-Munition	eine	die	Gewehr-Munition nach Matis-Handwerksplan in Basis-Qualität	
_F7DF12CFD418418E	icmp2rp	durchbohrende Stylone-Munition	durchbohrende Stylone-Munition	durchbohrende Stylone-Munition	eine	die	Schuss durchbohrende Stylone-Munition	Schuss durchbohrende Stylone-Munition	eine	die	Gewehr-Munition nach Matis-Handwerksplan in Basis-Qualität	
_79AF0EDAD4084D96	icmp2rs	schneidende Stylone-Munition	schneidende Stylone-Munition	schneidende Stylone-Munition	eine	die	Schuss schneidende Stylone-Munition	Schuss schneidende Stylone-Munition	eine	die	Gewehr-Munition nach Matis-Handwerksplan in Basis-Qualität	
_AA51BCDA958FDBCC	icmr1b	Riva-Bogenpistole	Riva-Bogenpistole	Riva-Bogenpistole	eine	die	Riva-Bogenpistolen	Riva-Bogenpistolen	eine	die	Fernwaffe nach Matis-Handwerksplan in Basis-Qualität	
_59E540516F857981	icmr1p	Maka-Pistole	Maka-Pistole	Maka-Pistole	eine	die	Maka-Pistolen	Maka-Pistolen	eine	die	Fernwaffe nach Matis-Handwerksplan in Basis-Qualität	
_0B5EEF4960C0641C	icmr2a	Morikov-Automatikgewehr	Morikov-Automatikgewehr	Morikov-Automatikgewehr	ein	das	Morikov-Automatikgewehre	Morikov-Automatikgewehre	ein	die	Fernwaffe nach Matis-Handwerksplan in Basis-Qualität	
_E35FDCB4CA4D0480	icmr2b	Polta-Bogengewehr	Polta-Bogengewehr	Polta-Bogengewehr	ein	das	Polta-Bogengewehre	Polta-Bogengewehre	ein	die	Fernwaffe nach Matis-Handwerksplan in Basis-Qualität	
_DC4EE49F4FFEC88A	icmr2l	Vulca-Raketenwerfer	Vulca-Raketenwerfer	Vulca-Raketenwerfer	ein	der	Vulca-Raketenwerfer	Vulca-Raketenwerfer	einen	die	Fernwaffe nach Matis-Handwerksplan in Basis-Qualität	
_0A8A6629CEABAA18	icmr2r	Stylone-Gewehr	Stylone-Gewehr	Stylone-Gewehr	ein	das	Stylone-Gewehre	Stylone-Gewehre	ein	die	Fernwaffe nach Matis-Handwerksplan in Basis-Qualität	
_9BB4C162E0F5AE3F	icmsb	Wod-Beschützer	Wod-Beschützer	Wod-Beschützer	ein	der	Wod-Beschützer	Wod-Beschützer	einen	die	Schild nach Matis-Handwerksplan in Basis-Qualität	
_F7C4FBF7D9821E4E	icmss	Takod-Schild	Takod-Schild	Takod-Schild	ein	das	Takod-Schilde	Takod-Schilde	ein	die	Schild nach Matis-Handwerksplan in Basis-Qualität	
_7310DFE67CF97179	icraba	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel		die	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_7310DFE67CF98179	icrabe	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel		die	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_7310DFE67CF98979	icrabg	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel		die	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_7310DFE67CF9B579	icrabr	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel		die	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_7310DFE67CF9BD79	icrabt	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel		die	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_7310DFE67CF9C179	icrabu	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel		die	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_7310DFE67CF9C579	icrabv	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel		die	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_7310DFE67CF9C979	icrabw	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel		die	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_FB6BE75C48496AE4	icraga	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe		die	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_FB6BE75C48497AE4	icrage	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe		die	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_FB6BE75C484982E4	icragg	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe		die	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_FB6BE75C4849AEE4	icragr	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe		die	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_FB6BE75C4849B6E4	icragt	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe		die	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_FB6BE75C4849BAE4	icragu	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe		die	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_FB6BE75C4849BEE4	icragv	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe		die	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_FB6BE75C4849C2E4	icragw	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe		die	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_4A9F234635B7BE01	icrapa	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	eine	die	Flüchtlingshosen	Flüchtlingshosen	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_4A9F234635B7CE01	icrape	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	eine	die	Flüchtlingshosen	Flüchtlingshosen	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_4A9F234635B7D601	icrapg	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	eine	die	Flüchtlingshosen	Flüchtlingshosen	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_4A9F234635B70201	icrapr	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	eine	die	Flüchtlingshosen	Flüchtlingshosen	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_4A9F234635B70A01	icrapt	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	eine	die	Flüchtlingshosen	Flüchtlingshosen	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_4A9F234635B70E01	icrapu	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	eine	die	Flüchtlingshosen	Flüchtlingshosen	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_4A9F234635B71201	icrapv	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	eine	die	Flüchtlingshosen	Flüchtlingshosen	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_4A9F234635B71601	icrapw	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	eine	die	Flüchtlingshosen	Flüchtlingshosen	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_2D191D2E667EBD24	icrasa	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer		die	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_2D191D2E667ECD24	icrase	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer		die	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_2D191D2E667ED524	icrasg	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer		die	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_2D191D2E667E0124	icrasr	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer		die	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_2D191D2E667E0924	icrast	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer		die	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_2D191D2E667E0D24	icrasu	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer		die	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_2D191D2E667E1124	icrasv	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer		die	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_2D191D2E667E1524	icrasw	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer		die	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die	schlichte Kleidung, die kaum Schutz bietet	
_8516EA8E4623F106	icrava	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	eine	das	Flüchtlingswesten	Flüchtlingswesten	ein	die	schlichte Kleidung, die kaum Schutz bietet	
_8516EA8E46230106	icrave	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	eine	das	Flüchtlingswesten	Flüchtlingswesten	ein	die	schlichte Kleidung, die kaum Schutz bietet	
_8516EA8E46230906	icravg	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	eine	das	Flüchtlingswesten	Flüchtlingswesten	ein	die	schlichte Kleidung, die kaum Schutz bietet	
_8516EA8E46233506	icravr	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	eine	das	Flüchtlingswesten	Flüchtlingswesten	ein	die	schlichte Kleidung, die kaum Schutz bietet	
_8516EA8E46233D06	icravt	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	eine	das	Flüchtlingswesten	Flüchtlingswesten	ein	die	schlichte Kleidung, die kaum Schutz bietet	
_8516EA8E46234106	icravu	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	eine	das	Flüchtlingswesten	Flüchtlingswesten	ein	die	schlichte Kleidung, die kaum Schutz bietet	
_8516EA8E46234506	icravv	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	eine	das	Flüchtlingswesten	Flüchtlingswesten	ein	die	schlichte Kleidung, die kaum Schutz bietet	
_8516EA8E46234906	icravw	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	eine	das	Flüchtlingswesten	Flüchtlingswesten	ein	die	schlichte Kleidung, die kaum Schutz bietet	
_26DB7E1B61EAE72C	ictahb	Tashok-Stiefel	Tashok-Stiefel	Tashok-Stiefel		die	Tashok-Stiefel	Tashok-Stiefel	eine	die	schwere Tryker-Rüstung in Basis-Qualität	
