*HASH_VALUE	creature ID	name	p	creagen	screagen
_1A9624FA6FE8375C	cbblb4	Высший изам	Высшие изамы	Высших изамов	Высшего изама
_416E39F6A28AC019	cbblc1	Бдительный изам	Бдительные изамы	Бдительных изамов	Бдительного изама
_F4B14518AB98F731	cbblc2	Голодный изам	Голодные изамы	Голодных изамов	Голодного изама
_C7555E25FF5E74F6	cbblc3	Изам-мусорщик	Изамы-мусорщики	Изамов-мусорщиков	Изама-мусорщика
_8B9F85EFEEB0FA01	cbblc4	Следящий изам	Следящие изамы	Следящих изамов	Следящего изама
_0F5F3DEBF0F2EE1A	cbbld1	Злобный изам	Злобные изамы	Злобных изамов	Злобного изама
_090CB14171EEC0EE	cbbld2	Зловредный изам	Зловредные изамы	Зловредных изамов	Зловредного изама
_8B9F4DEBF2D0F602	cbbld3	Изам-пересмешник	Изамы-пересмешники	Изамов-пересмешников	Изама-пересмешника
_0B9F8509EC90FA10	cbbld4	Изам-падальщик	Изамы-падальщики	Изамов-падальщиков	Изама-падальщика
_499CC926342DB4F3	cbbpa1	Неопытный изам	Неопытные изамы	Неопытных изамов	Неопытного изама
_33704129E8D7072F	cbbpa2	Малый изам	Малые изамы	Малых изамов	Малого изама
_F00F6125A787F72F	cbbpa3	Породистый изам	Породистые изамы	Породистых изамов	Породистого изама
_8C9F85E7F292FAFF	cbbpa4	Парящий изам	Парящие изамы	Парящих изамов	Парящего изама
_B08F111C2A27EF30	cbbpb1	Сытый изам	Сытые изамы	Сытых изамов	Сытого изама
_333001162B792F30	cbbpb2	Обыкновенный изам	Обыкновенные изамы	Обыкновенных изамов	Обыкновенного изама
_0801FD037270F6FA	cbbpb3	Важный изам	Важные изамы	Важных изамов	Важного изама
_1B9624FA6FE8375C	cbbpb4	Высший изам	Высшие изамы	Высших изамов	Высшего изама
_426E39F6A28AC019	cbbpc1	Бдительный изам	Бдительные изамы	Бдительных изамов	Бдительного изама
_F5B14518AB98F731	cbbpc2	Голодный изам	Голодные изамы	Голодных изамов	Голодного изама
_C8555E25FF5E74F6	cbbpc3	Изам-мусорщик	Изамы-мусорщики	Изамов-мусорщиков	Изама-мусорщика
_8C9F85EFEEB0FA01	cbbpc4	Следящий изам	Следящие изамы	Следящих изамов	Следящего изама
_105F3DEBF0F2EE1A	cbbpd1	Злобный изам	Злобные изамы	Злобных изамов	Злобного изама
_0A0CB14171EEC0EE	cbbpd2	Зловредный изам	Зловредные изамы	Зловредных изамов	Зловредного изама
_8C9F4DEBF2D0F602	cbbpd3	Изам-пересмешник	Изамы-пересмешники	Изамов-пересмешников	Изама-пересмешника
_0C9F8509EC90FA10	cbbpd4	Изам-падальщик	Изамы-падальщики	Изамов-падальщиков	Изама-падальщика
_C2B185276874236E	cbcga1	Мерзкий ибер	Мерзкие иберы	Мерзких иберов	Мерзкого ибера
_04AFE9F362486021	cbcga2	Больной ибер	Больные иберы	Больных иберов	Больного ибера
_4EE0BA7009843982	cbcga3	Прокаженный ибер	Прокаженные иберы	Прокаженных иберов	Прокаженного ибера
_001FD1F97DB9D009	cbcga4	Зараженный ибер	Зараженные иберы	Зараженных иберов	Зараженного ибера
_014049F4A2F9D82D	cbcgb1	Тошнотворный ибер	Тошнотворные иберы	Тошнотворных иберов	Тошнотворного ибера
_014F05FBA8899020	cbcgb2	Смердящий ибер	Смердящие иберы	Смердящих иберов	Смердящего ибера
_6DDF0D1C6C46EF40	cbcgb3	Болезненный ибер	Болезненные иберы	Болезненных иберов	Болезненного ибера
_FFF0710F66C3839C	cbcgb4	Отравленный ибер	Отравленные иберы	Отравленных иберов	Отравленного ибера
_C53155EF6634EEFB	cbcgc1	Чумной ибер	Чумные иберы	Чумных иберов	Чумного ибера
_CF0F75F3E494F273	cbcgc2	Хилый ибер	Хилые иберы	Хилых иберов	Хилого ибера
_8CD6823408BF0403	cbcgc3	Гниющий ибер	Гниющие иберы	Гниющих иберов	Гниющего ибера
_41D045F9A68ACC1D	cbcgc4	Губительный ибер	Губительные иберы	Губительных иберов	Губительного ибера
_C56F2519E074EEFC	cbcgd1	Порченый ибер	Порченые иберы	Порченых иберов	Порченого ибера
_C6AE8D44722DE4F8	cbcgd2	Гнойный ибер	Гнойные иберы	Гнойных иберов	Гнойного ибера
_DD93017B043C447C	cbcgd3	Пагубный ибер	Пагубные иберы	Пагубных иберов	Пагубного ибера
_2D5F3D27EAB70742	cbcgd4	Бесноватый ибер	Бесноватые иберы	Бесноватых иберов	Бесноватого ибера
