*HASH_VALUE	sbrick ID	name	* noms français	description	description2
_B8DBDDF723F2B6CE	BIF104	%comp			
_B8DBDDF723F2BACE	BIF105	%comp			
_B8DBDDF723F2BECE	BIF106	%comp			
_B8DBDDF723F2C2CE	BIF107	%comp			
_B8DBDDF723F2C6CE	BIF108	%comp			
_B8DBDDF723F2CACE	BIF109	%comp			
_B8DBDDF723F2A6CF	BIF110	%comp			
_B8DBDDF723F2AACF	BIF111	%comp			
_B8DBDDF723F2AECF	BIF112	%comp			
_B8DBDDF723F2B2CF	BIF113	%comp			
_B8DBDDF723F2B6CF	BIF114	%comp			
_B8DBDDF723F2BACF	BIF115	%comp			
_B8DBDDF723F2BECF	BIF116	%comp			
_B8DBDDF723F2C2CF	BIF117	%comp			
_B8DBDDF723F2C6CF	BIF118	%comp			
_B8DBDDF723F2CACF	BIF119	%comp			
_B8DBDDF723F2A6D0	BIF120	%comp			
_B8DBDDF723F2AAD0	BIF121	%comp			
_11BC1D80B4692AF1	melee_reduce_latency_1	Reduce Latency 1		Здесь должно быть описание станзы.	
_6A770AFF2C254AB2	bcfpea13	Чертеж дробящих зарядов для самострела файросов		Чертеж для изготовления дробящих зарядов для самострела файросов.	
_EAF7EAF96D254AA8	bcfpea14	Чертеж проникающих зарядов для самострела файросов		Чертеж для изготовления проникающих зарядов для самострела файросов.	
