*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description		
_9B6ED68FEA88092A	ictp2ab	Munition contondante de Rayler	une	la	Munitions contondantes de Raylers	des	les			
_9A9ECE97E8B9052E	ictp2ap	Munition perforante de Rayler	une	la	Munitions perforantes de Raylers	des	les			
_5B6ED68F6A99092A	ictp2as	Munition tranchante de Rayler	une	la	Munitions tranchantes de Raylers	des	les			
_2827677271F50645	ictp2bb	Munition contondante de Flunker	une	la	Munitions contondantes de Flunkers	des	les			
_66975768B1D6063B	ictp2bp	Munition perforante de Flunker	une	la	Munitions perforantes de Flunkers	des	les			
_28275F7171060645	ictp2bs	Munition tranchante de Flunker	une	la	Munitions tranchantes de Flunkers	des	les			
_4643C7981C7C6FCE	ictp2lb	Munition contondante de Doomer	une	la	Munitions contondantes de Doomers	des	les			
_4653BBA419CD6FCE	ictp2lp	Munition perforante de Doomer	une	la	Munitions perforantes de Doomers	des	les			
_4643C7985C8D6FCE	ictp2ls	Munition tranchante de Doomer	une	la	Munitions tranchantes de Doomers	des	les			
_6FB90631A0D2BC9C	ictp2rb	Munition contondante de Boomer	une	la	Munitions contondantes de Boomers	des	les			
_AF19FE395C43CC98	ictp2rp	Munition perforante de Boomer	une	la	Munitions perforantes de Boomers	des	les			
_6FB9063120E3BC9B	ictp2rs	Munition tranchante de Boomer	une	la	Munitions tranchantes de Boomers	des	les			
_E08A3E286950D819	ictr1b	Pistolet-arbalète Fletcher	un	le	Pistolets-arbalètes Fletchers	des	les			
_ED3B6458B1A62951	ictr1p	Pistolet Rade	un	le	Pistolets Rades	des	les			
_54309ECBC619CC0A	ictr2a	Mitrailleuse Rayler	une	la	Mitrailleuses Raylers	des	les			
_E423E978EA6FE497	ictr2b	Fusil-arbalète Flunke	un	le	Fusils-arbalètes Flunkers	des	les			
_FF3028FA53D63CEF	ictr2h	Harpon Poon	un	le	Harpons Poons	des	les			
_3198D18592AB02FA	ictr2l	Lance-grenades Doomer	un	le	Lances-grenades Doomers	des	les			
_9BD2C0F6D1A1266A	ictr2r	Fusil Boomer	un	le	Fusils Boomers	des	les			
_EF684CF0F8ADC38B	ictsb	Rondache Stilten	une	la	Rondaches Stiltens	des	les			
_AB8D77DC946E91DD	ictss	Bouclier Parper	un	le	Boucliers parpers	des	les			
_326857AE60D3EB4E	iczahb	Bottes Tan-kos	des	les	Bottes Tan-kos	des	les			
_0DD41675AAE85A6B	iczahg	Gants Tan-kos	des	les	Gants Tan-kos	des	les			
_E28AAB31EE45C915	iczahh	Casque Tan-ko	un	le	Casques Tan-kos	des	les			
_F2888FAEE013934E	iczahp	Pantalon Tan-ko	un	le	Pantalons Tan-kos	des	les			
_CDA2FB2B63A2813A	iczahs	Manches Tan-kos	des	les	Manches Tan-kos	des	les			
_24DB59304CA6AEFE	iczahv	Gilet Tan-ko	un	le	Gilets Tan-kos	des	les			
_2D6857AE23300356	iczalb	Bottes Nin-kas	des	les	Bottes Nin-kas	des	les			
_8AD4026FABC76A61	iczalg	Gants Nin-kas	des	les	Gants Nin-kas	des	les			
_ED888FAEA370AB56	iczalp	Pantalon Nin-ka	un	le	Pantalons Nin-kas	des	les			
_09C133296641493E	iczals	Manches Nin-kas	des	les	Manches Nin-kas	des	les			
_A23B59304E755E08	iczalv	Gilet Nin-ka	un	le	Gilets Nin-kas	des	les			
_1C8F7EE5E620B0AC	iczamb	Bottes Shaï-dons	des	les	Bottes Shaï-dons	des	les			
_897C5DE4BF06D3EA	iczamg	Gants Shaï-dons	des	les	Gants Shaï-dons	des	les			
_DCAFB2D6E701E8AC	iczamp	Pantalon Shaï-don	un	le	Pantalons Shaï-dons	des	les			
_84843BB31368363D	iczams	Manches Shaï-dons	des	les	Manches Shaï-dons	des	les			
_E473951F19239A36	iczamv	Gilet Shaï-don	un	le	Gilets Shaï-dons	des	les			
_BE3B1CE8DF344275	iczja	Anneau de cheville zoraï	un	l'\d	Anneaux de cheville zoraïs	des	les			
_CBF82DDF8D39B9A9	iczjb	bracelet zoraï	un	le	Bracelets zoraïs	des	les			
_013B1CD3DFB4CA69	iczjd	diadème zoraï	un	le	Diadèmes zoraïs	des	les			
_C02F95F49F550207	iczje	boucle d'oreille zoraï	une	la	boucles d'oreille zoraïs	des	les			
_C700A9DE19732E21	iczjp	Pendentif zoraï	un	le	Pendentifs zoraïs	des	les			
_FB01582C9DCB7712	iczjr	Bague zoraï	une	la	Bagues zoraïs	des	les			
_9AB971DC5308F2B5	iczm1bm	Massue Nanka	une	la	Massues Nankas	des	les			
_896193D3DFA298C3	iczm1bs	Bâton Shopan	un	le	Bâtons Shopans	des	les			
_61126863B018B210	iczm1pd	Dague Lam	une	la	Dagues Lams	des	les			
_60DCC418D31563C6	iczm1ps	Lance Katoo	une	la	Lances Katoos	des	les			
_09BA9D76E0B4FB2C	iczm1pse	Lance électrique Katoo	une	la	Lances Electriques Katoos	des	les			
_80B46E2EC6008C1C	iczm1sa	Hache Chok	une	la	Haches Choks	des	les			
_20ECEC5BDC656FC6	iczm1ss	Épée Kovan	une	l'\d	Épées Kovans	des	les			
_9AB971DC9208E6B7	iczm2bm	Massue Kanka	une	la	Massues Kankas	des	les			
_3AAFCFC7CA74FDC6	iczm2pp	Pique Pukatoo	une	la	Piques Pukatoos	des	les			
_B90CBE4A47E943C3	iczm2sa	Hache Kra-cho	une	la	Haches Kra-chos	des	les			
_23BF3B78A7C123F6	iczm2ss	Épée Matchata	une	l'\d	Épées Matchatas	des	les			
_D8011791C146A9D8	iczp1bb	Munition contondante de Zin-kan	une	la	Munitions contondantes de Zin-kans	des	les			
_167107870127A9CE	iczp1bp	Munition perforante de Zin-kan	une	la	Munitions perforantes de Zin-kans	des	les			
_D8010F90C157A9D8	iczp1bs	Munition tranchante de Zin-kan	une	la	Munitions tranchantes de Zin-kans	des	les			
_B11A62921AD79787	iczp1gb	Munition contondante grenade zoraï	une	la	Munitions contondantes Grenades zoraïs	des	les			
_B0EA4E8CDB687788	iczp1gp	Munition perforante grenade zoraï	une	la	Munitions perforantes Grenades zoraïs	des	les			
_711A62921AD89387	iczp1gs	Munition tranchante grenade zoraï	une	la	Munitions tranchantes Grenades zoraïs	des	les			
_16C2D461E5F4C940	iczp1pb	Munition contondante de Tchaï	une	la	Munitions contondantes de Tchaïs	des	les			
_1782B45BA6D5993C	iczp1pp	Munition perforante de Tchaï	une	la	Munitions perforantes de Tchaïs	des	les			
_16B2D461E5F5C540	iczp1ps	Munition Ttranchante de Tchaï	une	la	Munitions tranchantes de Tchaïs	des	les			
_D2E235CEA4359D30	iczp2ab	Munition contondante de Mo-ka	une	la	Munitions contondantes de Mo-kas	des	les			
_90D231C4A516812D	iczp2ap	Munition perforante de Mo-ka	une	la	Munitions perforantes de Mo-kas	des	les			
_D2E235CDA4369930	iczp2as	Munition tranchante de Mo-ka	une	la	Munitions tranchantes de Mo-kas	des	les			
_F165758226F0838D	iczp2bb	Munition contondante de Ma-kam	une	la	Munitions contondantes de Ma-kams	des	les			
_F1C559892531778D	iczp2bp	Munition perforante de Ma-kam	une	la	Munitions perforantes de Ma-kams	des	les			
_F1657582A6F1838D	iczp2bs	Munition tranchante de Ma-kam	une	la	Munitions tranchantes de Ma-kams	des	les			
_28836AAA33B2296E	iczp2lb	Munition contondante de Ba-zoon	une	la	Munitions contondantes de Ba-zoons	des	les			
_64A37A9FB3932969	iczp2lp	Munition perforante de Ba-zoon	une	la	Munitions perforantes de Ba-zoons	des	les			
_288366A833C3296E	iczp2ls	Munition tranchante de Ba-zoon	une	la	Munitions tranchantes de Ba-zoons	des	les			
_746E2A0DD4318809	iczp2rb	Munition contondante de Shoy-ton	une	la	Munitions contondantes de Shoy-tons	des	les			
_332E160ED3928408	iczp2rp	Munition perforante de Shoy-ton	une	la	Munitions perforantes de Shoy-tons	des	les			
_346E260D94428809	iczp2rs	Munition tranchante de Shoy-ton	une	la	Munitions tranchantes de Shoy-tons	des	les			
_52E52A03D9AA1466	iczr1b	Pistolet-arbalète Zin-kan	un	le	Pistolets-arbalètes Zin-kans	des	les			
_87B2B40957F8F2D0	iczr1p	Pistolet Tchaï	un	le	Pistolets Tchaïs	des	les			
_CB68A1616E638253	iczr2a	Mitrailleuse Mo-ka	une	la	Mitrailleuses Mo-kas	des	les			
_0E80C12ECF6B469F	iczr2b	Fusil-arbalète Ma-kam	un	le	Fusils-arbalètes Ma-kams	des	les			
_E593BD386C3A37BF	iczr2l	Lance-grenades Ba-zoo	un	le	Lances-grenades Ba-zoons	des	les			
_B81BE2CE719C6475	iczr2r	Fusil Shoy-ton	un	le	Fusils Shoy-tons	des	les			
_B25917DDDD81A933	iczsb	Rondache Kastu	une	la	Rondaches Kastus	des	les			
_264C77D918A14803	iczss	Bouclier Pakmon	un	le	Boucliers Pakmons	des	les			
_671976B4E076CAEF	itammo	Outil de création de munitions	un	l'\d	Outils de création de munitions	des	les			
_023DD4FDCE8CF7DB	itarmor	Outil de création d'armures	un	l'\d	Outils de création d'armures	des	les			
_1D263EC7D97736D1	item_sap_recharge	Recharge en Sève	une	la	Recharges en Sèves	des	les			
_6A38EC7264F8ACB8	itforage	Pioche	une	la	Pioches	des	les			
_17F0C707F88F03B3	itjewel	Outil de création de bijoux	un	l'\d	Outils de création de bijoux	des	les			
_11B9D1B695EDD4BB	itmwea	Outil de création d'armes de mêlée	un	l'\d	Outils de création d'armes de mêlée	des	les			
_D22AC1BB950DDCB7	itrwea	Outil de création d'armes de tir	un	l'\d	Outils de création d'armes de tir	des	les			
_D1586B45D8586BC5	ka_cheveux_medium01	Cheveu mi-long de Kami	un	le	Cheveux mi-longs de Kami	des	les			
_675AA919E6757399	kami_vial	Ampoule de Kami	une	l'\d	Ampoules de Kamis	des	les			
_C352FE7488133267	large_brazier	Grand brasero	un	le	Grands braseros	des	les			
_B9B29829DF87022E	large_kamic_sphere	Grande sphère kamique	une	la	Grandes sphères kamiques	des	les			
_BCBFFD1BF5304510	large_purse	Grande bourse	une	la	Grandes bourses	des	les			
_24DD6F2D8F1CC117	light_armor_acreditation	Habilitation d'armure légère	une	l'\d	Habilitations d'armures légères	des	les			
_0841F666BDA3F666	light_package	Paquet léger	un	le	Paquets légers	des	les			
_26A2C12E0EC478E8	list_of_merchandises	Liste de marchandises	une	la	Listes de marchandises	des	les			
_E75D086177C679A2	ma_armor01_armpad	Manches d'armure matis	des	les	Manches d'armure matis	des	les			
_DC4854F45371B068	ma_armor01_bottes	Bottes d'armure matis	des	les	Bottes d'armure matis	des	les			
_0797B33BE6D6A39A	ma_armor01_gilet	Gilet d'armure matis	un	le	Gilets d'armure matis	des	les			
_739189819CB8D492	ma_armor01_hand	Gants d'armure matis	des	les	Gants d'armure matis	des	les			
_2C6668855D7C791B	ma_armor01_pantabotte	Pantalon d'armure matis	un	le	Pantalons d'armure matis	des	les			
_5C019B7F6E0A5D40	ma_cheveux_long01	Cheveu long de Matis	un	le	Cheveux longs de Matis	des	les			
_B55424B02085CDBE	ma_cheveux_medium01	Cheveu mi-long de Matis	un	le	Cheveux mi-longs de Matis	des	les			
_B4837096D9F875D1	ma_cheveux_shave_01	Cheveu rasé de Matis	un	le	Cheveux rasés de Matis	des	les			
_B2A848A3861621A5	ma_cheveux_shave01	Cheveu rasé de Matis	un	le	Cheveux rasés de Matis	des	les			
_194FB8DA47059BC4	ma_cheveux_short01	Cheveu court de Matis	un	le	Cheveux courts de Matis	des	les			
_CA2D4EBB8905D978	ma_cheveux01	Cheveu de Matis	un	le	Cheveux de Matis	des	les			
_0A2D4EBB8905D978	ma_cheveux02	Cheveu de Matis	un	le	Cheveux de Matis	des	les			
_4CAA9FE391919C7D	ma_civil01_armpad	Manches matis	des	les	Manches matis	des	les			
_E8FC3622AD531ABF	ma_civil01_bottes	Bottes matis	des	les	Bottes matis	des	les			
_E26995B760A38AC3	ma_civil01_gilet	Gilet matis	un	le	Gilets Matis	des	les			
_4B783EF4EBEF7B32	ma_civil01_pantabotte	Pantalon matis	un	le	Pantalons Matis	des	les			
_E43B6FC9551616A4	ma_note	Note au maître du feu	une	la	Notes au maître du feu	des	les			
_8D8D8EA115C5F4F7	ma_underwear_armpad	Manches matis	des	les	Manches matis	des	les			
_F68060DEEED9AEFC	ma_underwear_bottes	Bottes matis	des	les	Bottes matis	des	les			
_EDCB7BD3E6194ED3	ma_underwear_gilet	Gilet matis	un	le	Gilets Matis	des	les			
_1BA25C4167B1A2F8	ma_underwear_hand	Gants matis	des	les	Gants matis	des	les			
_908E60515290730E	ma_underwear_pantabottes	Pantalon matis	un	le	Pantalons Matis	des	les			
_5BA0F2687850722C	ma_visage	Masque matis	un	le	Masques matis	des	les			
_21669694296E96AB	mb_mektoub_stew	Ragoût de mektoubs	un	le	Ragoûts de mektoubs	des	les			
_5639CF8A20949EE2	mb_merchant_list	Liste de marchand	une	la	Listes de marchand	des	les			
_A7D2B32DF590E339	mb_merchant_package	Paquet de marchand	un	le	Paquets de marchand	des	les			
_728BC0A3E249CB1F	mb_seal_1	Sceau de marchand d'Avalae	un	le	Sceaux de marchand d'Avalae	des	les			
_70D9A3C7112713C9	mb_seal_2	Sceau de marchand de Natae	un	le	Sceaux de marchand de Natae	des	les			
_6553675768F76F65	medium_armors_acreditation	Habilitation d'armure moyenne	une	l'\d	Habilitations d'armures moyennes	des	les			
_0F761E7242B2AE1F	medium_barrel	Tonneau moyen	un	le	Tonneaux moyens	des	les			
_5F8713E44FAFD635	medium_brazier	Brasero moyen	un	le	Braseros moyens	des	les			
_C68C5A9AC0ED51ED	medium_conch	Conch moyen	un	le	Conchs intermédiaires	des	les			
_86ACB750BF7E4C4A	medium_kamic_sphere	Sphère kamique moyenne	une	la	Sphères kamiques moyennes	des	les			
_D0AE36D219B68CF2	medium_living_sculpture	Sculpture vivante moyenne	une	la	Sculptures vivantes moyennes	des	les			
_18C503B3D79EA639	medium_package	Paquet moyen	un	le	Paquets moyens	des	les			
_8D8D6AA082EF71F9	medium_purse	Bourse moyenne	une	la	Bourses moyennes	des	les			
_1CD5D62713DB1E25	merchant_bag	Sac de marchand	un	le	Sacs de marchand	des	les			
_A6951A9AD49C1A17	merchant_box	Boîte de marchand	une	la	Boîtes de marchand	des	les			
_3DC1CFFCBE0C5834	merchant_supplies	Fourniture de marchand	une	la	Fournitures de marchand	des	les			
_A789C49F25D8B4A0	message	Message	un	le	Messages	des	les			
_2E1AA8946C872CB1	mirror	Miroir	un	le	Miroirs	des	les			
_F64A5DE57DE935FE	money_for_remedy	Argent pour remède	un	l'\d	Argent pour remède	un	l'\d			
_716CA702A5FBB0F7	old_man_materials	Matière de vieil homme	une	la	Matières de vieil homme	des	les			
_4473D69103517627	old_man_seeds	Graine de vieil homme	une	la	Graines de vieil homme	des	les			
_EF293AF1555122E1	orange_medicine	Médicament orange	un	le	Médicaments orange	des	les			
_E9F8ECB55E2AECCB	order	Commande	un	l'\d	Commandes	des	les			
_2098B4B1ACDB2CA2	pot	Pot	un	le	Pots	des	les			
_F99C6B9BD991B1E8	purple_medicine	Médicament violet	un	le	Médicaments violets	des	les			
_21D3EF761FEBEA4F	range_weapons_acreditation	Habilitation d'armes de tir	une	l'\d	Habilitations d'armes de tir	des	les			
_47B0138589CB31FE	raw_material_acreditation	Habilitation de matières premières	une	l'\d	Habilitations de matières premières	des	les			
_96C406431C9E09D7	red_medicine	Médicament rouge	un	le	Médicaments rouges	des	les			
_F8BC88414BEEAD03	remedy_vial	Ampoule de remède	une	l'\d	Ampoules de remède	des	les			
_2C5C7C9CEC0930B5	report	Rapport	un	le	Rapports	des	les			
_1E054EFD412081AF	ring_of_vows	Bague de vœux	un	le	Bagues de vœux	des	les			
_4CD00557F25F5553	sage_flower	Fleur de Sage	une	la	Fleurs de Sage	des	les			
_0C30055434BF7551	sage_letter	Missive de Sage	une	la	Missives de Sage	des	les			
_8E360A7E0673DA1F	sealed_letter	Missive scellée	une	la	Missives scellées	des	les			
_740F5BF9B93A98DE	shriveled_dead_seed	Graine morte desséchée	une	la	Graines mortes desséchées					
_98C02091C4FE79F6	small_barrel	Petit tonneau	un	le	Petits tonneaux	des	les			
_05B15E6F47444E6E	small_brazier	Petit brasero	un	le	Petits braseros	des	les			
_BDADA111351F2105	small_conch	Petit conch	un	le	Petits conchs	des	les			
_4001F837DFF7162B	small_kamic_sphere	Petite sphère kamique	une	la	Petites sphères kamiques	des	les			
_D775EE35B5158C4B	small_living_sculpture	Petite sculpture vivante	une	la	Petites sculptures vivantes	des	les			
_C21F2D22B7F01512	small_purse	Petite bourse	une	la	Petites bourses	des	les			
_F3DEB4C27E171FF2	spadassin_letter	Missive de l'assassin	une	la	Missives de l'assassin	des	les			
_BBAF6F73F8E118EF	stableboy_whistle	Murmure de garçon d'étable	un	le	Murmures de garçon d'étable	des	les			
_9F7969CD48038CC5	strange_vibrant_ring	Bague vibrante étrange	une	la	Bagues vibrantes étranges	des	les			
_9DC91F7C9107D188	supplier_list	Liste de fournisseur	une	la	Listes de fournisseur	des	les			
_DBA592A9F5A61295	swarmplants_fiber	Fibre de Shooki	une	la	Fibres de Shooki	des	les			
_0D00D78FC27E9C50	swarmplants_fruit	Morceau de fruit de Shooki	un	le	Morceaux de fruit de Shooki	des	les			
_BD3B43B779DB0347	system_mp	Matière première générique	une	la	Matières premières génériques	des	les			
_0C2EAD116674F0B3	tiny_worms	Petit ver	un	le	Petits vers	des	les			
_0BD7FB4FF3516C32	tp_kami_avalae	Pacte kami / Téléporteur vers Avalae	un	le	Pactes kamis / Téléporteur vers Avalae	des	les			
_A27E37878570C7A8	tp_kami_avendale	Pacte kami / Téléporteur vers Avendale	un	le	Pactes kamis / Téléporteur vers Avendale	des	les			
_1E422B64026FB7A6	tp_kami_bountybeaches	Pacte kami / Téléporteur vers les Plages d'Abondance	un	le	Pactes kamis / Téléporteur vers les Plages d'Abondance	des	les			
_AD5821E28C67D4F0	tp_kami_citiesofintuition	Pacte kami / Téléporteur vers les Cités de l'Intuition	un	le	Pactes kamis / Téléporteur vers les Cités de l'Intuition	des	les			
_667E13AB72DFB71F	tp_kami_crystabell	Pacte kami / Téléporteur vers Crystabell	un	le	Pactes kamis / Téléporteur vers Crystabell	des	les			
_F8CDAC5432686572	tp_kami_davae	Pacte kami / Téléporteur vers Davae	un	le	Pactes kamis / Téléporteur vers Davae	des	les			
_D757A45E3D634E90	tp_kami_dewdrops	Pacte kami / Téléporteur vers les Chutes de la Rosée	un	le	Pactes kamis / Téléporteur vers les Chutes de la Rosée	des	les			
_B4A0AD414C751CEB	tp_kami_dunesofexil	Pacte kami / Téléporteur vers les Dunes de l'Exil	un	le	Pactes kamis / Téléporteur vers les Dunes de l'Exil	des	les			
_7A9E445038688989	tp_kami_dyron	Pacte kami / Téléporteur vers Dyron	un	le	Pactes kamis / Téléporteur vers Dyron	des	les			
_8931DF922CEF2BAD	tp_kami_enchantedisle	Pacte kami / Téléporteur vers l'Île Enchantée	un	le	Pactes kamis / Téléporteur vers l'Île Enchantée	des	les			
_A9692F73D0AE0DA5	tp_kami_fairhaven	Pacte kami / Téléporteur vers Fairhaven	un	le	Pactes kamis / Téléporteur vers Fairhaven	des	les			
_533C0DB09D05215B	tp_kami_fleetinggarden	Pacte kami / Téléporteur vers le Jardin Fugace	un	le	Pactes kamis / Téléporteur vers le Jardin Fugace	des	les			
_C88E1ECD5FA82066	tp_kami_forbidden_depths	Pacte kami / Téléporteur vers les Profondeurs Interdites	un	le	Pactes kamis / Téléporteur vers les Profondeurs Interdites	des	les			
_E0CED5D3B83B3CAF	tp_kami_frahartowers	Pacte kami / Téléporteur vers les Tours Frahars	un	le	Pactes kamis / Téléporteur vers les Tours Frahars	des	les			
_98DD4BA930390237	tp_kami_gate_of_obscurity	Pacte kami / Téléporteur vers la Porte de l'Obscurité	un	le	Pactes kamis / Téléporteur vers la Porte de l'Obscurité	des	les			
_C9D9C15A522B1F6A	tp_kami_groveofconfusion	Pacte kami / Téléporteur vers le Bosquet de la Confusion	un	le	Pactes kamis / Téléporteur vers le Bosquet de la Confusion	des	les			
_F81D21F450A6D071	tp_kami_groveofumbra	Pacte kami / Téléporteur vers le Bosquet de l'Ombre	un	le	Pactes kamis / Téléporteur vers le Bosquet de l'Ombre	des	les			
_8751AC7F0A16DF93	tp_kami_havenofpurity	Pacte kami / Téléporteur vers le Havre de Pureté	un	le	Pactes kamis / Téléporteur vers le Havre de Pureté	des	les			
_2520407B84EA0647	tp_kami_hereticshovel	Pacte kami / Téléporteur vers la Masure de l'Hérétique	un	le	Pactes kamis / Téléporteur vers la Masure de l'Hérétique	des	les			
_97CD91C27B7A24A8	tp_kami_hiddensource	Pacte kami / Téléporteur vers la Source Cachée	un	le	Pactes kamis / Téléporteur vers la Source Cachée	des	les			
_DF27DFD072C1D3EC	tp_kami_hoi_cho	Pacte kami / Téléporteur vers Hoï-Cho	un	le	Pactes kamis / Téléporteur vers Hoï-Cho	des	les			
_FFEFB3D412C9A3FE	tp_kami_jen_lai	Pacte kami / Téléporteur vers Jen-Laï	un	le	Pactes kamis / Téléporteur vers Jen-Laï	des	les			
_9DD6FE657D6E3032	tp_kami_knollofdissent	Pacte kami / Téléporteur vers le Tertre de la Dissidence	un	le	Pactes kamis / Téléporteur vers le Tertre de la Dissidence	des	les			
_8C0A9184C7CB1935	tp_kami_knotofdementia	Pacte kami / Téléporteur vers le Noeud de la Démence	un	le	Pactes kamis / Téléporteur vers le Noeud de la Démence	des	les			
_1F876554FFFC1D32	tp_kami_lagoonsofloria	Pacte kami / Téléporteur vers les Lagons de Loria	un	le	Pactes kamis / Téléporteur vers les Lagons de Loria	des	les			
_17D8501B580A17AE	tp_kami_maidengrove	Pacte kami / Téléporteur vers le Bosquet Vierge	un	le	Pactes kamis / Téléporteur vers le Bosquet Vierge	des	les			
_DF5FAFDA1261E7EC	tp_kami_min_cho	Pacte kami / Téléporteur vers Min-Cho	un	le	Pactes kamis / Téléporteur vers Min-Cho	des	les			
_78ADD45C32086572	tp_kami_natae	Pacte kami / Téléporteur vers Natae	un	le	Pactes kamis / Téléporteur vers Natae	des	les			
_02FCAE8F5AD23328	tp_kami_nexus_bagne	Pacte kami / Téléporteur vers Nexus 	un	le	Pactes kamis / Téléporteur vers Nexus 	des	les			
_33F40B0DBA231F3D	tp_kami_nexus_route_gouffre	Pacte kami / Téléporteur vers le Tunnel au départ du Nexus vers la Route des Ombres 	un	le	Pactes kamis / Téléporteur vers le Tunnel au départ du Nexus vers la Route des Ombres 	des	les			
_02FCBE9A5BF33328	tp_kami_nexus_terre	Pacte kami / Téléporteur vers le Nexus	un	le	Pactes kamis / Téléporteur vers le Nexus	des	les			
