*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2
_FF65D310ED4BB33C	bcfpea18	Pistol Slashing Ammo		a	the				Crafting plan for Fyros pistol slashing ammo.	
_529E9E85577ABCD1	bcfpea01	Autolauncher Smashing Ammo		a	the				Crafting plan for Fyros autolauncher smashing ammo.	
_924E9A89543ACCCD	bcfpea02	Autolauncher Piercing Ammo		a	the				Crafting plan for Fyros autolauncher piercing ammo.	
_529E9E85977ABCD0	bcfpea03	Autolauncher Slashing Ammo		a	the				Crafting plan for Fyros autolauncher slashing ammo.	
_89E39294AB4852DF	bcfpea04	Bowrifle Smashing Ammo		a	the				Crafting plan for Fyros bowrifle smashing ammo.	
_47839E942A1852DF	bcfpea05	Bowrifle Piercing Ammo		a	the				Crafting plan for Fyros bowrifle piercing ammo.	
_89E39293EB4852DF	bcfpea06	Bowrifle Slashing Ammo		a	the				Crafting plan for Fyros bowrifle slashing ammo.	
_48A36A8EA718AEE5	bcfpea10	Launcher Smashing Ammo		a	the				Crafting plan for Fyros launcher smashing ammo.	
_0643768E26E8AEE5	bcfpea11	Launcher Piercing Ammo		a	the				Crafting plan for Fyros launcher piercing ammo.	
_48A36A8DE718AEE5	bcfpea12	Launcher Slashing Ammo		a	the				Crafting plan for Fyros launcher slashing ammo.	
_514C83BC0D4637EB	bcfpea19	Rifle Smashing Ammo		a	the				Crafting plan for Fyros rifle smashing ammo.	
_118C73B48B9627E3	bcfpea20	Rifle Piercing Ammo		a	the				Crafting plan for Fyros rifle piercing ammo.	
_514C7FBC0B5633EB	bcfpea21	Rifle Slashing Ammo		a	the				Crafting plan for Fyros rifle slashing ammo.	
_68274A0D2C254AB2	bcmpea13	Bowpistol Smashing Ammo		a	the				Crafting plan for Matis bowpistol smashing ammo.	
_E8A72A076D254AA8	bcmpea14	Bowpistol Piercing Ammo		a	the				Crafting plan for Matis bowpistol piercing ammo.	
_6827420DAD254AB2	bcmpea15	Bowpistol Slashing Ammo		a	the				Crafting plan for Matis bowpistol slashing ammo.	
_1F4D5C9840B4C1BA	bcmpea07	Grenade Smashing Ammo		a	the				Crafting plan for Matis grenade smashing ammo.	
_1FFD589740C4B1B7	bcmpea08	Grenade Piercing Ammo		a	the				Crafting plan for Matis grenade piercing ammo.	
_1F4D5C9881B4BDBA	bcmpea09	Grenade Slashing Ammo		a	the				Crafting plan for Matis grenade slashing ammo.	
_BEF57311EDDACF3C	bcmpea16	Pistol Smashing Ammo		a	the				Crafting plan for Matis pistol smashing ammo.	
_BDC55F102E4ABF40	bcmpea17	Pistol Piercing Ammo		a	the				Crafting plan for Matis pistol piercing ammo.	
_7EF573116ECACF3C	bcmpea18	Pistol Slashing Ammo		a	the				Crafting plan for Matis pistol slashing ammo.	
_932E3E8C571AC4B9	bcmpea01	Autolauncher Smashing Ammo		a	the				Crafting plan for Matis autolauncher smashing ammo.	
_D3DE3A9054DAD4B5	bcmpea02	Autolauncher Piercing Ammo		a	the				Crafting plan for Matis autolauncher piercing ammo.	
_932E3E8C971AC4B8	bcmpea03	Autolauncher Slashing Ammo		a	the				Crafting plan for Matis autolauncher slashing ammo.	
_08133A836D4852DF	bcmpea04	Bowrifle Smashing Ammo		a	the				Crafting plan for Matis bowrifle smashing ammo.	
_C6B34683EC1852DF	bcmpea05	Bowrifle Piercing Ammo		a	the				Crafting plan for Matis bowrifle piercing ammo.	
_08133A82AD4852DF	bcmpea06	Bowrifle Slashing Ammo		a	the				Crafting plan for Matis bowrifle slashing ammo.	
_C7D3127D6918AEE5	bcmpea10	Launcher Smashing Ammo		a	the				Crafting plan for Matis launcher smashing ammo.	
_85731E7DE8E8AEE5	bcmpea11	Launcher Piercing Ammo		a	the				Crafting plan for Matis launcher piercing ammo.	
_C7D3127CA918AEE5	bcmpea12	Launcher Slashing Ammo		a	the				Crafting plan for Matis launcher slashing ammo.	
_D0DC23C38C66D7F2	bcmpea19	Rifle Smashing Ammo		a	the				Crafting plan for Matis rifle smashing ammo.	
_901C13BB0AB6C7EA	bcmpea20	Rifle Piercing Ammo		a	the				Crafting plan for Matis rifle piercing ammo.	
_D0DC1FC38A76D3F2	bcmpea21	Rifle Slashing Ammo		a	the				Crafting plan for Matis rifle slashing ammo.	
_31A5A48E129CA98B	bctpea13	Bowpistol Smashing Ammo		a	the				Crafting plan for Tryker bowpistol smashing ammo.	
_3135988E534C918E	bctpea14	Bowpistol Piercing Ammo		a	the				Crafting plan for Tryker bowpistol piercing ammo.	
_F195A48E939CA98B	bctpea15	Bowpistol Slashing Ammo		a	the				Crafting plan for Tryker bowpistol slashing ammo.	
_C2F47289A4A6921B	bctpea07	Grenade Smashing Ammo		a	the				Crafting plan for Tryker grenade smashing ammo.	
_80947E892476921B	bctpea08	Grenade Piercing Ammo		a	the				Crafting plan for Tryker grenade piercing ammo.	
_C2F47288E5A6921B	bctpea09	Grenade Slashing Ammo		a	the				Crafting plan for Tryker grenade slashing ammo.	
_F5CEE8BBFD03026C	bctpea16	Pistol Smashing Ammo		a	the				Crafting plan for Tryker pistol smashing ammo.	
_F57EE4BAFC13F269	bctpea17	Pistol Piercing Ammo		a	the				Crafting plan for Tryker pistol piercing ammo.	
_F5CEE8BB3E03FE6C	bctpea18	Pistol Slashing Ammo		a	the				Crafting plan for Tryker pistol slashing ammo.	
_41253A94F330EEC3	bctpea01	Autolauncher Smashing Ammo		a	the				Crafting plan for Tryker autolauncher smashing ammo.	
_01652A8CF370DEBB	bctpea02	Autolauncher Piercing Ammo		a	the				Crafting plan for Tryker autolauncher piercing ammo.	
_412536947330EAC3	bctpea03	Autolauncher Slashing Ammo		a	the				Crafting plan for Tryker autolauncher slashing ammo.	
_645A0A0BDFEFC47A	bctpea04	Bowrifle Smashing Ammo		a	the				Crafting plan for Tryker bowrifle smashing ammo.	
_E4DAEA051FEFC470	bctpea05	Bowrifle Piercing Ammo		a	the				Crafting plan for Tryker bowrifle piercing ammo.	
_645A020B5FEFC47A	bctpea06	Bowrifle Slashing Ammo		a	the				Crafting plan for Tryker bowrifle slashing ammo.	
_60D8FAEFE4A18C7E	bctpea10	Launcher Smashing Ammo		a	the				Crafting plan for Tryker launcher smashing ammo.	
_E058DAE924A18C74	bctpea11	Launcher Piercing Ammo		a	the				Crafting plan for Tryker launcher piercing ammo.	
_60D8F2EF64A18C7E	bctpea12	Launcher Slashing Ammo		a	the				Crafting plan for Tryker launcher slashing ammo.	
_68AB470969070C37	bctpea19	Rifle Smashing Ammo		a	the				Crafting plan for Tryker rifle smashing ammo.	
_677B33082887FC3B	bctpea20	Rifle Piercing Ammo		a	the				Crafting plan for Tryker rifle piercing ammo.	
_28AB470967070C37	bctpea21	Rifle Slashing Ammo		a	the				Crafting plan for Tryker rifle slashing ammo.	
_64B8BA272C254AAA	bczpea13	Bowpistol Smashing Ammo		a	the				Crafting plan for Zoraï bowpistol smashing ammo.	
_E4389A216D254AA0	bczpea14	Bowpistol Piercing Ammo		a	the				Crafting plan for Zoraï bowpistol piercing ammo.	
_64B8B227AD254AAA	bczpea15	Bowpistol Slashing Ammo		a	the				Crafting plan for Zoraï bowpistol slashing ammo.	
_1DC574A3C385C136	bczpea07	Grenade Smashing Ammo		a	the				Crafting plan for Zoraï grenade smashing ammo.	
_1D7570A2C395B133	bczpea08	Grenade Piercing Ammo		a	the				Crafting plan for Zoraï grenade piercing ammo.	
_1DC574A30485BD36	bczpea09	Grenade Slashing Ammo		a	the				Crafting plan for Zoraï grenade slashing ammo.	
_BCA69D166CBA03B8	bczpea16	Pistol Smashing Ammo		a	the				Crafting plan for Zoraï pistol smashing ammo.	
_BB768915AD2AF3BC	bczpea17	Pistol Piercing Ammo		a	the				Crafting plan for Zoraï pistol piercing ammo.	
_7CA69D16EDAA03B8	bczpea18	Pistol Slashing Ammo		a	the				Crafting plan for Zoraï pistol slashing ammo.	
_D4DF7699769ABC43	bczpea01	Autolauncher Smashing Ammo		a	the				Crafting plan for Zoraï autolauncher smashing ammo.	
_148F729D735ACC3F	bczpea02	Autolauncher Piercing Ammo		a	the				Crafting plan for Zoraï autolauncher piercing ammo.	
_D4DF7699B69ABC42	bczpea03	Autolauncher Slashing Ammo		a	the				Crafting plan for Zoraï autolauncher slashing ammo.	
_25446A9EB048525B	bczpea04	Bowrifle Smashing Ammo		a	the				Crafting plan for Zoraï bowrifle smashing ammo.	
_E3E4769E2F18525B	bczpea05	Bowrifle Piercing Ammo		a	the				Crafting plan for Zoraï bowrifle piercing ammo.	
_25446A9DF048525B	bczpea06	Bowrifle Slashing Ammo		a	the				Crafting plan for Zoraï bowrifle slashing ammo.	
_E4044298AC18AE61	bczpea10	Launcher Smashing Ammo		a	the				Crafting plan for Zoraï launcher smashing ammo.	
_A2A44E982BE8AE61	bczpea11	Launcher Piercing Ammo		a	the				Crafting plan for Zoraï launcher piercing ammo.	
_E4044297EC18AE61	bczpea12	Launcher Slashing Ammo		a	the				Crafting plan for Zoraï launcher slashing ammo.	
_CE8D5B4C8A460F7B	bczpea19	Rifle Smashing Ammo		a	the				Crafting plan for Zoraï rifle smashing ammo.	
_8ECD4B440896FF73	bczpea20	Rifle Piercing Ammo		a	the				Crafting plan for Zoraï rifle piercing ammo.	
_CE8D574C88560B7B	bczpea21	Rifle Slashing Ammo		a	the				Crafting plan for Zoraï rifle slashing ammo.	
_9910892217FABD51	bcfaea01	Heavy Boots - Basic Quality		a	the				Crafting plan for Fyros heavy boots.	
_F3FDCAC97DB162A0	bcfaea02	Heavy Gloves - Basic Quality		a	the				Crafting plan for Fyros heavy gloves.	
_338DD2C97B914698	bcfaea03	Heavy Helmet - Basic Quality		a	the				Crafting plan for Fyros heavy helmets.	
_99005130D8EA855F	bcfaea04	Heavy Pants - Basic Quality		a	the				Crafting plan for Fyros heavy pants.	
_ABF451E755AE7C0D	bcfaea05	Heavy Sleeves - Basic Quality		a	the				Crafting plan for Fyros heavy sleeves.	
_EA3B12CD2F91752B	bcfaea06	Heavy Vest - Basic Quality		a	the				Crafting plan for Fyros heavy vests.	
_9A00512899EA8557	bcfaea07	Light Boots - Basic Quality		a	the				Crafting plan for Fyros light boots.	
_F4AD92CFBF107AA4	bcfaea08	Light Gloves - Basic Quality		a	the				Crafting plan for Fyros light gloves.	
_9AF019361ADA4D65	bcfaea09	Light Pants - Basic Quality		a	the				Crafting plan for Fyros light pants.	
_ABA419E8925E8C11	bcfaea10	Light Sleeves - Basic Quality		a	the				Crafting plan for Fyros light sleeves.	
_6B2BEAD3EFE1611D	bcfaea11	Light Vest - Basic Quality		a	the				Crafting plan for Fyros light vests.	
_871D7928BA400272	bcfaea12	Medium Boots - Basic Quality		a	the				Crafting plan for Fyros medium boots.	
_BC7F52E613AE10E6	bcfaea13	Medium Gloves - Basic Quality		a	the				Crafting plan for Fyros medium gloves.	
_04FE7928FB603A71	bcfaea14	Medium Pants - Basic Quality		a	the				Crafting plan for Fyros medium pants.	
_011850D7C8D311CA	bcfaea15	Medium Sleeves - Basic Quality		a	the				Crafting plan for Fyros medium sleeves.	
_AB8071E46A7A2533	bcfaea16	Medium Vest - Basic Quality		a	the				Crafting plan for Fyros medium vests.	
_18A02929961A5D58	bcmaea01	Heavy Boots - Basic Quality		a	the				Crafting plan for Matis heavy boots.	
_728D6ACAFE307EA0	bcmaea02	Heavy Gloves - Basic Quality		a	the				Crafting plan for Matis heavy gloves.	
_B21D72CAFC106298	bcmaea03	Heavy Helmet - Basic Quality		a	the				Crafting plan for Matis heavy helmets.	
_1890F137570A2566	bcmaea04	Heavy Pants - Basic Quality		a	the				Crafting plan for Matis heavy pants.	
_2A84D9F04F1E7C0D	bcmaea05	Heavy Sleeves - Basic Quality		a	the				Crafting plan for Matis heavy sleeves.	
_2BCBB2D42F317D13	bcmaea06	Heavy Vest - Basic Quality		a	the				Crafting plan for Matis heavy vests.	
_1990F12F180A255E	bcmaea07	Light Boots - Basic Quality		a	the				Crafting plan for Matis light boots.	
_733D32D0408F96A4	bcmaea08	Light Gloves - Basic Quality		a	the				Crafting plan for Matis light gloves.	
_1980B93D99FAED6C	bcmaea09	Light Pants - Basic Quality		a	the				Crafting plan for Matis light pants.	
_2A34A1F18CCE8C11	bcmaea10	Light Sleeves - Basic Quality		a	the				Crafting plan for Matis light sleeves.	
_ACBB8ADAEF816905	bcmaea11	Light Vest - Basic Quality		a	the				Crafting plan for Matis light vests.	
_06AD19293BBF1E72	bcmaea12	Medium Boots - Basic Quality		a	the				Crafting plan for Matis medium boots.	
_3B0FDAEF0D1E10E6	bcmaea13	Medium Gloves - Basic Quality		a	the				Crafting plan for Matis medium gloves.	
_838E19297CDF5671	bcmaea14	Medium Pants - Basic Quality		a	the				Crafting plan for Matis medium pants.	
_8048F8C68AD311CA	bcmaea15	Medium Sleeves - Basic Quality		a	the				Crafting plan for Matis medium sleeves.	
_2A1011EBE99AC53A	bcmaea16	Medium Vest - Basic Quality		a	the				Crafting plan for Matis medium vests.	
_3B313AA9C2B07313	bcraea01	Refugee Black Boots		a	the				Crafting plan for refugee black boots.	
_3C512EB140B0730D	bcraea02	Refugee Beige Boots		a	the				Crafting plan for refugee beige boots.	
_BCA15AB204007316	bcraea04	Refugee Green Boots		a	the				Crafting plan for refugee green boots.	
_CA8F0A1349BA3E82	bcraea05	Refugee Red Boots		a	the				Crafting plan for refugee red boots.	
_AC8C60C30F1433F4	bcraea06	Refugee Turquoise Boots		a	the				Crafting plan for refugee turquoise boots.	
_05710510A6A1BF21	bcraea03	Refugee Blue Boots		a	the				Crafting plan for refugee blue boots.	
_91F9D8C43FFD5949	bcraea07	Refugee Violet Boots		a	the				Crafting plan for refugee violet boots.	
_80516EC68301730D	bcraea08	Refugee White Boots		a	the				Crafting plan for refugee white boots.	
_CF988CBA041F25FB	bcraea10	Refugee Black Gloves		a	the				Crafting plan for refugee black gloves.	
_4F5890B3460F25F5	bcraea09	Refugee Beige Gloves		a	the				Crafting plan for refugee beige gloves.	
_11F8B4C5C51F25FE	bcraea12	Refugee Green Gloves		a	the				Crafting plan for refugee green gloves.	
_B40006CC24416B4F	bcraea13	Refugee Red Gloves		a	the				Crafting plan for refugee red gloves.	
_04129FF69164DCB8	bcraea14	Refugee Turquoise Gloves		a	the				Crafting plan for refugee turquoise gloves.	
_8DBE06C4FED310D2	bcraea11	Refugee Blue Gloves		a	the				Crafting plan for refugee blue gloves.	
_6C6CB8E7EF3352B4	bcraea15	Refugee Violet Gloves		a	the				Crafting plan for refugee violet gloves.	
_93299CCBCA1F25F5	bcraea16	Refugee White Gloves		a	the				Crafting plan for refugee white gloves.	
_3B313AA801913B21	bcraea18	Refugee Black Pants		a	the				Crafting plan for refugee black pants.	
_3C512EB0FE913B1B	bcraea17	Refugee Beige Pants		a	the				Crafting plan for refugee beige pants.	
_BCA15AB180F13B24	bcraea20	Refugee Green Pants		a	the				Crafting plan for refugee green pants.	
_CA7FD22148CA0690	bcraea21	Refugee Red Pants		a	the				Crafting plan for refugee red pants.	
_296D60C30E24FB01	bcraea22	Refugee Turquoise Pants		a	the				Crafting plan for refugee turquoise pants.	
_82520510E8D1F720	bcraea19	Refugee Blue Pants		a	the				Crafting plan for refugee blue pants.	
_91F9D4B53FFE5949	bcraea23	Refugee Violet Pants		a	the				Crafting plan for refugee violet pants.	
_80516EC5FFF23B1B	bcraea24	Refugee White Pants		a	the				Crafting plan for refugee white pants.	
_E6AC80B1BBABB0C0	bcraea26	Refugee Black Sleeves		a	the				Crafting plan for refugee black sleeves.	
_E8AC48B17BABB0B4	bcraea25	Refugee Beige Sleeves		a	the				Crafting plan for refugee beige sleeves.	
_E82CB0BB3CABB0C6	bcraea28	Refugee Green Sleeves		a	the				Crafting plan for refugee green sleeves.	
_7EE2D5C3BC747CFE	bcraea29	Refugee Red Sleeves		a	the				Crafting plan for refugee red sleeves.	
_51AC5FF28F099381	bcraea30	Refugee Turquoise Sleeves		a	the				Crafting plan for refugee turquoise sleeves.	
_7EF9DCB081110603	bcraea27	Refugee Blue Sleeves		a	the				Crafting plan for refugee blue sleeves.	
_3B1A28AF4C70C7B9	bcraea31	Refugee Violet Sleeves		a	the				Crafting plan for refugee violet sleeves.	
_70AC60DBBABBB0B4	bcraea32	Refugee White Sleeves		a	the				Crafting plan for refugee white sleeves.	
_460C360D60503262	bcraea34	Refugee Black Vest		a	the				Crafting plan for refugee black vests.	
_478C021121E0325C	bcraea33	Refugee Beige Vest		a	the				Crafting plan for refugee beige vests.	
_C74C5A14E1B14665	bcraea36	Refugee Green Vest		a	the				Crafting plan for refugee green vests.	
_BB96720F1BF406FA	bcraea37	Refugee Red Vest		a	the				Crafting plan for refugee red vests.	
_3DC71FA668C32FCB	bcraea38	Refugee Turquoise Vest		a	the				Crafting plan for refugee turquoise vests.	
_DA0042C2595BF651	bcraea35	Refugee Blue Vest		a	the				Crafting plan for refugee blue vests.	
_93C14EC27C5FE0CB	bcraea39	Refugee Violet Vest		a	the				Crafting plan for refugee violet vests.	
_8B8C0E336120865C	bcraea40	Refugee White Vest		a	the				Crafting plan for refugee white vests.	
_36A3053F356E8767	bctaea01	Heavy Boots - Basic Quality		a	the				Crafting plan for Tryker heavy boots.	
_52FF36FDC8BD658B	bctaea02	Heavy Gloves - Basic Quality		a	the				Crafting plan for Tryker heavy gloves.	
_930F36F548BC5D84	bctaea03	Heavy Helmet - Basic Quality		a	the				Crafting plan for Tryker heavy helmets.	
_B384053FB68EBF66	bctaea04	Heavy Pants - Basic Quality		a	the				Crafting plan for Tryker heavy pants.	
_80FA34D74521250E	bctaea05	Heavy Sleeves - Basic Quality		a	the				Crafting plan for Tryker heavy sleeves.	
_6E0D7EE525183234	bctaea06	Heavy Vest - Basic Quality		a	the				Crafting plan for Tryker heavy vests.	
_F5C21D3E34CE976B	bctaea07	Light Boots - Basic Quality		a	the				Crafting plan for Tryker light boots.	
_111E3AF3CCFD758B	bctaea08	Light Gloves - Basic Quality		a	the				Crafting plan for Tryker light gloves.	
_72A31D3E75EECF6A	bctaea09	Light Pants - Basic Quality		a	the				Crafting plan for Tryker light pants.	
_3FC914E10671250E	bctaea10	Light Sleeves - Basic Quality		a	the				Crafting plan for Tryker light sleeves.	
_2E2C96E9A4474A38	bctaea11	Light Vest - Basic Quality		a	the				Crafting plan for Tryker light vests.	
_80026EE98EBADCCE	bctaea12	Medium Boots - Basic Quality		a	the				Crafting plan for Tryker medium boots.	
_D2E90CE4499F4408	bctaea13	Medium Gloves - Basic Quality		a	the				Crafting plan for Tryker medium gloves.	
_80026EE88C8BA4DC	bctaea14	Medium Pants - Basic Quality		a	the				Crafting plan for Tryker medium pants.	
_EA2EA8BB19F318C0	bctaea15	Medium Sleeves - Basic Quality		a	the				Crafting plan for Tryker medium sleeves.	
_F7AE4A3AF22DFAAF	bctaea16	Medium Vest - Basic Quality		a	the				Crafting plan for Tryker medium vests.	
_165161B294FA95E1	bczaea01	Heavy Boots - Basic Quality		a	the				Crafting plan for Zoraï heavy boots.	
_703E94CF7D10B21C	bczaea02	Heavy Gloves - Basic Quality		a	the				Crafting plan for Zoraï heavy gloves.	
_B0CE9CCF7BF09614	bczaea03	Heavy Helmet - Basic Quality		a	the				Crafting plan for Zoraï heavy helmets.	
_164129C055EA5DEF	bczaea04	Heavy Pants - Basic Quality		a	the				Crafting plan for Zoraï heavy pants.	
_28FCF1FBD2EF7C89	bczaea05	Heavy Sleeves - Basic Quality		a	the				Crafting plan for Zoraï heavy sleeves.	
_6C7CEAE14EB1759D	bczaea06	Heavy Vest - Basic Quality		a	the				Crafting plan for Zoraï heavy vests.	
_174129B816EA5DE7	bczaea07	Light Boots - Basic Quality		a	the				Crafting plan for Zoraï light boots.	
_71EE5CD5BF6FCA20	bczaea08	Light Gloves - Basic Quality		a	the				Crafting plan for Zoraï light gloves.	
_1731F1C697DA25F5	bczaea09	Light Pants - Basic Quality		a	the				Crafting plan for Zoraï light pants.	
_28ACB9FC0F9F8C8D	bczaea10	Light Sleeves - Basic Quality		a	the				Crafting plan for Zoraï light sleeves.	
_ED6CC2E70E01618F	bczaea11	Light Vest - Basic Quality		a	the				Crafting plan for Zoraï light vests.	
_045E432EBA9F52EE	bczaea12	Medium Boots - Basic Quality		a	the				Crafting plan for Zoraï medium boots.	
_3987F2FA90EF1062	bczaea13	Medium Gloves - Basic Quality		a	the				Crafting plan for Zoraï medium gloves.	
_813F432EFBBF8AED	bczaea14	Medium Pants - Basic Quality		a	the				Crafting plan for Zoraï medium pants.	
_9D7928E1CDD31146	bczaea15	Medium Sleeves - Basic Quality		a	the				Crafting plan for Zoraï medium sleeves.	
_28C14974E77AFDC3	bczaea16	Medium Vest - Basic Quality		a	the				Crafting plan for Zoraï medium vests.	
_21FBAE061877E337	bcfjea01	Anklet - Basic Quality		a	the				Crafting plan for Fyros anklets.	
