*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description		
_6CBE7695E6542846	ABPPI11	Entrenamiento de Inteligencia 11		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6742846	ABPPI12	Entrenamiento de Inteligencia 12		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6942846	ABPPI13	Entrenamiento de Inteligencia 13		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6B42846	ABPPI14	Entrenamiento de Inteligencia 14		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6D42846	ABPPI15	Entrenamiento de Inteligencia 15		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6F42846	ABPPI16	Entrenamiento de Inteligencia 16		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6142846	ABPPI17	Entrenamiento de Inteligencia 17		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6342846	ABPPI18	Entrenamiento de Inteligencia 18		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6542846	ABPPI19	Entrenamiento de Inteligencia 19		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6343046	ABPPI20	Entrenamiento de Inteligencia 20		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6543046	ABPPI21	Entrenamiento de Inteligencia 21		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6743046	ABPPI22	Entrenamiento de Inteligencia 22		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6943046	ABPPI23	Entrenamiento de Inteligencia 23		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6B43046	ABPPI24	Entrenamiento de Inteligencia 24		un	el				Aumenta tu inteligencia y tu savia		
_6CBE7695E6D43046	ABPPI25	Entrenamiento de Inteligencia 25		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401F323B4	ABPPI26	Entrenamiento de Inteligencia 26		un	el				Aumenta tu inteligencia y tu savia		
_D56B5224011323B4	ABPPI27	Entrenamiento de Inteligencia 27		un	el				Aumenta tu inteligencia y tu savia		
_D56B5224013323B4	ABPPI28	Entrenamiento de Inteligencia 28		un	el				Aumenta tu inteligencia y tu savia		
_D56B5224015323B4	ABPPI29	Entrenamiento de Inteligencia 29		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401332BB4	ABPPI30	Entrenamiento de Inteligencia 30		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401532BB4	ABPPI31	Entrenamiento de Inteligencia 31		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401732BB4	ABPPI32	Entrenamiento de Inteligencia 32		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401932BB4	ABPPI33	Entrenamiento de Inteligencia 33		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401B32BB4	ABPPI34	Entrenamiento de Inteligencia 34		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401D32BB4	ABPPI35	Entrenamiento de Inteligencia 35		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401F32BB4	ABPPI36	Entrenamiento de Inteligencia 36		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401132BB4	ABPPI37	Entrenamiento de Inteligencia 37		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401332BB4	ABPPI38	Entrenamiento de Inteligencia 38		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401532BB4	ABPPI39	Entrenamiento de Inteligencia 39		un	el				Aumenta tu inteligencia y tu savia		
_D56B5224013333B4	ABPPI40	Entrenamiento de Inteligencia 40		un	el				Aumenta tu inteligencia y tu savia		
_D56B5224015333B4	ABPPI41	Entrenamiento de Inteligencia 41		un	el				Aumenta tu inteligencia y tu savia		
_D56B5224017333B4	ABPPI42	Entrenamiento de Inteligencia 42		un	el				Aumenta tu inteligencia y tu savia		
_D56B5224019333B4	ABPPI43	Entrenamiento de Inteligencia 43		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401B333B4	ABPPI44	Entrenamiento de Inteligencia 44		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401D333B4	ABPPI45	Entrenamiento de Inteligencia 45		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401F333B4	ABPPI46	Entrenamiento de Inteligencia 46		un	el				Aumenta tu inteligencia y tu savia		
_D56B5224011333B4	ABPPI47	Entrenamiento de Inteligencia 47		un	el				Aumenta tu inteligencia y tu savia		
_D56B5224013333B4	ABPPI48	Entrenamiento de Inteligencia 48		un	el				Aumenta tu inteligencia y tu savia		
_D56B5224015333B4	ABPPI49	Entrenamiento de Inteligencia 49		un	el				Aumenta tu inteligencia y tu savia		
_D56B522401333BB4	ABPPI50	Entrenamiento de Inteligencia 50		un	el				Aumenta tu inteligencia y tu savia		
_0EFA7733CF3E0D51	ABPPW01	Entrenamiento de Sabiduría 1		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_0EFA77330F4E0D51	ABPPW02	Entrenamiento de Sabiduría 2		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_0EFA77334F5E0D51	ABPPW03	Entrenamiento de Sabiduría 3		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_0EFA7733906E0D51	ABPPW04	Entrenamiento de Sabiduría 4		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_0EFA7733D07E0D51	ABPPW05	Entrenamiento de Sabiduría 5		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_0EFA7733108E0D51	ABPPW06	Entrenamiento de Sabiduría 6		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_0EFA7733509E0D51	ABPPW07	Entrenamiento de Sabiduría 7		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_0EFA773391AE0D51	ABPPW08	Entrenamiento de Sabiduría 8		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_0EFA7733D1BE0D51	ABPPW09	Entrenamiento de Sabiduría 9		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_7837228C591F6452	ABPPW10	Entrenamiento de Sabiduría 10		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_7837228D592F6452	ABPPW11	Entrenamiento de Sabiduría 11		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_7837228E593F6452	ABPPW12	Entrenamiento de Sabiduría 12		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_7837228F594F6452	ABPPW13	Entrenamiento de Sabiduría 13		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_78372290595F6452	ABPPW14	Entrenamiento de Sabiduría 14		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_78372291596F6452	ABPPW15	Entrenamiento de Sabiduría 15		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_78372292597F6452	ABPPW16	Entrenamiento de Sabiduría 16		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_78372293598F6452	ABPPW17	Entrenamiento de Sabiduría 17		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_78372294599F6452	ABPPW18	Entrenamiento de Sabiduría 18		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_7837229559AF6452	ABPPW19	Entrenamiento de Sabiduría 19		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_7837228C991F6852	ABPPW20	Entrenamiento de Sabiduría 20		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_7837228D992F6852	ABPPW21	Entrenamiento de Sabiduría 21		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_7837228E993F6852	ABPPW22	Entrenamiento de Sabiduría 22		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_7837228F994F6852	ABPPW23	Entrenamiento de Sabiduría 23		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_78372290995F6852	ABPPW24	Entrenamiento de Sabiduría 24		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_78372291996F6852	ABPPW25	Entrenamiento de Sabiduría 25		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC69A5BFCF8	ABPPW26	Entrenamiento de Sabiduría 26		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC79A6BFCF8	ABPPW27	Entrenamiento de Sabiduría 27		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC89A7BFCF8	ABPPW28	Entrenamiento de Sabiduría 28		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC99A8BFCF8	ABPPW29	Entrenamiento de Sabiduría 29		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC0DAFB00F8	ABPPW30	Entrenamiento de Sabiduría 30		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC1DA0B00F8	ABPPW31	Entrenamiento de Sabiduría 31		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC2DA1B00F8	ABPPW32	Entrenamiento de Sabiduría 32		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC3DA2B00F8	ABPPW33	Entrenamiento de Sabiduría 33		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC4DA3B00F8	ABPPW34	Entrenamiento de Sabiduría 34		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC5DA4B00F8	ABPPW35	Entrenamiento de Sabiduría 35		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC6DA5B00F8	ABPPW36	Entrenamiento de Sabiduría 36		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC7DA6B00F8	ABPPW37	Entrenamiento de Sabiduría 37		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC8DA7B00F8	ABPPW38	Entrenamiento de Sabiduría 38		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC9DA8B00F8	ABPPW39	Entrenamiento de Sabiduría 39		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC01BFB04F8	ABPPW40	Entrenamiento de Sabiduría 40		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC11B0B04F8	ABPPW41	Entrenamiento de Sabiduría 41		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC21B1B04F8	ABPPW42	Entrenamiento de Sabiduría 42		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC31B2B04F8	ABPPW43	Entrenamiento de Sabiduría 43		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC41B3B04F8	ABPPW44	Entrenamiento de Sabiduría 44		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC51B4B04F8	ABPPW45	Entrenamiento de Sabiduría 45		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC61B5B04F8	ABPPW46	Entrenamiento de Sabiduría 46		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC71B6B04F8	ABPPW47	Entrenamiento de Sabiduría 47		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC81B7B04F8	ABPPW48	Entrenamiento de Sabiduría 48		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC91B8B04F8	ABPPW49	Entrenamiento de Sabiduría 49		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_67425BC05BFB08F8	ABPPW50	Entrenamiento de Sabiduría 50		un	el				Aumenta tu sabiduría y velocidad de regeneración de savia		
_7822A3BC78C893F5	ABPPS01	Entrenamiento de Fuerza 1		un	el				Aumenta tu fuerza y tu resistencia		
_782227BC78D893F5	ABPPS02	Entrenamiento de Fuerza 2		un	el				Aumenta tu fuerza y tu resistencia		
_78222BBC78E893F5	ABPPS03	Entrenamiento de Fuerza 3		un	el				Aumenta tu fuerza y tu resistencia		
_78222FBC78F893F5	ABPPS04	Entrenamiento de Fuerza 4		un	el				Aumenta tu fuerza y tu resistencia		
_782233BC780893F5	ABPPS05	Entrenamiento de Fuerza 5		un	el				Aumenta tu fuerza y tu resistencia		
_782237BC781893F5	ABPPS06	Entrenamiento de Fuerza 6		un	el				Aumenta tu fuerza y tu resistencia		
_78223BBC782893F5	ABPPS07	Entrenamiento de Fuerza 7		un	el				Aumenta tu fuerza y tu resistencia		
_78223FBC783893F5	ABPPS08	Entrenamiento de Fuerza 8		un	el				Aumenta tu fuerza y tu resistencia		
_782243BC784893F5	ABPPS09	Entrenamiento de Fuerza 9		un	el				Aumenta tu fuerza y tu resistencia		
_D28EAE3AE0EF72E8	ABPPS10	Entrenamiento de Fuerza 10		un	el				Aumenta tu fuerza y tu resistencia		
_D29EAE3AE0FF72E8	ABPPS11	Entrenamiento de Fuerza 11		un	el				Aumenta tu fuerza y tu resistencia		
_D2AEAE3AE00F72E8	ABPPS12	Entrenamiento de Fuerza 12		un	el				Aumenta tu fuerza y tu resistencia		
_D2BEAE3AE01F72E8	ABPPS13	Entrenamiento de Fuerza 13		un	el				Aumenta tu fuerza y tu resistencia		
_D2CEAE3AE02F72E8	ABPPS14	Entrenamiento de Fuerza 14		un	el				Aumenta tu fuerza y tu resistencia		
_D2DEAE3AE03F72E8	ABPPS15	Entrenamiento de Fuerza 15		un	el				Aumenta tu fuerza y tu resistencia		
_D2EEAE3AE04F72E8	ABPPS16	Entrenamiento de Fuerza 16		un	el				Aumenta tu fuerza y tu resistencia		
_D2FEAE3AE05F72E8	ABPPS17	Entrenamiento de Fuerza 17		un	el				Aumenta tu fuerza y tu resistencia		
_D20EAE3AE06F72E8	ABPPS18	Entrenamiento de Fuerza 18		un	el				Aumenta tu fuerza y tu resistencia		
_D21EAE3AE07F72E8	ABPPS19	Entrenamiento de Fuerza 19		un	el				Aumenta tu fuerza y tu resistencia		
_D28EB23AE0EF76E8	ABPPS20	Entrenamiento de Fuerza 20		un	el				Aumenta tu fuerza y tu resistencia		
_D29EB23AE0FF76E8	ABPPS21	Entrenamiento de Fuerza 21		un	el				Aumenta tu fuerza y tu resistencia		
_D2AEB23AE00F76E8	ABPPS22	Entrenamiento de Fuerza 22		un	el				Aumenta tu fuerza y tu resistencia		
_D2BEB23AE01F76E8	ABPPS23	Entrenamiento de Fuerza 23		un	el				Aumenta tu fuerza y tu resistencia		
_D2CEB23AE02F76E8	ABPPS24	Entrenamiento de Fuerza 24		un	el				Aumenta tu fuerza y tu resistencia		
_D2DEB23AE03F76E8	ABPPS25	Entrenamiento de Fuerza 25		un	el				Aumenta tu fuerza y tu resistencia		
_CCBB8005B28A5257	ABPPS26	Entrenamiento de Fuerza 26		un	el				Aumenta tu fuerza y tu resistencia		
_CCCB8005B29A5257	ABPPS27	Entrenamiento de Fuerza 27		un	el				Aumenta tu fuerza y tu resistencia		
_CCDB8005B2AA5257	ABPPS28	Entrenamiento de Fuerza 28		un	el				Aumenta tu fuerza y tu resistencia		
_CCEB8005B2BA5257	ABPPS29	Entrenamiento de Fuerza 29		un	el				Aumenta tu fuerza y tu resistencia		
_CC5B8405B22A5657	ABPPS30	Entrenamiento de Fuerza 30		un	el				Aumenta tu fuerza y tu resistencia		
_CC6B8405B23A5657	ABPPS31	Entrenamiento de Fuerza 31		un	el				Aumenta tu fuerza y tu resistencia		
_CC7B8405B24A5657	ABPPS32	Entrenamiento de Fuerza 32		un	el				Aumenta tu fuerza y tu resistencia		
_CC8B8405B25A5657	ABPPS33	Entrenamiento de Fuerza 33		un	el				Aumenta tu fuerza y tu resistencia		
_CC9B8405B26A5657	ABPPS34	Entrenamiento de Fuerza 34		un	el				Aumenta tu fuerza y tu resistencia		
_CCAB8405B27A5657	ABPPS35	Entrenamiento de Fuerza 35		un	el				Aumenta tu fuerza y tu resistencia		
_CCBB8405B28A5657	ABPPS36	Entrenamiento de Fuerza 36		un	el				Aumenta tu fuerza y tu resistencia		
_CCCB8405B29A5657	ABPPS37	Entrenamiento de Fuerza 37		un	el				Aumenta tu fuerza y tu resistencia		
_CCDB8405B2AA5657	ABPPS38	Entrenamiento de Fuerza 38		un	el				Aumenta tu fuerza y tu resistencia		
_CCEB8405B2BA5657	ABPPS39	Entrenamiento de Fuerza 39		un	el				Aumenta tu fuerza y tu resistencia		
_CC5B8805B22A5A57	ABPPS40	Entrenamiento de Fuerza 40		un	el				Aumenta tu fuerza y tu resistencia		
_CC6B8805B23A5A57	ABPPS41	Entrenamiento de Fuerza 41		un	el				Aumenta tu fuerza y tu resistencia		
_CC7B8805B24A5A57	ABPPS42	Entrenamiento de Fuerza 42		un	el				Aumenta tu fuerza y tu resistencia		
_CC8B8805B25A5A57	ABPPS43	Entrenamiento de Fuerza 43		un	el				Aumenta tu fuerza y tu resistencia		
_CC9B8805B26A5A57	ABPPS44	Entrenamiento de Fuerza 44		un	el				Aumenta tu fuerza y tu resistencia		
_CCAB8805B27A5A57	ABPPS45	Entrenamiento de Fuerza 45		un	el				Aumenta tu fuerza y tu resistencia		
_CCBB8805B28A5A57	ABPPS46	Entrenamiento de Fuerza 46		un	el				Aumenta tu fuerza y tu resistencia		
_CCCB8805B29A5A57	ABPPS47	Entrenamiento de Fuerza 47		un	el				Aumenta tu fuerza y tu resistencia		
_CCDB8805B2AA5A57	ABPPS48	Entrenamiento de Fuerza 48		un	el				Aumenta tu fuerza y tu resistencia		
_CCEB8805B2BA5A57	ABPPS49	Entrenamiento de Fuerza 49		un	el				Aumenta tu fuerza y tu resistencia		
_CC5B8C05B22A5E57	ABPPS50	Entrenamiento de Fuerza 50		un	el				Aumenta tu fuerza y tu resistencia		
_6E9DCBE4EA848173	ABPPB01	Entrenamiento de Equilibrio 1		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_6E9DCBE5EA948173	ABPPB02	Entrenamiento de Equilibrio 2		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_6E9DCBE6EAA48173	ABPPB03	Entrenamiento de Equilibrio 3		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_6E9DCBE7EAB48173	ABPPB04	Entrenamiento de Equilibrio 4		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_6E9DCBE8EAC48173	ABPPB05	Entrenamiento de Equilibrio 5		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_6E9DCBE9EAD48173	ABPPB06	Entrenamiento de Equilibrio 6		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_6E9DCBEAEAE48173	ABPPB07	Entrenamiento de Equilibrio 7		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_6E9DCBEBEAF48173	ABPPB08	Entrenamiento de Equilibrio 8		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_6E9DCBECEA048173	ABPPB09	Entrenamiento de Equilibrio 9		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_FBF481439D56AEA4	ABPPB10	Entrenamiento de Equilibrio 10		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_FBF485439D66AEA4	ABPPB11	Entrenamiento de Equilibrio 11		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_FBF489439D76AEA4	ABPPB12	Entrenamiento de Equilibrio 12		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_FBF48D439D86AEA4	ABPPB13	Entrenamiento de Equilibrio 13		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
_FBF491439D96AEA4	ABPPB14	Entrenamiento de Equilibrio 14		un	el				Aumenta tu equilibrio y la velocidad de regeneración de la resistencia		
