*HASH_VALUE	creature ID	name	named	namedda	nameda	iaa	ia	iag	da	dag	daa	dad	p	pd	pia	pda
_DDA42EBC0EE55066	cabjf2	Scheußlicher Prakker	Scheußlicher Prakker	Scheußliche Prakker	Scheußlichen Prakker	einen	ein	eines	der	des	den	dem	Scheußliche Prakker	Scheußlichen Prakker	Scheußlichen Prakkers	die
_1C81D675823A1D78	cabjf3	Bedrohlicher Prakker	Bedrohlicher Prakker	Bedrohliche Prakker	Bedrohlichen Prakker	einen	ein	eines	der	des	den	dem	Bedrohliche Prakker	Bedrohlichen Prakker	Bedrohlichen Prakkers	die
_073FC2683CAA34B3	cabla1	Kleiner Prakker	Kleiner Prakker	Kleine Prakker	Kleinen Prakker	einen	ein	eines	der	des	den	dem	Kleine Prakker	Kleinen Prakker	Kleinen Prakkers	die
_1BE5F66F0705ED3A	cabla2	Primitiver Prakker	Primitiver Prakker	Primitive Prakker	Primitiven Prakker	einen	ein	eines	der	des	den	dem	Primitive Prakker	Primitiven Prakker	Primitiven Prakkers	die
_05B56A97FDEE515F	cabla3	Zahmer Prakker	Zahmer Prakker	Zahme Prakker	Zahmen Prakker	einen	ein	eines	der	des	den	dem	Zahme Prakker	Zahmen Prakker	Zahmen Prakkers	die
_307F2D0A773E4CB8	cabla4	Schneller Prakker	Schneller Prakker	Schnelle Prakker	Schnellen Prakker	einen	ein	eines	der	des	den	dem	Schnelle Prakker	Schnellen Prakker	Schnellen Prakkers	die
_083FC2683CAA34B3	cabpa1	Kleiner Prakker	Kleiner Prakker	Kleine Prakker	Kleinen Prakker	einen	ein	eines	der	des	den	dem	Kleine Prakker	Kleinen Prakker	Kleinen Prakkers	die
_1CE5F66F0705ED3A	cabpa2	Primitiver Prakker	Primitiver Prakker	Primitive Prakker	Primitiven Prakker	einen	ein	eines	der	des	den	dem	Primitive Prakker	Primitiven Prakker	Primitiven Prakkers	die
_06B56A97FDEE515F	cabpa3	Zahmer Prakker	Zahmer Prakker	Zahme Prakker	Zahmen Prakker	einen	ein	eines	der	des	den	dem	Zahme Prakker	Zahmen Prakker	Zahmen Prakkers	die
_317F2D0A773E4CB8	cabpa4	Schneller Prakker	Schneller Prakker	Schnelle Prakker	Schnellen Prakker	einen	ein	eines	der	des	den	dem	Schnelle Prakker	Schnellen Prakker	Schnellen Prakkers	die
_7610210E7A4E40B9	cabpb1	Schleimiger Prakker	Schleimiger Prakker	Schleimige Prakker	Schleimigen Prakker	einen	ein	eines	der	des	den	dem	Schleimige Prakker	Schleimigen Prakker	Schleimigen Prakkers	die
_88FEBE58BD1A5CB7	cabpb2	Gewöhnlicher Prakker	Gewöhnlicher Prakker	Gewöhnliche Prakker	Gewöhnlichen Prakker	einen	ein	eines	der	des	den	dem	Gewöhnliche Prakker	Gewöhnlichen Prakker	Gewöhnlichen Prakkers	die
_1A75EE2184EC230A	cabpb3	Trübseliger Prakker	Trübseliger Prakker	Trübselige Prakker	Trübseligen Prakker	einen	ein	eines	der	des	den	dem	Trübselige Prakker	Trübseligen Prakker	Trübseligen Prakkers	die
_35B04D12F42D4CB9	cabpb4	Alpha-Prakker	Alpha-Prakker	Alpha-Prakker	Alpha-Prakker	einen	ein	eines	der	des	den	dem	Alpha-Prakker	Alpha-Prakker	Alpha-Prakker	die
_64B832AEE534BD6D	cabpc1	Ausgewachsener Prakker	Ausgewachsener Prakker	Ausgewachsene Prakker	Ausgewachsenen Prakker	einen	ein	eines	der	des	den	dem	Ausgewachsene Prakker	Ausgewachsenen Prakker	Ausgewachsenen Prakkers	die
_D835D66B05C4E12F	cabpc2	Wehrhafter Prakker	Wehrhafter Prakker	Wehrhafte Prakker	Wehrhaften Prakker	einen	ein	eines	der	des	den	dem	Wehrhafte Prakker	Wehrhaften Prakker	Wehrhaften Prakkers	die
_5971DA7F3D2A217F	cabpc3	Umherstreifender Prakker	Umherstreifender Prakker	Umherstreifende Prakker	Umherstreifenden Prakker	einen	ein	eines	der	des	den	dem	Umherstreifende Prakker	Umherstreifenden Prakker	Umherstreifenden Prakkers	die
_9B0FB6797FC80179	cabpc4	Ruhender Prakker	Ruhender Prakker	Ruhende Prakker	Ruhenden Prakker	einen	ein	eines	der	des	den	dem	Ruhende Prakker	Ruhenden Prakker	Ruhenden Prakkers	die
_5D76222E884C1B13	cabpd1	Lauernder Prakker	Lauernder Prakker	Lauernde Prakker	Lauernden Prakker	einen	ein	eines	der	des	den	dem	Lauernde Prakker	Lauernden Prakker	Lauernden Prakkers	die
_1DE0E27F01992580	cabpd2	Herumtreibender Prakker	Herumtreibender Prakker	Herumtreibende Prakker	Herumtreibenden Prakker	einen	ein	eines	der	des	den	dem	Herumtreibende Prakker	Herumtreibenden Prakker	Herumtreibenden Prakkers	die
_1FF29974066B0372	cabpd3	Wütender Prakker	Wütender Prakker	Wütende Prakker	Wütenden Prakker	einen	ein	eines	der	des	den	dem	Wütende Prakker	Wütenden Prakker	Wütenden Prakkers	die
_7E77390568560418	cabpd4	Wilder Prakker	Wilder Prakker	Wilde Prakker	Wilden Prakker	einen	ein	eines	der	des	den	dem	Wilde Prakker	Wilden Prakker	Wilden Prakkers	die
_592516660985F547	cabpe1	Riesiger Prakker	Riesiger Prakker	Riesige Prakker	Riesigen Prakker	einen	ein	eines	der	des	den	dem	Riesige Prakker	Riesigen Prakker	Riesigen Prakkers	die
_5A20CA8D3ED90D8F	cabpe2	Heißhungriger Prakker	Heißhungriger Prakker	Heißhungrige Prakker	Heißhungrigen Prakker	einen	ein	eines	der	des	den	dem	Heißhungrige Prakker	Heißhungrigen Prakker	Heißhungrigen Prakkers	die
_7E7789EF66140019	cabpe3	Ordinärer Prakker	Ordinärer Prakker	Ordinäre Prakker	Ordinären Prakker	einen	ein	eines	der	des	den	dem	Ordinäre Prakker	Ordinären Prakker	Ordinären Prakkers	die
_1D44FEBE8B443C53	cabpe4	Angriffslustiger Prakker	Angriffslustiger Prakker	Angriffslustige Prakker	Angriffslustigen Prakker	einen	ein	eines	der	des	den	dem	Angriffslustige Prakker	Angriffslustigen Prakker	Angriffslustigen Prakkers	die
_9AB713A99BE11171	cabpf1	Erschreckender Prakker	Erschreckender Prakker	Erschreckende Prakker	Erschreckenden Prakker	einen	ein	eines	der	des	den	dem	Erschreckende Prakker	Erschreckenden Prakker	Erschreckenden Prakkers	die
_5FA42EBC0EE55066	cabpf2	Scheußlicher Prakker	Scheußlicher Prakker	Scheußliche Prakker	Scheußlichen Prakker	einen	ein	eines	der	des	den	dem	Scheußliche Prakker	Scheußlichen Prakker	Scheußlichen Prakkers	die
_9E81D675823A1D78	cabpf3	Bedrohlicher Prakker	Bedrohlicher Prakker	Bedrohliche Prakker	Bedrohlichen Prakker	einen	ein	eines	der	des	den	dem	Bedrohliche Prakker	Bedrohlichen Prakker	Bedrohlichen Prakkers	die
_D4F03E57EF0E24F6	cbada1	Unerfahrener Igara	Unerfahrener Igara	Unerfahrene Igara	Unerfahrenen Igara	einen	ein	eines	der	des	den	dem	Unerfahrene Igaras	Unerfahrenen Igaras	Unerfahrenen Igaras	die
_8B0F2D2D62743C71	cbada2	Niedlicher Igara	Niedlicher Igara	Niedliche Igara	Niedlichen Igara	einen	ein	eines	der	des	den	dem	Niedliche Igaras	Niedlichen Igaras	Niedlichen Igaras	die
_05EF352362D44071	cbada3	Sanftmütiger Igara	Sanftmütiger Igara	Sanftmütige Igara	Sanftmütigen Igara	einen	ein	eines	der	des	den	dem	Sanftmütige Igaras	Sanftmütigen Igaras	Sanftmütigen Igaras	die
_BE1025FB33A75F1D	cbada4	Hochfliegender Igara	Hochfliegender Igara	Hochfliegende Igara	Hochfliegenden Igara	einen	ein	eines	der	des	den	dem	Hochfliegende Igaras	Hochfliegenden Igaras	Hochfliegenden Igaras	die
_850FCD2B66D43872	cbadb1	Vollgefressener Igara	Vollgefressener Igara	Vollgefressene Igara	Vollgefressenen Igara	einen	ein	eines	der	des	den	dem	Vollgefressene Igaras	Vollgefressenen Igaras	Vollgefressenen Igaras	die
_8B8FCD1F6AB63C72	cbadb2	Normaler Igara	Normaler Igara	Normale Igara	Normalen Igara	einen	ein	eines	der	des	den	dem	Normale Igaras	Normalen Igaras	Normalen Igaras	die
_3FB019062F964F12	cbadb3	Aufgeplusterter Igara	Aufgeplusterter Igara	Aufgeplusterte Igara	Aufgeplusterten Igara	einen	ein	eines	der	des	den	dem	Aufgeplusterte Igaras	Aufgeplusterten Igaras	Aufgeplusterten Igaras	die
_E63B290DEA693377	cbadb4	Alpha-Igara	Alpha-Igara	Alpha-Igara	Alpha-Igara	einen	ein	eines	der	des	den	dem	Alpha-Igaras	Alpha-Igaras	Alpha-Igaras	die
_7BEF120F3F0A7010	cbadc1	Wachsamer Igara	Wachsame Igara	Wachsamen Igara	Wachsamen Igara	einen	ein	eines	der	des	den	dem	Wachsame Igaras	Wachsamen Igaras	Wachsamen Igaras	die
_0FB1CD236AF43C73	cbadc2	Hungriger Igara	Hungriger Igara	Hungrige Igara	Hungrigen Igara	einen	ein	eines	der	des	den	dem	Hungrige Igaras	Hungrigen Igaras	Hungrigen Igaras	die
_DA344625C1FD8925	cbadc3	Nahrungssuchender Igara	Nahrungssuchender Igara	Nahrungssuchende Igara	Nahrungssuchenden Igara	einen	ein	eines	der	des	den	dem	Nahrungssuchende Igaras	Nahrungssuchenden Igaras	Nahrungssuchenden Igaras	die
_BE1035F5F0365F1F	cbadc4	Begehrlicher Igara	Begehrlicher Igara	Begehrliche Igara	Begehrlichen Igara	einen	ein	eines	der	des	den	dem	Begehrliche Igaras	Begehrlichen Igaras	Begehrlichen Igaras	die
_01DF09F773D78333	cbadd1	Boshafter Igara	Boshafter Igara	Boshafte Igara	Boshaften Igara	einen	ein	eines	der	des	den	dem	Boshafte Igaras	Boshaften Igaras	Boshaften Igaras	die
_1640A25E2A6F28F6	cbadd2	Bösartiger Igara	Bösartiger Igara	Bösartige Igara	Bösartigen Igara	einen	ein	eines	der	des	den	dem	Bösartige Igaras	Bösartigen Igaras	Bösartigen Igaras	die
_BE9F11FDB2465B20	cbadd3	Spottender Igara	Spottender Igara	Spottende Igara	Spottenden Igara	einen	ein	eines	der	des	den	dem	Spottende Igaras	Spottenden Igaras	Spottenden Igaras	die
_FE1069FEACA67B28	cbadd4	Aasfressender Igara	Aasfressender Igara	Aasfressende Igara	Aasfressenden Igara	einen	ein	eines	der	des	den	dem	Aasfressende Igaras	Aasfressenden Igaras	Aasfressenden Igaras	die
_FC3FE9FE35B77F23	cbade1	Drohender Igara	Drohende Igara	Drohenden Igara	Drohende Igara	einen	ein	eines	der	des	den	dem	Drohende Igaras	Drohenden Igaras	Drohenden Igaras	die
_7BC00A14FCEA5818	cbade2	Verspielter Igara	Verspielter Igara	Verspielte Igara	Verspielten Igara	einen	ein	eines	der	des	den	dem	Verspielte Igaras	Verspielten Igaras	Verspielten Igaras	die
_52936182540E617E	cbade3	Beängstigender Igara	Beängstigender Igara	Beängstigende Igara	Beängstigenden Igara	einen	ein	eines	der	des	den	dem	Beängstigende Igaras	Beängstigenden Igaras	Beängstigenden Igaras	die
_D6009269AD603CFD	cbade4	Raubgieriger Igara	Raubgieriger Igara	Raubgierige Igara	Raubgierigen Igara	einen	ein	eines	der	des	den	dem	Raubgierige Igaras	Raubgierigen Igaras	Raubgierigen Igaras	die
_45C06D13DE4AABCE	cbaga1	Krankhafter Igara	Krankhafter Igara	Krankhafte Igara	Krankhaften Igara	einen	ein	eines	der	des	den	dem	Krankhafte Igaras	Krankhaften Igaras	Krankhaften Igaras	die
_7FCF16FDFC398001	cbaga2	Verfaulender Igara	Verfaulender Igara	Verfaulende Igara	Verfaulenden Igara	einen	ein	eines	der	des	den	dem	VerFaulede Igaras	Verfaulenden Igaras	Verfaulenden Igaras	die
_D2C02B80A3E41D47	cbaga3	Verseuchter Igara	Verseuchter Igara	Verseuchte Igara	Verseuchten Igara	einen	ein	eines	der	des	den	dem	Verseuchte Igaras	Verseuchten Igaras	Verseuchten Igaras	die
_C043E96D3C3A70ED	cbaga4	Infizierter Igara	Infizierter Igara	Infizierte Igara	Infizierten Igara	einen	ein	eines	der	des	den	dem	Infizierte Igaras	Infizierten Igaras	Infizierten Igaras	die
_40601A15FCFAA40F	cbagb1	Widerlicher Igara	Widerlicher Igara	Widerliche Igara	Widerlichen Igara	einen	ein	eines	der	des	den	dem	Widerliche Igaras	Widerlichen Igaras	Widerlichen Igaras	die
_7EFF520EBEDA600E	cbagb2	Stinkender Igara	Stinkender Igara	Stinkende Igara	Stinkenden Igara	einen	ein	eines	der	des	den	dem	Stinkende Igaras	Stinkenden Igaras	Stinkenden Igaras	die
_458FA52B66944072	cbagb3	Krankhafter Igara	Krankhafter Igara	Krankhafte Igara	Krankhaften Igara	einen	ein	eines	der	des	den	dem	Krankhafte Igaras	Krankhaften Igaras	Krankhaften Igaras	die
_003F520BBC1A7009	cbagb4	Vergifteter Igara	Vergifteter Igara	Vergiftete Igara	Vergifteten Igara	einen	ein	eines	der	des	den	dem	Vergiftete Igaras	Vergifteten Igaras	Vergifteten Igaras	die
_3F20F9F8B3774713	cbagc1	Gequälter Igara	Gequälter Igara	Gequälte Igara	Gequälten Igara	einen	ein	eines	der	des	den	dem	Gequälte Igaras	Gequälten Igaras	Gequälten Igaras	die
_02CF11F7B2A73AE3	cbagc2	Kranker Igara	Kranker Igara	Kranke Igara	Kranken Igara	einen	ein	eines	der	des	den	dem	Kranke Igaras	Kranken Igaras	Kranken Igaras	die
_A4042634CBCD6934	cbagc3	Fauler Igara	Fauler Igara	Faule Igara	Faulen Igara	einen	ein	eines	der	des	den	dem	Faule Igaras	Faulen Igaras	Faulen Igaras	die
_3FA0421A3F0A8C10	cbagc4	Virulenter Igara	Virulenter Igara	Virulente Igara	Virulenten Igara	einen	ein	eines	der	des	den	dem	Virulente Igaras	Virulenten Igaras	Virulenten Igaras	die
_BBDF350270974714	cbagd1	Verletzter Igara	Verletzter Igara	Verletzte Igara	Verletzten Igara	einen	ein	eines	der	des	den	dem	Verletzte Igaras	Verletzten Igaras	Verletzten Igaras	die
_98607E652D6F2009	cbagd2	Eiternder Igara	Eiternder Igara	Eiternde Igara	Eiternden Igara	einen	ein	eines	der	des	den	dem	Eiternde Igaras	Eiternden Igaras	Eiternden Igaras	die
_92E4958A13E0C977	cbagd3	Schädlicher Igara	Schädlicher Igara	Schädliche Igara	Schädlichen Igara	einen	ein	eines	der	des	den	dem	Schädliche Igaras	Schädlichen Igaras	Schädlichen Igaras	die
_C52FDD3360364474	cbagd4	Gieriger Igara	Gieriger Igara	Gierige Igara	Gierigen Igara	einen	ein	eines	der	des	den	dem	Gierige Igaras	Gierigen Igaras	Gierigen Igaras	die
_1762D66CB2707810	cbage1	Pustelübersäter Igara	Pustelübersäter Igara	Pustelübersäte Igara	Pustelübersäten Igara	einen	ein	eines	der	des	den	dem	Pustelübersäte Igaras	Pustelübersäten Igaras	Pustelübersäten Igaras	die
_7EF02DF5B1A75721	cbage2	Erschöpfter Igara	Erschöpfter Igara	Erschöpfte Igara	Erschöpften Igara	einen	ein	eines	der	des	den	dem	Erschöpfte Igaras	Erschöpften Igaras	Erschöpften Igaras	die
_7EBF11FBF0D65B21	cbage3	Schäumender Igara	Schäumender Igara	Schäumende Igara	Schäumenden Igara	einen	ein	eines	der	des	den	dem	Schäumende Igaras	Schäumenden Igaras	Schäumenden Igaras	die
_DAD09A682D504405	cbage4	Rebellischer Igara	Rebellischer Igara	Rebellische Igara	Rebellischen Igara	einen	ein	eines	der	des	den	dem	Rebellische Igaras	Rebellischen Igaras	Rebellischen Igaras	die
_FF6FF2033A597C0C	cbagf1	Wahnsinniger Igara	Wahnsinniger Igara	Wahnsinnige Igara	Wahnsinnigen Igara	einen	ein	eines	der	des	den	dem	Wahnsinnige Igaras	Wahnsinnigen Igaras	Wahnsinnigen Igaras	die
_7EB04AFD7D795418	cbagf2	Wutschnaubender Igara	Wutschnaubender Igara	Wutschnaubende Igara	Wutschnaubenden Igara	einen	ein	eines	der	des	den	dem	Wutschnaubende Igaras	Wutschnaubenden Igaras	Wutschnaubenden Igaras	die
_7E4F26FD3C5A6810	cbagf3	Teuflischer Igara	Teuflischer Igara	Teuflische Igara	Teuflischen Igara	einen	ein	eines	der	des	den	dem	Teuflische Igaras	Teuflischen Igaras	Teuflischen Igaras	die
_55F03E57EF0E24F6	cbaja1	Unerfahrener Igara	Unerfahrener Igara	Unerfahrene Igara	Unerfahrenen Igara	einen	ein	eines	der	des	den	dem	Unerfahrene Igaras	Unerfahrenen Igaras	Unerfahrenen Igaras	die
_0C0F2D2D62743C71	cbaja2	Niedlicher Igara	Niedlicher Igara	Niedliche Igara	Niedlichen Igara	einen	ein	eines	der	des	den	dem	Niedliche Igaras	Niedlichen Igaras	Niedlichen Igaras	die
_86EF352362D44071	cbaja3	Sanftmütiger Igara	Sanftmütiger Igara	Sanftmütige Igara	Sanftmütigen Igara	einen	ein	eines	der	des	den	dem	Sanftmütige Igaras	Sanftmütigen Igaras	Sanftmütigen Igaras	die
_3F1025FB33A75F1D	cbaja4	Hochfliegender Igara	Hochfliegender Igara	Hochfliegende Igara	Hochfliegenden Igara	einen	ein	eines	der	des	den	dem	Hochfliegende Igaras	Hochfliegenden Igaras	Hochfliegenden Igaras	die
_060FCD2B66D43872	cbajb1	Vollgefressener Igara	Vollgefressener Igara	Vollgefressene Igara	Vollgefressenen Igara	einen	ein	eines	der	des	den	dem	Vollgefressene Igaras	Vollgefressenen Igaras	Vollgefressenen Igaras	die
_0C8FCD1F6AB63C72	cbajb2	Normaler Igara	Normaler Igara	Normale Igara	Normalen Igara	einen	ein	eines	der	des	den	dem	Normale Igaras	Normalen Igaras	Normalen Igaras	die
_C0B019062F964F12	cbajb3	Aufgeplusterter Igara	Aufgeplusterter Igara	Aufgeplusterte Igara	Aufgeplusterten Igara	einen	ein	eines	der	des	den	dem	Aufgeplusterte Igaras	Aufgeplusterten Igaras	Aufgeplusterten Igaras	die
_673B290DEA693377	cbajb4	Alpha-Igara	Alpha-Igara	Alpha-Igara	Alpha-Igara	einen	ein	eines	der	des	den	dem	Alpha-Igaras	Alpha-Igaras	Alpha-Igaras	die
_FCEF120F3F0A7010	cbajc1	Wachsamer Igara	Wachsame Igara	Wachsamen Igara	Wachsamen Igara	einen	ein	eines	der	des	den	dem	Wachsame Igaras	Wachsamen Igaras	Wachsamen Igaras	die
_90B1CD236AF43C73	cbajc2	Hungriger Igara	Hungriger Igara	Hungrige Igara	Hungrigen Igara	einen	ein	eines	der	des	den	dem	Hungrige Igaras	Hungrigen Igaras	Hungrigen Igaras	die
_5B344625C1FD8925	cbajc3	Nahrungssuchender Igara	Nahrungssuchender Igara	Nahrungssuchende Igara	Nahrungssuchenden Igara	einen	ein	eines	der	des	den	dem	Nahrungssuchende Igaras	Nahrungssuchenden Igaras	Nahrungssuchenden Igaras	die
_3F1035F5F0365F1F	cbajc4	Begehrlicher Igara	Begehrlicher Igara	Begehrliche Igara	Begehrlichen Igara	einen	ein	eines	der	des	den	dem	Begehrliche Igaras	Begehrlichen Igaras	Begehrlichen Igaras	die
_82DF09F773D78333	cbajd1	Boshafter Igara	Boshafter Igara	Boshafte Igara	Boshaften Igara	einen	ein	eines	der	des	den	dem	Boshafte Igaras	Boshaften Igaras	Boshaften Igaras	die
_9740A25E2A6F28F6	cbajd2	Bösartiger Igara	Bösartiger Igara	Bösartige Igara	Bösartigen Igara	einen	ein	eines	der	des	den	dem	Bösartige Igaras	Bösartigen Igaras	Bösartigen Igaras	die
_3F9F11FDB2465B20	cbajd3	Spottender Igara	Spottender Igara	Spottende Igara	Spottenden Igara	einen	ein	eines	der	des	den	dem	Spottende Igaras	Spottenden Igaras	Spottenden Igaras	die
_7F1069FEACA67B28	cbajd4	Aasfressender Igara	Aasfressender Igara	Aasfressende Igara	Aasfressenden Igara	einen	ein	eines	der	des	den	dem	Aasfressende Igaras	Aasfressenden Igaras	Aasfressenden Igaras	die
_7D3FE9FE35B77F23	cbaje1	Hinterhältigerr Igara	Hinterhältiger Igara	Hinterhältigern Igara	Hinterhältigern Igara	einen	ein	eines	der	des	den	dem	Hinterhältige Igaras	Hinterhältigen Igaras	Hinterhältigen Igaras	die
_FCC00A14FCEA5818	cbaje2	Verspielter Igara	Verspielter Igara	Verspielte Igara	Verspielten Igara	einen	ein	eines	der	des	den	dem	Verspielte Igaras	Verspielten Igaras	Verspielten Igaras	die
_D3936182540E617E	cbaje3	Beängstigender Igara	Beängstigender Igara	Beängstigende Igara	Beängstigenden Igara	einen	ein	eines	der	des	den	dem	Beängstigende Igaras	Beängstigenden Igaras	Beängstigenden Igaras	die
_57009269AD603CFD	cbaje4	Raubgieriger Igara	Raubgieriger Igara	Raubgierige Igara	Raubgierigen Igara	einen	ein	eines	der	des	den	dem	Raubgierige Igaras	Raubgierigen Igaras	Raubgierigen Igaras	die
_29E83BA829078F62	cbajf5	Kim-kol	Kim-kol	Kim-kol	Kim-kol					des			Kim-kols	Kim-kols	Kim-kols	die
_469CC926342DB4F3	cbbda1	Unerfahrener Izam	Unerfahrener Izam	Unerfahrene Izam	Unerfahrenen Izam	einen	ein	eines	der	des	den	dem	Unerfahrene Izams	Unerfahrenen Izams	Unerfahrenen Izams	die
_30704129E8D7072F	cbbda2	Niedlicher Izam	Niedlicher Izam	Niedliche Izam	Niedlichen Izam	einen	ein	eines	der	des	den	dem	Niedliche Izams	Niedliche Izams	Niedlichen Izams	die
_ED0F6125A787F72F	cbbda3	Sanftmütiger Izam	Sanftmütiger Izam	Sanftmütige Izam	Sanftmütigen Izam	einen	ein	eines	der	des	den	dem	Sanftmütige Izams	Sanftmütigen Izams	Sanftmütigen Izams	die
_899F85E7F292FAFF	cbbda4	Hochfliegender Izam	Hochfliegender Izam	Hochfliegende Izam	Hochfliegenden Izam	einen	ein	eines	der	des	den	dem	Hochfliegende Izams	Hochfliegenden Izams	Hochfliegenden Izams	die
_AD8F111C2A27EF30	cbbdb1	Vollgefressener Izam	Vollgefressener Izam	Vollgefressene Izam	Vollgefressenen Izam	einen	ein	eines	der	des	den	dem	Vollgefressene Izams	Vollgefressenen Izams	Vollgefressenen Izams	die
_303001162B792F30	cbbdb2	Normaler Izam	Normaler Izam	Normale Izam	Normalen Izam	einen	ein	eines	der	des	den	dem	Normale Izams	Normalen Izams	Normalen Izams	die
_0501FD037270F6FA	cbbdb3	Aufgeplusterter Izam	Aufgeplusterter Izam	Aufgeplusterte Izam	Aufgeplusterten Izam	einen	ein	eines	der	des	den	dem	Aufgeplusterte Izams	Aufgeplusterten Izams	Aufgeplusterten Izams	die
_189624FA6FE8375C	cbbdb4	Alpha-Izam	Alpha-Izam	Alpha-Izam	Alpha-Izam	einen	ein	eines	der	des	den	dem	Alpha-Izams	Alpha-Izams	Alpha-Izams	die
_3F6E39F6A28AC019	cbbdc1	Wachsamer Izam	Wachsame Izam	Wachsamen Izam	Wachsamen Izam	einen	ein	eines	der	des	den	dem	Wachsame Izams	Wachsamen Izams	Wachsamen Izams	die
_F2B14518AB98F731	cbbdc2	Hungriger Izam	Hungriger Izam	Hungrige Izam	Hungrigen Izam	einen	ein	eines	der	des	den	dem	Hungrige Izams	Hungrigen Izams	Hungrigen Izams	die
_C5555E25FF5E74F6	cbbdc3	Nahrungssuchender Izam	Nahrungssuchender Izam	Nahrungssuchende Izam	Nahrungssuchenden Izam	einen	ein	eines	der	des	den	dem	Nahrungssuchende Izams	Nahrungssuchenden Izams	Nahrungssuchenden Izams	die
_899F85EFEEB0FA01	cbbdc4	Begehrlicher Izam	Begehrlicher Izam	Begehrliche Izam	Begehrlichen Izam	einen	ein	eines	der	des	den	dem	Begehrliche Izams	Begehrlichen Izams	Begehrlichen Izams	die
_05DF0DE774B2EE19	cbbde1	Hinterhältigerr Izam	Hinterhältiger Izam	Hinterhältigern Izam	Hinterhältigern Izam	einen	ein	eines	der	des	den	dem	Hinterhältige Izams	Hinterhältigen Izams	Hinterhältigen Izams	die
_436F2D0123998021	cbbde2	Unbeständiger Izam	Unbeständige Izam	Unbeständigen Izam	Unbeständigen Izam	einen	ein	eines	der	des	den	dem	Unbeständige Izams	Unbeständigen Izams	Unbeständigen Izams	die
_2871A9610F2AEC63	cbbde3	Angsteinflößender Izam	Angsteinflößende Izam	Angsteinflößenden Izam	Angsteinflößenden Izam	einen	ein	eines	der	des	den	dem	Angsteinflößende Izams	Angsteinflößenden Izams	Angsteinflößenden Izams	die
_C40D9149330FD0F9	cbbde4	Habgieriger Izam	Habgierige Izam	Habgierigen Izam	Habgierigen Izam	einen	ein	eines	der	des	den	dem	Habgierige Izams	Habgierigen Izams	Habgierigen Izams	die
_A618A87B2157EF97	cbbde5	Dylion	Dylion	Dylion	Dylion					des			Dylions	Dylions	Dylions	die
_C79CC926342DB4F3	cbbja1	Unerfahrener Izam	Unerfahrener Izam	Unerfahrene Izam	Unerfahrenen Izam	einen	ein	eines	der	des	den	dem	Unerfahrene Izams	Unerfahrenen Izams	Unerfahrenen Izams	die
_B1704129E8D7072F	cbbja2	Niedlicher Izam	Niedlicher Izam	Niedliche Izam	Niedlichen Izam	einen	ein	eines	der	des	den	dem	Niedliche Izams	Niedlichen Izams	Niedlichen Izams	die
_6E0F6125A787F72F	cbbja3	Sanftmütiger Izam	Sanftmütiger Izam	Sanftmütige Izam	Sanftmütigen Izam	einen	ein	eines	der	des	den	dem	Sanftmütige Izams	Sanftmütigen Izams	Sanftmütigen Izams	die
_0A9F85E7F292FAFF	cbbja4	Hochfliegender Izam	Hochfliegender Izam	Hochfliegende Izam	Hochfliegenden Izam	einen	ein	eines	der	des	den	dem	Hochfliegende Izams	Hochfliegenden Izams	Hochfliegenden Izams	die
_2E8F111C2A27EF30	cbbjb1	Vollgefressener Izam	Vollgefressener Izam	Vollgefressene Izam	Vollgefressenen Izam	einen	ein	eines	der	des	den	dem	Vollgefressene Izams	Vollgefressenen Izams	Vollgefressenen Izams	die
