*HASH_VALUE	skill ID	name	named	ia	da	p	pd	pia	pda	description
_601FBCF9F83DCB49	SCJE	Ohrringherstellung	Ohrringherstellung	eine	die	Ohrringherstellungen	Ohrringherstellungen	\d	die	Ohrring-Herstellung
_8B9BF406615BCBA0	SCJP	Anhängerherstellung	Anhängerherstellung	eine	die	Anhängerherstellungen	Anhängerherstellungen	\d	die	Anhänger-Herstellung
_58C1D9845E363A44	SCJR	Ringherstellung	Ringherstellung	eine	die	Ringherstellungen	Ringherstellungen	\d	die	Ring-Herstellung
_DA2E7E3FCA164940	SCM1	Herstellung einhändiger Nahkampfwaffen	Herstellung einhändiger Nahkampfwaffen	eine	die	Herstellungen einhändiger Nahkampfwaffen	Herstellungen einhändiger Nahkampfwaffen	\d	die	Einhand-Nahkampfwaffen Herstellung
_1ACEA244CA56914A	SCM2	Herstellung zweihändiger Nahkampfwaffen	Herstellung zweihändiger Nahkampfwaffen	eine	die	Herstellungen zweihändiger Nahkampfwaffen	Herstellungen zweihändiger Nahkampfwaffen	\d	die	Zweihand-Nahkampfwaffen Herstellung
_1BBF8E374C36513C	SCR1	Herstellung einhändiger Fernkampfwaffen	Herstellung einhändiger Fernkampfwaffen	eine	die	Herstellungen einhändiger Fernkampfwaffen	Herstellungen einhändiger Fernkampfwaffen	\d	die	Einhand-Fernkampfwaffen Herstellung
_5B5FB23C4C769946	SCR2	Herstellung zweihändiger Fernkampfwaffen	Herstellung zweihändiger Fernkampfwaffen	eine	die	Herstellungen zweihändiger Fernkampfwaffen	Herstellungen zweihändiger Fernkampfwaffen	\d	die	Zweihand-Fernkampfwaffen-Herstellung
_C96D90091C99697C	SCAHB	Herstellung schwerer Stiefel	Herstellung schwerer Stiefel	eine	die	Herstellungen schwerer Stiefel	Herstellungen schwerer Stiefel	\d	die	Schwere Stiefel-Herstellung
_697ECD0831C40D56	SCAHG	Herstellung schwerer Handschuhe	Herstellung schwerer Handschuhe	eine	die	Herstellungen schwerer Handschuhe	Herstellungen schwerer Handschuhe	\d	die	Schwere Handschuhe-Herstellung
_AA7ED509ADD3C952	SCAHH	Herstellung schwerer Helme	Herstellung schwerer Helme	eine	die	Herstellungen schwerer Helme	Herstellungen schwerer Helme	\d	die	Schwere Helm-Herstellung
_4E4E90091C99616D	SCAHP	Herstellung schwerer Hosen	Herstellung schwerer Hosen	eine	die	Herstellungen schwerer Hosen	Herstellungen schwerer Hosen	\d	die	Schwere Hosen-Herstellung
_33A56AD5E544A4A6	SCAHS	Herstellung schwerer Armschützer	Herstellung schwerer Armschützer	eine	die	Herstellungen schwerer Armschützer	Herstellungen schwerer Armschützer	\d	die	Schwere Armschützer-Herstellung
_20CE8C7C23CF983B	SCAHV	Herstellung schwerer Westen	Herstellung schwerer Westen	eine	die	Herstellungen schwerer Westen	Herstellungen schwerer Westen	\d	die	Schwere Westen-Herstellung
_CA6D68E89B799980	SCALB	Herstellung leichter Stiefel	Herstellung leichter Stiefel	eine	die	Herstellungen leichter Stiefel	Herstellungen leichter Stiefel	\d	die	Leichte Stiefel-Herstellung
_6ADE4906B4841D56	SCALG	Herstellung leichter Handschuhe	Herstellung leichter Handschuhe	eine	die	Herstellungen leichter Handschuhe	Herstellungen leichter Handschuhe	\d	die	Leichte Handschuhe-Herstellung
_4F4E68E89B799171	SCALP	Herstellung leichter Hosen	Herstellung leichter Hosen	eine	die	Herstellungen leichter Hosen	Herstellungen leichter Hosen	\d	die	Leichte Hosen-Herstellung
_70247ECF6784B4A1	SCALS	Herstellung leichter Armschützer	Herstellung leichter Armschützer	eine	die	Herstellungen leichter Armschützer	Herstellungen leichter Armschützer	\d	die	Leichte Armschützer-Herstellung
_220E7869211F8045	SCALV	Herstellung leichter Westen	Herstellung leichter Westen	eine	die	Herstellungen leichter Westen	Herstellungen leichter Westen	\d	die	Leichte Westen-Herstellung
_87D2551F32F3D1D9	SCAMB	Herstellung mittelschwerer Stiefel	Herstellung mittelschwerer Stiefel	eine	die	Herstellungen mittelschwerer Stiefel	Herstellungen mittelschwerer Stiefel	\d	die	Mittelschwere Stiefel-Herstellung
_64D88EDE5F5F3CBE	SCAMG	Herstellung mittelschwerer Handschuhe	Herstellung mittelschwerer Handschuhe	eine	die	Herstellungen mittelschwerer Handschuhe	Herstellungen mittelschwerer Handschuhe	\d	die	Mittelschwere Handschuhe-Herstellung
_87D2551FB22309F5	SCAMP	Herstellung mittelschwerer Hosen	Herstellung mittelschwerer Hosen	eine	die	Herstellungen mittelschwerer Hosen	Herstellungen mittelschwerer Hosen	\d	die	Mittelschwere Hosen-Herstellung
_5ACABAE0F7050ABC	SCAMS	Herstellung mittelschwerer Armschützer	Herstellung mittelschwerer Armschützer	eine	die	Herstellungen mittelschwerer Armschützer	Herstellungen mittelschwerer Armschützer	\d	die	Mittelschwere Armschützer-Herstellung
_B4F3A5EBDDB93D59	SCAMV	Herstellung mittelschwerer Westen	Herstellung mittelschwerer Westen	eine	die	Herstellungen mittelschwerer Westen	Herstellungen mittelschwerer Westen	\d	die	Mittelschwere Westen-Herstellung
_4FD0C50DE565E120	SCASS	Herstellung großer Schilde	Herstellung großer Schilde	eine	die	Herstellungen großer Schilde	Herstellungen großer Schilde	\d	die	Große Schilde-Herstellung
_7511B0F0F4FDBB1F	SCASB	Beschützerherstellung	Beschützerherstellung	eine	die	Beschützerherstellungen	Beschützerherstellungen	\d	die	Beschützer-Herstellung
_9179C666C8DB74C1	SCJAA	Fortgeschrittener in Fußringherstellung	Fortgeschrittener in Fußringherstellung	eine	die	Fortgeschrittene in Fußringherstellung	Fortgeschrittenen in Fußringherstellung	\d	die	Verbesserte Fußring-Herstellung
_4F6173BE58DD91EA	SCJBA	Fortgeschrittener in Armbandherstellung	Fortgeschrittener in Armbandherstellung	eine	die	Fortgeschrittene in Armbandherstellung	Fortgeschrittenen in Armbandherstellung	\d	die	Verbesserte Armband-Herstellung
_8F79864B46BB4CBC	SCJDA	Fortgeschrittener in Diademherstellung	Fortgeschrittener in Diademherstellung	eine	die	Fortgeschrittene in Diademherstellung	Fortgeschrittenen in Diademherstellung	\d	die	Verbesserte Diadem-Herstellung
_A802E327352F5D1A	SCJEA	Fortgeschrittener in Ohrringsherstellung	Fortgeschrittener in Ohrringsherstellung	eine	die	Fortgeschrittene in Ohrringsherstellung	Fortgeschrittenen in Ohrringsherstellung	\d	die	Verbesserte Ohrring-Herstellung
_E812BB26B3706D2A	SCJPA	Fortgeschrittener in Anhängerherstellung	Fortgeschrittener in Anhängerherstellung	eine	die	Fortgeschrittene in Anhängerherstellung	Fortgeschrittenen in Anhängerherstellung	\d	die	Verbesserte Anhänger-Herstellung
_7667998865D69400	SCJRA	Fortgeschrittener in Ringherstellung	Fortgeschrittener in Ringherstellung	eine	die	Fortgeschrittene in Ringherstellung	Fortgeschrittenen in Ringherstellung	\d	die	Verbesserte Ring-Herstellung
_C20EC6BE1CD10262	SCM1M	Streitkolben-Herstellung	Streitkolben-Herstellung	eine	die	Streitkolben-Herstellungen	Streitkolben-Herstellungen	\d	die	Streitkolben-Herstellung
_9BA51FB096E46E95	SCM1T	Stabherstellung	Stabherstellung	eine	die	Stabherstellungen	Stabherstellungen	\d	die	Stab-Herstellung
_5D954FA797A46E9D	SCM1P	Lanzenherstellung	Lanzenherstellung	eine	die	Lanzenherstellungen	Lanzenherstellungen	\d	die	Lanzen-/Speer-Herstellung
_CF83C9346095DA3B	SCM1A	Axtherstellung	Axtherstellung	eine	die	Axtherstellungen	Axtherstellungen	\d	die	Axt-Herstellung
_1E465BBF19146E92	SCM1S	Schwertherstellung	Schwertherstellung	eine	die	Schwertherstellungen	Schwertherstellungen	\d	die	Schwert-Herstellung
_D328F3D3EF169B83	SCM1D	Dolchherstellung	Dolchherstellung	eine	die	Dolchherstellungen	Dolchherstellungen	\d	die	Dolch-Herstellung
_A9427FC01B1BA614	SCM2M	Zweihand-Streitkolben-Herstellung	Zweihand-Streitkolben-Herstellung	eine	die	Zweihand-Streitkolben-Herstellung	Zweihand-Streitkolben-Herstellungen	\d	die	Zweihand Streitkolben-Herstellung
_020EC6CE22B30E65	SCM2P	Pikenherstellung	Pikenherstellung	eine	die	Pikenherstellungen	Pikenherstellungen	\d	die	Piken-Herstellung
_0E465ABD275ADD87	SCM2A	Zweihand-Axt-Herstellung	Zweihand-Axt-Herstellung	eine	die	Zweihand-Axt-Herstellungen	Zweihand-Axt-Herstellungen	\d	die	Zweihand-Axt-Herstellung
_509D1AE6B27DF93B	SCM2S	Zweihand-Schwert-Herstellung	Zweihand-Schwert-Herstellung	eine	die	Zweihand-Schwert-Herstellungen	Zweihand-Schwert-Herstellungen	\d	die	Zweihand-Schwert-Herstellung
_844F549E45B094DA	SCR1B	Bogenpistolenherstellung	Bogenpistolenherstellung	eine	die	Bogenpistolenherstellungen	Bogenpistolenherstellungen	\d	die	Bogenpistolen-Herstellung
_199A3BEC7136E7A5	SCR1P	Pistolenherstellung	Pistolenherstellung	eine	die	Pistolenherstellungen	Pistolenherstellungen	\d	die	Pistolen-Herstellung
_188BF14452C8A940	SCR2A	Automatikgewehr-Herstellung	Automatikgewehr-Herstellung	eine	die	Automatikgewehr-Herstellungen	Automatikgewehr-Herstellungen	\d	die	Automatikgewehr-Herstellung
_7F6A7C4CF7D8573B	SCR2B	Bogengewehr-Herstellung	Bogengewehr-Herstellung	eine	die	Bogengewehr-Herstellungen	Bogengewehr-Herstellungen	\d	die	Bogengewehr-Herstellung
_BBCA883F7538A349	SCR2L	Raketenwerfer-Herstellung	Raketenwerfer-Herstellung	eine	die	Raketenwerfer-Herstellungen	Raketenwerfer-Herstellungen	\d	die	Raketenwerfer-Herstellung
_1DA603AA97336A92	SCR2R	Gewehrherstellung	Gewehrherstellung	eine	die	Gewehrherstellungen	Gewehrherstelluneng	\d	die	Gewehr-Herstellung
_9C7ED03161F4F41B	SCAHBE	Experte in der Herstellung schwerer Stiefel	Experte in der Herstellung schwerer Stiefel	ein	der	Experten in der Herstellung schwerer Stiefel	Experten in der Herstellung schwerer Stiefel	\d	die	Fachmännische Schwere Stiefel-Herstellung
_52495B88B6E6EF2A	SCAHGE	Experte in der Herstellung schwerer Handschuhe	Experte in der Herstellung schwerer Handschuhe	ein	der	Experten in der Herstellung schwerer Handschuhe	Experten in der Herstellung schwerer Handschuhe	\d	die	Fachmännische Schwere Handschuh-Herstellung
_D4495F8A7494BB1E	SCAHHE	Experte in der Herstellung schwerer Helme	Experte in der Herstellung schwerer Helme	ein	der	Experten in der Herstellung schwerer Helme	Experten in der Herstellung schwerer Helme	\d	die	Fachmännische Schwere Helm-Herstellung
_649E083161F4EC0D	SCAHPE	Experte in der Herstellung schwerer Hosen	Experte in der Herstellung schwerer Hosen	ein	der	Experten in der Herstellung schwerer Hosen	Experten in der Herstellung schwerer Hosen	\d	die	Fachmännische Schwere Hosen-Herstellung
_87692DF1685048F1	SCAHSE	Experte in der Herstellung schwerer Armschützer	Experte in der Herstellung schwerer Armschützer	ein	der	Experten in der Herstellung schwerer Armschützer	Experten in der Herstellung schwerer Armschützer	\d	die	Fachmännische Schwere Armschützer-Herstellung
_4C83FF8E482B1F01	SCAHVE	Experte in der Herstellung schwerer Westen	Experte in der Herstellung schwerer Westen	ein	der	Experten in der Herstellung schwerer Westen	Experten in der Herstellung schwerer Westen	\d	die	Fachmännische Schwere Westen-Herstellung
_9E7EA81522932C1F	SCALBE	Experte in der Herstellung leichter Stiefel	Experte in der Herstellung leichter Stiefel	ein	der	Experten in der Herstellung leichter Stiefel	Experten in der Herstellung leichter Stiefel	\d	die	Fachmännische Leichte Stiefel-Herstellung
_53F9FB72B9A60F2A	SCALGE	Experte in der Herstellung leichter Handschuhe	Experte in der Herstellung leichter Handschuhe	ein	der	Experten in der Herstellung leichter Handschuhe	Experten in der Herstellung leichter Handschuhe	\d	die	Fachmännische Leichte Handschuh-Herstellung
_669EE01522932411	SCALPE	Experte in der Herstellung leichter Hosen	Experte in der Herstellung leichter Hosen	ein	der	Experten in der Herstellung leichter Hosen	Experten in der Herstellung leichter Hosen	\d	die	Fachmännische Leichte Hosen-Herstellung
_06A749EBEB9058F1	SCALSE	Experte in der Herstellung leichter Armschützer	Experte in der Herstellung leichter Armschützer	ein	der	Experten in der Herstellung leichter Armschützer	Experten in der Herstellung leichter Armschützer	\d	die	Fachmännische Leichte Armschützer-Herstellung
_CEC3FB7B46CB2BF7	SCALVE	Experte in der Herstellung leichter Westen	Experte in der Herstellung leichter Westen	ein	der	Experten in der Herstellung leichter Westen	Experten in der Herstellung leichter Westen	\d	die	Fachmännische Leichte Westen-Herstellung
_54B10780FE546FAA	SCAMBE	Experte in der Herstellung mittelschwerer Stiefel	Experte in der Herstellung mittelschwerer Stiefel	ein	der	Experten in der Herstellung mittelschwerer Stiefel	Experten in der Herstellung mittelschwerer Stiefel	\d	die	Fachmännische Mittelschwere Stiefel-Herstellung
_FA9B35F82F4CDE5A	SCAMGE	Experte in der Herstellung mittelschwerer Handschuhe	Experte in der Herstellung mittelschwerer Handschuhe	ein	der	Experten in der Herstellung mittelschwerer Handschuhe	Experten in der Herstellung mittelschwerer Handschuhe	\d	die	Fachmännische Mittelschwere Handschuh-Herstellung
_54B10780BE5437D4	SCAMPE	Experte in der Herstellung mittelschwerer Hosen	Experte in der Herstellung mittelschwerer Hosen	ein	der	Experten in der Herstellung mittelschwerer Hosen	Experten in der Herstellung mittelschwerer Hosen	\d	die	Fachmännische Mittelschwere Hosen-Herstellung
_B2CDB9C4123825D5	SCAMSE	Experte in der Herstellung mittelschwerer Armschützer	Experte in der Herstellung mittelschwerer Armschützer	ein	der	Experten in der Herstellung mittelschwerer Armschützer	Experten in der Herstellung mittelschwerer Armschützer	\d	die	Fachmännische Mittelschwere Armschützer-Herstellung
_8C9527646403DCFC	SCAMVE	Experte in der Herstellung mittelschwerer Westen	Experte in der Herstellung mittelschwerer Westen	ein	der	Experten in der Herstellung mittelschwerer Westen	Experten in der Herstellung mittelschwerer Westen	\d	die	Fachmännische Mittelschwere Westen-Herstellung
_75DADE911E49E29A	SCASSE	Experte in der Schildherstellung	Experte in der Schildherstellung	ein	der	Experten in der Schildherstellung	Experten in der Schildherstellung	\d	die	Fachmännische Schild-Herstellung
_2FF9F3E350EEBA56	SCASBE	Experte in der Beschützerherstellung	Experte in der Beschützerherstellung	ein	der	Experten in der Beschützerherstellung	Experten in der Beschützerherstellung	\d	die	Fachmännische Beschützer-Herstellung
_33EB92869EAABE88	SCJAAE	Experte in der Fußringherstellung	Experte in der Fußringherstellung	ein	der	Experten in der Fußringherstellung	Experten in der Fußringherstellung	\d	die	Fachmännische Fußring-Herstellung
_0AFE3E719386C9F8	SCJBAE	Experte in der Armbandherstellung	Experte in der Armbandherstellung	ein	der	Experten in der Armbandherstellung	Experten in der Armbandherstellung	\d	die	Fachmännische Armband-Herstellung
_708A8A811CE9AE80	SCJDAE	Experte in der Diademherstellung	Experte in der Diademherstellung	ein	der	Experten in der Diademherstellung	Experten in der Diademherstellung	\d	die	Fachmännische Diadem-Herstellung
_6ED8C7F390AEF648	SCJEAE	Experte in der Ohrringsherstellung	Experte in der Ohrringsherstellung	ein	der	Experten in der Ohrringsherstellung	Experten in der Ohrringsherstellung	\d	die	Fachmännische Ohrring-Herstellung
_371807E5D10DF23E	SCJPAE	Experte in der Anhängerherstellung	Experte in der Anhängerherstellung	ein	der	Experten in der Anhängerherstellung	Experten in der Anhängerherstellung	\d	die	Fachmännische Anhänger-Herstellung
_2A3E882CEE431405	SCJRAE	Experte in der Ringherstellung	Experte in der Ringherstellung	ein	der	Experten in der Ringherstellung	Experten in der Ringherstellung	\d	die	Fachmännische Ring-Herstellung
_E26E801D66F2EC11	SCM1ME	Experte in der Streitkolben-Herstellung	Experte in der Streitkolben-Herstellung	ein	der	Experten in der Streitkolben-Herstellung	Experten in der Streitkolben-Herstellung	\d	die	Fachmännische Streitkolben-Herstellung
_AB7962D09D5F4546	SCM1TE	Experte in der Stabherstellung	Experte in der Stabherstellung	ein	der	Experten in der Stabherstellung	Experten in der Stabherstellung	\d	die	Fachmännische Stab Herstellung
_B1D9B2C39E1F4542	SCM1PE	Experte in der Lanzenherstellung	Experte in der Lanzenherstellung	ein	der	Experten in der Lanzenherstellung	Experten in der Lanzenherstellung	\d	die	Fachmännische Lanzen-/Speer-Herstellung
_1944FD254D6185DB	SCM1AE	Experte in der Axtherstellung	Experte in der Axtherstellung	ein	der	Experten in der Axtherstellung	Experten in der Axtherstellung	\d	die	Fachmännische Axt Herstellung
_ABFBCAE2208F4545	SCM1SE	Experte in der Schwertherstellung	Experte in der Schwertherstellung	ein	der	Experten in der Schwertherstellung	Experten in der Schwertherstellung	\d	die	Fachmännische Schwert-Herstellung
_ECEB6A849DBAC286	SCM1DE	Experte in der Dolchherstellung	Experte in der Dolchherstellung	ein	der	Experten in der Dolchherstellung	Experten in der Dolchherstellung	\d	die	Fachmännische Dolch Herstellung
_285BCAB50A3ABC3A	SCM2ME	Experte in der Zweihand-Streitkolben-Herstellung	Experte in der Zweihand-Streitkolben-Herstellung	ein	der	Experten in der Zweihand-Streitkolben-Herstellung	Experten in der Zweihand-Streitkolben-Herstellung	\d	die	Fachmännische Zweihand-Streitkolben-Herstellung
_226E80256C230414	SCM2PE	Experte in der Pikenherstellung	Experte in der Pikenherstellung	ein	der	Experten in der Pikenherstellung	Experten in der Pikenherstellung	\d	die	Fachmännische Pike Herstellung
_935915645B8CD569	SCM2AE	Experte in der Zweihand-Axt-Herstellung	Experte in der Zweihand-Axt-Herstellung	ein	der	Experten in der Zweihand-Axt-Herstellung	Experte in der Zweihand-Axt-Herstellung	\d	die	Fachmännische Zweihand-Axt-Herstellung
_1C316126C159F7E0	SCM2SE	Experte in der Zweihand-Schwert-Herstellung	Experte in der Zweihand-Schwert-Herstellung	ein	der	Experten in der Zweihand-Schwert-Herstellung	Experten in der Zweihand-Schwert-Herstellung	\d	die	Fachmännische Zweihand-Schwert-Herstellung
_4D32DB99CD0B97C0	SCR1BE	Experte in der Bogenpistolenherstellung	Experte in der Bogenpistolenherstellung	ein	der	Experten in der Bogenpistolenherstellung	Experten in der Bogenpistolenherstellung	\d	die	Fachmännische Bogenpistole Herstellung
_331CE29DA0D902A9	SCR1PE	Experte in der Pistolenherstellung	Experte in der Pistolenherstellung	ein	der	Experten in der Pistolenherstellung	Experten in der Pistolenherstellung	\d	die	Fachmännische Pistole Herstellung
_34B1D38BC1F65F56	SCR2AE	Experte in der Automatikgewehr-Herstellung	Experte in der Automatikgewehr-Herstellung	ein	der	Experten in der Automatikgewehr-Herstellung	Experten in der Automatikgewehr-Herstellung	\d	die	Fachmännische Automatikgewehr-Herstellung
_C9BF22961B6405F1	SCR2BE	Experte in der Bogengewehr-Herstellung	Experte in der Bogengewehr-Herstellung	ein	der	Experten in der Bogengewehr-Herstellung	Experten in der Bogengewehr-Herstellung	\d	die	Fachmännische Bogengewehr Herstellung
_C29F26879C444513	SCR2LE	Experte in der Raketenwerfer-Herstellung	Experte in der Raketenwerfer-Herstellung	ein	der	Experten in der Raketenwerfer-Herstellung	Experten in der Raketenwerfer-Herstellung	\d	die	Fachmännische Raketenwerfer-Herstellung
_6B8A86C05EAE4144	SCR2RE	Experte in der Gewehrherstellung	Experte in der Gewehrherstellung	ein	der	Experten in der Gewehrherstellung	Experten in der Gewehrherstellung	\d	die	Fachmännische Gewehr Herstellung
_139FBB5D95B2BF43	SCAHBEM	Meister in der Herstellung schwerer Stiefel	Meister in der Herstellung schwerer Stiefel	ein	der	Meister in der Herstellung schwerer Stiefel	Meister in der Herstellung schwerer Stiefel	\d	die	Meisterliche Schwere Stiefel-Herstellung
_F24C383D2FC22E66	SCAHGEM	Meister in der Herstellung schwerer Handschuhe	Meister in der Herstellung schwerer Handschuhe	ein	der	Meister in der Herstellung schwerer Handschuhe	Meister in der Herstellung schwerer Handschuhe	\d	die	Meisterliche Schwere Handschuh-Herstellung
_334C403EABD1EA62	SCAHHEM	Meister in der Herstellung schwerer Helme	Meister in der Herstellung schwerer Helme	ein	der	Meister in der Herstellung schwerer Helme	Meister in der Herstellung schwerer Helme	\d	die	Meisterliche Schwere Helm-Herstellung
_57BFF35D95A28351	SCAHPEM	Meister in der Herstellung schwerer Hosen	Meister in der Herstellung schwerer Hosen	ein	der	Meister in der Herstellung schwerer Hosen	Meister in der Herstellung schwerer Hosen	\d	die	Meisterliche Schwere Hosen-Herstellung
_382355F9D6AEF7D4	SCAHSEM	Meister in der Herstellung schwerer Armschützer	Meister in der Herstellung schwerer Armschützer	ein	der	Meister in der Herstellung schwerer Armschützer	Meister in der Herstellung schwerer Armschützer	\d	die	Meisterliche Schwere Armschützer-Herstellung
_F4A9075C9437CE39	SCAHVEM	Meister in der Herstellung schwerer Westen	Meister in der Herstellung schwerer Westen	ein	der	Meister in der Herstellung schwerer Westen	Meister in der Herstellung schwerer Westen	\d	die	Meisterliche Schwere Westen-Herstellung
_154F6F55D651E747	SCALBEM	Meister in der Herstellung leichter Stiefel	Meister in der Herstellung leichter Stiefel	ein	der	Meister in der Herstellung leichter Stiefel	Meister in der Herstellung leichter Stiefel	\d	die	Meisterliche Leichte Stiefel-Herstellung
_F3ACB43BB2823E66	SCALGEM	Meister in der Herstellung leichter Handschuhe	Meister in der Herstellung leichter Handschuhe	ein	der	Meister in der Herstellung leichter Handschuhe	Meister in der Herstellung leichter Handschuhe	\d	die	Meisterliche Leichte Handschuh-Herstellung
_596FA755D641AB55	SCALPEM	Meister in der Herstellung leichter Hosen	Meister in der Herstellung leichter Hosen	ein	der	Meister in der Herstellung leichter Hosen	Meister in der Herstellung leichter Hosen	\d	die	Meisterliche Leichte Hosen-Herstellung
_B7114D07D9EEF7D4	SCALSEM	Meister in der Herstellung leichter Armschützer	Meister in der Herstellung leichter Armschützer	ein	der	Meister in der Herstellung leichter Armschützer	Meister in der Herstellung leichter Armschützer	\d	die	Meisterliche Leichte Armschützer-Herstellung
_7699DF5D12D7CA2F	SCALVEM	Meister in der Herstellung leichter Westen	Meister in der Herstellung leichter Westen	ein	der	Meister in der Herstellung leichter Westen	Meister in der Herstellung leichter Westen	\d	die	Meisterliche Leichte Westen-Herstellung
_10A0C05430F1F2E9	SCAMBEM	Meister in der Herstellung mittelschwerer Stiefel	Meister in der Herstellung mittelschwerer Stiefel	ein	der	Meister in der Herstellung mittelschwerer Stiefel	Meister in der Herstellung mittelschwerer Stiefel	\d	die	Meisterliche Mittelschwere Stiefel-Herstellung
_CA4139105ECAC92F	SCAMGEM	Meister in der Herstellung mittelschwerer Handschuhe	Meister in der Herstellung mittelschwerer Handschuhe	ein	der	Meister in der Herstellung mittelschwerer Handschuhe	Meister in der Herstellung mittelschwerer Handschuhe	\d	die	Meisterliche Mittelschwere Handschuh-Herstellung
_10A0C054B0212A05	SCAMPEM	Meister in der Herstellung mittelschwerer Hosen	Meister in der Herstellung mittelschwerer Hosen	ein	der	Meister in der Herstellung mittelschwerer Hosen	Meister in der Herstellung mittelschwerer Hosen	\d	die	Meisterliche Mittelschwere Hosen-Herstellung
_D14C5191C5C624E9	SCAMSEM	Meister in der Herstellung mittelschwerer Armschützer	Meister in der Herstellung mittelschwerer Armschützer	ein	der	Meister in der Herstellung mittelschwerer Armschützer	Meister in der Herstellung mittelschwerer Armschützer	\d	die	Meisterliche Mittelschwere Armschützer-Herstellung
_DEA2EEA15581571B	SCAMVEM	Meister in der Herstellung mittelschwerer Westen	Meister in der Herstellung mittelschwerer Westen	ein	der	Meister in der Herstellung mittelschwerer Westen	Meister in der Herstellung mittelschwerer Westen	\d	die	Meisterliche Mittelschwere Westen-Herstellung
_7E39467851982DE1	SCASSEM	Meister in der Schildherstellung	Meister in der Schildherstellung	ein	der	Meister in der Schildherstellung	Meister in der Schildherstellung	\d	die	Meisterliche Schild-Herstellung
_21BAE7BA91D79C0C	SCASBEM	Meister in der Beschützerherstellung	Meister in der Beschützerherstellung	ein	der	Meister in der Beschützerherstellung	Meister in der Beschützerherstellung	\d	die	Meisterliche Beschützer-Herstellung
_40D93268D27851CF	SCJAAEM	Meister in der Fußringherstellung	Meister in der Fußringherstellung	ein	der	Meister in der Fußringherstellung	Meister in der Fußringherstellung	\d	die	Meisterliche Fußring-Herstellung
_4CFC9672F4A2B91F	SCJBAEM	Meister in der Armbandherstellung	Meister in der Armbandherstellung	ein	der	Meister in der Armbandherstellung	Meister in der Armbandherstellung	\d	die	Meisterliche Armband-Herstellung
_BBE90A61913735C7	SCJDAEM	Meister in der Diademherstellung	Meister in der Diademherstellung	ein	der	Meister in der Diademherstellung	Meister in der Diademherstellung	\d	die	Meisterliche Diadem-Herstellung
_65D9E3D20808CCF3	SCJEAEM	Meister in der Ohrringsherstellung	Meister in der Ohrringsherstellung	ein	der	Meister in der Ohrringsherstellung	Meister in der Ohrringsherstellung	\d	die	Meisterliche Ohrring-Herstellung
_EA990BCE4BD89CF6	SCJPAEM	Meister in der Anhängerherstellung	Meister in der Anhängerherstellung	ein	der	Meister in der Anhängerherstellung	Meister in der Anhängerherstellung	\d	die	Meisterliche Anhänger-Herstellung
_93AC410BE1F13766	SCJRAEM	Meister in der Ringherstellung	Meister in der Ringherstellung	ein	der	Meister in der Ringherstellung	Meister in der Ringherstellung	\d	die	Meisterliche Ring-Herstellung
_4BDC31F31ACF2372	SCM1MEM	Meister in der Streitkolben-Herstellung	Meister in der Streitkolben-Herstellung	ein	der	Meister in der Streitkolben-Herstellung	Meister in der Streitkolben-Herstellung	\d	die	Meisterliche Streitkolben-Herstellung
_28CDCED7137DAC42	SCM1TEM	Meister in der Stabherstellung	Meister in der Stabherstellung	ein	der	Meister in der Stabherstellung	Meister in der Stabherstellung	\d	die	Meisterliche Stab-Herstellung
_2EEEDAD3127DAC3E	SCM1PEM	Meister in der Lanzenherstellung	Meister in der Lanzenherstellung	ein	der	Meister in der Lanzenherstellung	Meister in der Lanzenherstellung	\d	die	Meisterliche Lanzen-/Speer-Herstellung
_18D0F45804CF6C30	SCM1AEM	Meister in der Axtherstellung	Meister in der Axtherstellung	ein	der	Meister in der Axtherstellung	Meister in der Axtherstellung	\d	die	Meisterliche Axt-Herstellung
_282F6EEBD37DAC41	SCM1SEM	Meister in der Schwertherstellung	Meister in der Schwertherstellung	ein	der	Meister in der Schwertherstellung	Meister in der Schwertherstellung	\d	die	Meisterliche Schwert-Herstellung
_78F9F6678F8849CD	SCM1DEM	Meister in der Dolchherstellung	Meister in der Dolchherstellung	ein	der	Meister in der Dolchherstellung	Meister in der Dolchherstellung	\d	die	Meisterliche Dolch-Herstellung
_99FC85A9D93452ED	SCM2MEM	Meister in der Zweihand-Streitkolben-Herstellung	Meister in der Zweihand-Streitkolben-Herstellung	ein	der	Meister in der Zweihand-Streitkolben-Herstellung	Meister in der Zweihand-Streitkolben-Herstellung	\d	die	Meisterliche Zweihand-Streitkolben-Herstellung
_8BDC310320B12F75	SCM2PEM	Meister in der Pikenherstellung	Meister in der Pikenherstellung	ein	der	Meister in der Pikenherstellung	Meister in der Pikenherstellung	\d	die	Meisterliche Piken-Herstellung
_99D9D068E10A18BA	SCM2AEM	Meister in der Zweihand-Axt-Herstellung	Meister in der Zweihand-Axt-Herstellung	ein	der	Meister in der Zweihand-Axt-Herstellung	Meister in der Zweihand-Axt-Herstellung	\d	die	Meisterliche Zweihand-Axt-Herstellung
_98904438F1565B2E	SCM2SEM	Meister in der Zweihand-Schwert-Herstellung	Meister in der Zweihand-Schwert-Herstellung	ein	der	Meister in der Zweihand-Schwert-Herstellung	Meister in der Zweihand-Schwert-Herstellung	\d	die	Meisterliche Zweihand-Schwert-Herstellung
