*HASH_VALUE	sbrick ID	name	named	* noms français	ia	da	p	pd	pia	pda	description	description2	
_B818310CE0434577	BFCD08	Angriff nach Abwehren 8  	Angriff nach Abwehren 8  		ein	der	Angriffe nach Abwehren 8  	Angriffe nach Abwehren 8  		die	Der Angriff kann nur nach erfolgreichem Abwehren ausgeführt werden, bringt dafür Ausgleich im Wert von 150  	Angriff nur nach Abwehren zum Ausgleich	
_B858350CE0434977	BFCD09	Angriff nach Abwehren 9  	Angriff nach Abwehren 9  		ein	der	Angriffe nach Abwehren 9  	Angriffe nach Abwehren 9  		die	Der Angriff kann nur nach erfolgreichem Abwehren ausgeführt werden, bringt dafür Ausgleich im Wert von 180  	Angriff nur nach Abwehren zum Ausgleich	
_63EBD1DAA0CE0F10	BFCD10	Angriff nach Abwehren 10  	Angriff nach Abwehren 10  		ein	der	Angriffe nach Abwehren 10  	Angriffe nach Abwehren 10  		die	Der Angriff kann nur nach erfolgreichem Abwehren ausgeführt werden, bringt dafür Ausgleich im Wert von 215  	Angriff nur nach Abwehren zum Ausgleich	
_E4EBD1DAA0CE130B	BFCD11	Angriff nach Abwehren 11  	Angriff nach Abwehren 11  		ein	der	Angriffe nach Abwehren 11  	Angriffe nach Abwehren 11  		die	Der Angriff kann nur nach erfolgreichem Abwehren ausgeführt werden, bringt dafür Ausgleich im Wert von 250  	Angriff nur nach Abwehren zum Ausgleich	
_C1FA2A351E9A5362	BFCE01	Angriff nach kritischem Treffer 1 	Angriff nach kritischem Treffer 1 		ein	der	Angriffe nach kritischem Treffer 1 	Angriffe nach kritischem Treffer 1 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 10  	Angriff nur nach kritischem Treffer zum Ausgleich	
_C10A2E351E9A5763	BFCE02	Angriff nach kritischem Treffer 2 	Angriff nach kritischem Treffer 2 		ein	der	Angriffe nach kritischem Treffer 2 	Angriffe nach kritischem Treffer 2 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 20  	Angriff nur nach kritischem Treffer zum Ausgleich	
_C11A32351E9A6F64	BFCE03	Angriff nach kritischem Treffer 3 	Angriff nach kritischem Treffer 3 		ein	der	Angriffe nach kritischem Treffer 3 	Angriffe nach kritischem Treffer 3 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 35  	Angriff nur nach kritischem Treffer zum Ausgleich	
_C12A36351E9A5F66	BFCE04	Angriff nach kritischem Treffer 4 	Angriff nach kritischem Treffer 4 		ein	der	Angriffe nach kritischem Treffer 4 	Angriffe nach kritischem Treffer 4 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 50  	Angriff nur nach kritischem Treffer zum Ausgleich	
_C13A3A351E9A7768	BFCE05	Angriff nach kritischem Treffer 5 	Angriff nach kritischem Treffer 5 		ein	der	Angriffe nach kritischem Treffer 5 	Angriffe nach kritischem Treffer 5 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 75  	Angriff nur nach kritischem Treffer zum Ausgleich	
_8BBAE3EAB8EFAB99	BFCE06	Angriff nach kritischem Treffer 6 	Angriff nach kritischem Treffer 6 		ein	der	Angriffe nach kritischem Treffer 6 	Angriffe nach kritischem Treffer 6 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 100 	Angriff nur nach kritischem Treffer zum Ausgleich	
_CBBAE7EAB83FB799	BFCE07	Angriff nach kritischem Treffer 7 	Angriff nach kritischem Treffer 7 		ein	der	Angriffe nach kritischem Treffer 7 	Angriffe nach kritischem Treffer 7 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 125  	Angriff nur nach kritischem Treffer zum Ausgleich	
_0CBAEBEAB8EFC799	BFCE08	Angriff nach kritischem Treffer 8 	Angriff nach kritischem Treffer 8 		ein	der	Angriffe nach kritischem Treffer 8 	Angriffe nach kritischem Treffer 8 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 150  	Angriff nur nach kritischem Treffer zum Ausgleich	
_4CBAEFEAB8EFD799	BFCE09	Angriff nach kritischem Treffer 9 	Angriff nach kritischem Treffer 9 		ein	der	Angriffe nach kritischem Treffer 9 	Angriffe nach kritischem Treffer 9 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 180  	Angriff nur nach kritischem Treffer zum Ausgleich	
_EA87DDD71A0874FB	BFCE10	Angriff nach kritischem Treffer 10 	Angriff nach kritischem Treffer 10 		ein	der	Angriffe nach kritischem Treffer 10 	Angriffe nach kritischem Treffer 10 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 215  	Angriff nur nach kritischem Treffer zum Ausgleich	
_EA97DDD7D9487CFB	BFCE11	Angriff nach kritischem Treffer 11 	Angriff nach kritischem Treffer 11 		ein	der	Angriffe nach kritischem Treffer 11 	Angriffe nach kritischem Treffer 11 		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 250  	Angriff nur nach kritischem Treffer zum Ausgleich	
_583A97FB8F996BD0	BCPA01	Fyros-Nahkampfwaffen    	Fyros-Nahkampfwaffen    			die	Fyros-Nahkampfwaffen    	Fyros-Nahkampfwaffen    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Fyros-Nahkampfwaffen		
_583A97FB8FD94FDA	BCPA02	Fyros-Fernwaffen    	Fyros-Fernwaffen    			die	Fyros-Fernwaffen    	Fyros-Fernwaffen    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Fyros-Fernwaffen		
_388E8BE65D00235C	BCPA03	Fyros-Munition    	Fyros-Munition    		eine	die	Fyros-Munition    	Fyros-Munition    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Fyros-Munition		
_A64E972F5DCD5DF6	BCPA04	Fyros-Rüstung    	Fyros-Rüstung    		eine	die	Fyros-Rüstung    	Fyros-Rüstung    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Fyros-Rüstung		
_7BC2A183B0928625	BCPA05	Fyros-Schilde    	Fyros-Schilde    			der	Fyros-Schilde    	Fyros-Schilde    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Fyros-Schilde		
_A2B4A8B09128ABBD	BCPA06	Fyros-Schmuck    	Fyros-Schmuck    		ein	der	Fyros-Schmuck    	Fyros-Schmuck    		der	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Fyros-Schmuck		
_583A67FF837983D0	BCPA07	Matis-Nahkampfwaffen    	Matis-Nahkampfwaffen    			die	Matis-Nahkampfwaffen    	Matis-Nahkampfwaffen    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Matis-Nahkampfwaffen		
_583A67FF83B967DA	BCPA08	Matis-Fernwaffen    	Matis-Fernwaffen    			die	Matis-Fernwaffen    	Matis-Fernwaffen    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Matis-Fernwaffen		
_388E73E2D8EF575C	BCPA09	Matis-Munition    	Matis-Munition    		eine	die	Matis-Munition    	Matis-Munition    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Matis-Munition		
_A64E673351AD4DF7	BCPA10	Matis-Rüstung    	Matis-Rüstung    		eine	die	Matis-Rüstung    	Matis-Rüstung    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Matis-Rüstung		
_FAE2298CAA027626	BCPA11	Matis-Schilde    	Matis-Schilde   			die	Matis-Schilde    	Matis-Schilde    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Matis-Schilde		
_A254989A4D989BBE	BCPA12	Matis-Schmuck    	Matis-Schmuck    		ein	der	Matis-Schmuck    	Matis-Schmuck    		der	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Matis-Schmuck		
_90EBE68D888530C2	BCPA13	Tryker-Nahkampfwaffen    	Tryker-Nahkampfwaffen    			die	Tryker-Nahkampfwaffen    	Tryker-Nahkampfwaffen    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Tryker-Nahkampfwaffen		
_90EBEE91079648C2	BCPA14	Tryker-Fernwaffen    	Tryker-Fernwaffen    			die	Tryker-Fernwaffen    	Tryker-Fernwaffen    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Tryker-Fernwaffen		
_CE8C7737D98F5995	BCPA15	Tryker-Munition    	Tryker-Munition    		eine	die	Tryker-Munition    	Tryker-Munition    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Tryker-Munition		
_B383BCBB1479F2E6	BCPA16	Tryker-Rüstung    	Tryker-Rüstung    		eine	die	Tryker-Rüstung    	Tryker-Rüstung    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Tryker-Rüstung		
_07973111867943EB	BCPA17	Tryker-Schilde    	Tryker-Schilde    			die	Tryker-Schilde    	Tryker-Schilde    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Tryker-Schilde		
_10E1DD8DF2FE63E5	BCPA18	Tryker-Schmuck    	Tryker-Schmuck    		ein	der	Tryker-Schmuck    	Tryker-Schmuck    		der	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Tryker-Schmuck		
_58C827FB891B8BD1	BCPA19	Zoraï-Nahkampfwaffen    	Zoraï-Nahkampfwaffen    			die	Zoraï-Nahkampfwaffen    	Zoraï-Nahkampfwaffen    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Zoraï-Nahkampfwaffen		
_58C827FB895B47DC	BCPA20	Zoraï-Fernwaffen    	Zoraï-Fernwaffen    			die	Zoraï-Fernwaffen    	Zoraï-Fernwaffen    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Zoraï-Fernwaffen		
_385545D8DAA06B5E	BCPA21	Zoraï-Munition    	Zoraï-Munition    		eine	die	Zoraï-Munition    	Zoraï-Munition    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Zoraï-Munition		
_A6DC272F574F55F8	BCPA22	Zoraï-Rüstung    	Zoraï-Rüstung    		eine	die	Zoraï-Rüstung    	Zoraï-Rüstung    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Zoraï-Rüstung		
_F88941972DD37EA3	BCPA23	Zoraï-Schilde    	Zoraï-Schilde    			die	Zoraï-Schilde    	Zoraï-Schilde    		die	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Zoraï-Schilde		
_C19B70A61369A3BF	BCPA24	Zoraï-Schmuck    	Zoraï-Schmuck    		ein	der	Zoraï-Schmuck    	Zoraï-Schmuck    		der	Basis-Handwerksplan-Stanza (Teil einer Aktion) für Zoraï-Schmuck		
_F2BD00EFAB47BB2A	BIF01	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_F2BD00EFAB47BB2B	BIF02	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_F2BD00EFAB47BB2C	BIF03	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_F2BD00EFAB47BB2D	BIF04	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_F2BD00EFAB47BB2E	BIF05	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_F2BD00EFAB47BB2F	BIF06	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_4414D1D754F87749	BIF07	%comp mit Einhand Streitkolben  	%comp mit Einhand Streitkolben  				%comp mit Einhand Streitkolben  	%comp mit Einhand Streitkolben  		die			
_F2BD00EFAB47BB31	BIF08	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_1310C067D555CE38	BIF09	%comp mit Stab   	%comp mit Stab   				%comp mit Stab   	%comp mit Stab   		die			
_32BD00EFAB47BB29	BIF10	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_32BD00EFAB47BB2A	BIF11	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_32BD00EFAB47BB2B	BIF12	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_32BD00EFAB47BB2C	BIF13	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_1250B067D555BA40	BIF14	%comp mit Speer   	%comp mit Speer   				%comp mit Speer   	%comp mit Speer   		die			
_32BD00EFAB47BB2E	BIF15	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_32BD00EFAB47BB2F	BIF16	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_32BD00EFAB47BB30	BIF17	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_81BEC5CB19B87F61	BIF18	%comp mit Einhand Axt  	%comp mit Einhand Axt  				%comp mit Einhand Axt  	%comp mit Einhand Axt  		die			
_32BD00EFAB47BB32	BIF19	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_9E4401C415C9A758	BIF20	%comp mit Einhand Schwert  	%comp mit Einhand Schwert  				%comp mit Einhand Schwert  	%comp mit Einhand Schwert  		die			
_72BD00EFAB47BB2A	BIF21	%comp mit Einhand Schwert     	%comp mit Einhand Schwert     				%comp mit Einhand Schwert     	%comp mit Einhand Schwert     		die			
_72BD00EFAB47BB2B	BIF22	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_72BD00EFAB47BB2C	BIF23	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_72BD00EFAB47BB2D	BIF24	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_72BD00EFAB47BB2E	BIF25	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_C4B4F5DC54F87748	BIF26	%comp mit Zweihand Streitkolben  	%comp mit Zweihand Streitkolben  				%comp mit Zweihand Streitkolben  	%comp mit Zweihand Streitkolben  		die			
_72BD00EFAB47BB30	BIF27	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_72BD00EFAB47BB31	BIF28	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_72BD00EFAB47BB32	BIF29	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_CE80B0411778CA2A	BIF30	%comp mit Pike   	%comp mit Pike   				%comp mit Pike   	%comp mit Pike   		die			
_B2BD00EFAB47BB2A	BIF31	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_B2BD00EFAB47BB2B	BIF32	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_B2BD00EFAB47BB2C	BIF33	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_015EE9D019B87F5D	BIF34	%comp mit Zweihand Axt  	%comp mit Zweihand Axt  				%comp mit Zweihand Axt  	%comp mit Zweihand Axt  		die			
_B2BD00EFAB47BB2E	BIF35	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_B2BD00EFAB47BB2F	BIF36	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_B2BD00EFAB47BB30	BIF37	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_DEE425C915C9A760	BIF38	%comp mit Zweihand Schwert  	%comp mit Zweihand Schwert  				%comp mit Zweihand Schwert  	%comp mit Zweihand Schwert  		die			
_B2BD00EFAB47BB32	BIF39	%comp mit Zweihand Schwert    	%comp mit Zweihand Schwert    				%comp mit Zweihand Schwert    	%comp mit Zweihand Schwert    		die			
_F3BD00EFAB47BB29	BIF40	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_F3BD00EFAB47BB2A	BIF41	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_F3BD00EFAB47BB2B	BIF42	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_F3BD00EFAB47BB2C	BIF43	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_1500005B4915FE48	BIF44	%comp mit Dolch   	%comp mit Dolch   				%comp mit Dolch   	%comp mit Dolch   		die			
_F3BD00EFAB47BB2E	BIF45	%comp mit Dolch    	%comp mit Dolch    				%comp mit Dolch    	%comp mit Dolch    		die			
_F3BD00EFAB47BB2F	BIF46	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_747975A146FEE454	BIF47	%comp mit waffenlosem Kampf   	%comp mit Faustkampf   				%comp mit Faustkampf   	%comp mit Faustkampf   		die			
_F3BD00EFAB47BB31	BIF48	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_F3BD00EFAB47BB32	BIF49	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_33BD00EFAB47BB29	BIF50	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_33BD00EFAB47BB2A	BIF51	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_6024285D4F973B69	BIF52	%comp mit Bogenpistole   	%comp mit Bogenpistole   				%comp mit Bogenpistole   	%comp mit Bogenpistole   		die			
_33BD00EFAB47BB2C	BIF53	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_33BD00EFAB47BB2D	BIF54	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_33BD00EFAB47BB2E	BIF55	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_99C120674935EA54	BIF56	%comp mit Pistole   	%comp mit Pistole   				%comp mit Pistole   	%comp mit Pistole   		die			
_33BD00EFAB47BB30	BIF57	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_33BD00EFAB47BB31	BIF58	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_33BD00EFAB47BB32	BIF59	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_73BD00EFAB47BB29	BIF60	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_E1035C53D799BB67	BIF61	%comp mit Automatikgewehr   	%comp mit Automatikgewehrbeherrschung   				%comp mit Automatikgewehrbeherrschung   	%comp mit Automatikgewehrbeherrschung   		die			
_73BD00EFAB47BB2B	BIF62	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_73BD00EFAB47BB2C	BIF63	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_5F637452C9E62348	BIF64	%comp mit Bogengewehr   	%comp mit Bogengewehr   				%comp mit Bogengewehr   	%comp mit Bogengewehr   		die			
_73BD00EFAB47BB2E	BIF65	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_73BD00EFAB47BB2F	BIF66	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_73BD00EFAB47BB30	BIF67	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_5E433C5C0C762B46	BIF68	%comp mit Raketenwerfer   	%comp mit Raketenwerfer   				%comp mit Raketenwerfer   	%comp mit Raketenwerfer   		die			
_73BD00EFAB47BB32	BIF69	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_B3BD00EFAB47BB29	BIF70	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_56609466D555AE36	BIF71	%comp mit Gewehr   	%comp mit Gewehr   				%comp mit Gewehr   	%comp mit Gewehr   		die			
_B3BD00EFAB47BB2B	BIF72	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_B3BD00EFAB47BB2C	BIF73	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_B3BD00EFAB47BB2D	BIF74	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
_B3BD00EFAB47BB2E	BIF75	%comp	Einschränkung für Waffenart    				Einschränkungen für Waffenart        	Einschränkungen für Waffenart        		die			
