*HASH_VALUE	sphrase ID	name	named	* noms français	ia	da	p	pd	pia	pda	description
_BCB8F0A7A0AEA25D	ABPPC21	Konstitutions-Erhöhung 21	Konstitutions-Erhöhung 21		eine	die	Konstitutions-Erhöhungen 21	Konstitutions-Erhöhungen 21		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_BCB8F0A7A0CEA25D	ABPPC22	Konstitutions-Erhöhung 22	Konstitutions-Erhöhung 22		eine	die	Konstitutions-Erhöhungen 22	Konstitutions-Erhöhungen 22		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_BCB8F0A7A0EEA25D	ABPPC23	Konstitutions-Erhöhung 23	Konstitutions-Erhöhung 23		eine	die	Konstitutions-Erhöhungen 23	Konstitutions-Erhöhungen 23		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_BCB8F0A7A00EA25D	ABPPC24	Konstitutions-Erhöhung 24	Konstitutions-Erhöhung 24		eine	die	Konstitutions-Erhöhungen 24	Konstitutions-Erhöhungen 24		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_BCB8F0A7A02EA25D	ABPPC25	Konstitutions-Erhöhung 25	Konstitutions-Erhöhung 25		eine	die	Konstitutions-Erhöhungen 25	Konstitutions-Erhöhungen 25		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51AF0BFA	ABPPC26	Konstitutions-Erhöhung 26	Konstitutions-Erhöhung 26		eine	die	Konstitutions-Erhöhungen 26	Konstitutions-Erhöhungen 26		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51CF0BFA	ABPPC27	Konstitutions-Erhöhung 27	Konstitutions-Erhöhung 27		eine	die	Konstitutions-Erhöhungen 27	Konstitutions-Erhöhungen 27		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51EF0BFA	ABPPC28	Konstitutions-Erhöhung 28	Konstitutions-Erhöhung 28		eine	die	Konstitutions-Erhöhungen 28	Konstitutions-Erhöhungen 28		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA510F0BFA	ABPPC29	Konstitutions-Erhöhung 29	Konstitutions-Erhöhung 29		eine	die	Konstitutions-Erhöhungen 29	Konstitutions-Erhöhungen 29		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51EF13FA	ABPPC30	Konstitutions-Erhöhung 30	Konstitutions-Erhöhung 30		eine	die	Konstitutions-Erhöhungen 30	Konstitutions-Erhöhungen 30		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA510F13FA	ABPPC31	Konstitutions-Erhöhung 31	Konstitutions-Erhöhung 31		eine	die	Konstitutions-Erhöhungen 31	Konstitutions-Erhöhungen 31		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA512F13FA	ABPPC32	Konstitutions-Erhöhung 32	Konstitutions-Erhöhung 32		eine	die	Konstitutions-Erhöhungen 32	Konstitutions-Erhöhungen 32		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA514F13FA	ABPPC33	Konstitutions-Erhöhung 33	Konstitutions-Erhöhung 33		eine	die	Konstitutions-Erhöhungen 33	Konstitutions-Erhöhungen 33		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA516F13FA	ABPPC34	Konstitutions-Erhöhung 34	Konstitutions-Erhöhung 34		eine	die	Konstitutions-Erhöhungen 34	Konstitutions-Erhöhungen 34		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA518F13FA	ABPPC35	Konstitutions-Erhöhung 35	Konstitutions-Erhöhung 35		eine	die	Konstitutions-Erhöhungen 35	Konstitutions-Erhöhungen 35		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51AF13FA	ABPPC36	Konstitutions-Erhöhung 36	Konstitutions-Erhöhung 36		eine	die	Konstitutions-Erhöhungen 36	Konstitutions-Erhöhungen 36		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51CF13FA	ABPPC37	Konstitutions-Erhöhung 37	Konstitutions-Erhöhung 37		eine	die	Konstitutions-Erhöhungen 37	Konstitutions-Erhöhungen 37		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51EF13FA	ABPPC38	Konstitutions-Erhöhung 38	Konstitutions-Erhöhung 38		eine	die	Konstitutions-Erhöhungen 38	Konstitutions-Erhöhungen 38		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA510F13FA	ABPPC39	Konstitutions-Erhöhung 39	Konstitutions-Erhöhung 39		eine	die	Konstitutions-Erhöhungen 39	Konstitutions-Erhöhungen 39		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51EF1BFA	ABPPC40	Konstitutions-Erhöhung 40	Konstitutions-Erhöhung 40		eine	die	Konstitutions-Erhöhungen 40	Konstitutions-Erhöhungen 40		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA510F1BFA	ABPPC41	Konstitutions-Erhöhung 41	Konstitutions-Erhöhung 41		eine	die	Konstitutions-Erhöhungen 41	Konstitutions-Erhöhungen 41		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA512F1BFA	ABPPC42	Konstitutions-Erhöhung 42	Konstitutions-Erhöhung 42		eine	die	Konstitutions-Erhöhungen 42	Konstitutions-Erhöhungen 42		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA514F1BFA	ABPPC43	Konstitutions-Erhöhung 43	Konstitutions-Erhöhung 43		eine	die	Konstitutions-Erhöhungen 43	Konstitutions-Erhöhungen 43		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA516F1BFA	ABPPC44	Konstitutions-Erhöhung 44	Konstitutions-Erhöhung 44		eine	die	Konstitutions-Erhöhungen 44	Konstitutions-Erhöhungen 44		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA518F1BFA	ABPPC45	Konstitutions-Erhöhung 45	Konstitutions-Erhöhung 45		eine	die	Konstitutions-Erhöhungen 45	Konstitutions-Erhöhungen 45		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51AF1BFA	ABPPC46	Konstitutions-Erhöhung 46	Konstitutions-Erhöhung 46		eine	die	Konstitutions-Erhöhungen 46	Konstitutions-Erhöhungen 46		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51CF1BFA	ABPPC47	Konstitutions-Erhöhung 47	Konstitutions-Erhöhung 47		eine	die	Konstitutions-Erhöhungen 47	Konstitutions-Erhöhungen 47		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51EF1BFA	ABPPC48	Konstitutions-Erhöhung 48	Konstitutions-Erhöhung 48		eine	die	Konstitutions-Erhöhungen 48	Konstitutions-Erhöhungen 48		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA510F1BFA	ABPPC49	Konstitutions-Erhöhung 49	Konstitutions-Erhöhung 49		eine	die	Konstitutions-Erhöhungen 49	Konstitutions-Erhöhungen 49		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_FEF681FA51EF23FA	ABPPC50	Konstitutions-Erhöhung 50	Konstitutions-Erhöhung 50		eine	die	Konstitutions-Erhöhungen 50	Konstitutions-Erhöhungen 50		die	Erhöht die Konstitution und damit auch die Maximal-Lebenspunkte
_09FB58BF0EA0ADD0	ABPPM01	Metabolismus-Erhöhung 1	Metabolismus-Erhöhung 1		eine	die	Metabolismus-Erhöhungen 1	Metabolismus-Erhöhungen 1		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_49FB58BF0EB0ADD0	ABPPM02	Metabolismus-Erhöhung 2	Metabolismus-Erhöhung 2		eine	die	Metabolismus-Erhöhungen 2	Metabolismus-Erhöhungen 2		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_89FB58BF0EC0ADD0	ABPPM03	Metabolismus-Erhöhung 3	Metabolismus-Erhöhung 3		eine	die	Metabolismus-Erhöhungen 3	Metabolismus-Erhöhungen 3		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_CAFB58BF0ED0ADD0	ABPPM04	Metabolismus-Erhöhung 4	Metabolismus-Erhöhung 4		eine	die	Metabolismus-Erhöhungen 4	Metabolismus-Erhöhungen 4		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_0AFB58BF0EE0ADD0	ABPPM05	Metabolismus-Erhöhung 5	Metabolismus-Erhöhung 5		eine	die	Metabolismus-Erhöhungen 5	Metabolismus-Erhöhungen 5		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_4AFB58BF0EF0ADD0	ABPPM06	Metabolismus-Erhöhung 6	Metabolismus-Erhöhung 6		eine	die	Metabolismus-Erhöhungen 6	Metabolismus-Erhöhungen 6		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_8AFB58BF0E00ADD0	ABPPM07	Metabolismus-Erhöhung 7	Metabolismus-Erhöhung 7		eine	die	Metabolismus-Erhöhungen 7	Metabolismus-Erhöhungen 7		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_CBFB58BF0E10ADD0	ABPPM08	Metabolismus-Erhöhung 8	Metabolismus-Erhöhung 8		eine	die	Metabolismus-Erhöhungen 8	Metabolismus-Erhöhungen 8		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_0BFB58BF0E20ADD0	ABPPM09	Metabolismus-Erhöhung 9	Metabolismus-Erhöhung 9		eine	die	Metabolismus-Erhöhungen 9	Metabolismus-Erhöhungen 9		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_03F5F4A4DAEFEC28	ABPPM10	Metabolismus-Erhöhung 10	Metabolismus-Erhöhung 10		eine	die	Metabolismus-Erhöhungen 10	Metabolismus-Erhöhungen 10		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_03F5F4A4DAFFEC29	ABPPM11	Metabolismus-Erhöhung 11	Metabolismus-Erhöhung 11		eine	die	Metabolismus-Erhöhungen 11	Metabolismus-Erhöhungen 11		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_03F5F4A4DA0FEC2A	ABPPM12	Metabolismus-Erhöhung 12	Metabolismus-Erhöhung 12		eine	die	Metabolismus-Erhöhungen 12	Metabolismus-Erhöhungen 12		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_03F5F4A4DA1FEC2B	ABPPM13	Metabolismus-Erhöhung 13	Metabolismus-Erhöhung 13		eine	die	Metabolismus-Erhöhungen 13	Metabolismus-Erhöhungen 13		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_03F5F4A4DA2FEC2C	ABPPM14	Metabolismus-Erhöhung 14	Metabolismus-Erhöhung 14		eine	die	Metabolismus-Erhöhungen 14	Metabolismus-Erhöhungen 14		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_03F5F4A4DA3FEC2D	ABPPM15	Metabolismus-Erhöhung 15	Metabolismus-Erhöhung 15		eine	die	Metabolismus-Erhöhungen 15	Metabolismus-Erhöhungen 15		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_03F5F4A4DA4FEC2E	ABPPM16	Metabolismus-Erhöhung 16	Metabolismus-Erhöhung 16		eine	die	Metabolismus-Erhöhungen 16	Metabolismus-Erhöhungen 16		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_03F5F4A4DA5FEC2F	ABPPM17	Metabolismus-Erhöhung 17	Metabolismus-Erhöhung 17		eine	die	Metabolismus-Erhöhungen 17	Metabolismus-Erhöhungen 17		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_03F5F4A4DA6FEC30	ABPPM18	Metabolismus-Erhöhung 18	Metabolismus-Erhöhung 18		eine	die	Metabolismus-Erhöhungen 18	Metabolismus-Erhöhungen 18		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_03F5F4A4DA7FEC31	ABPPM19	Metabolismus-Erhöhung 19	Metabolismus-Erhöhung 19		eine	die	Metabolismus-Erhöhungen 19	Metabolismus-Erhöhungen 19		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_43F5F4A4DAEFF028	ABPPM20	Metabolismus-Erhöhung 20	Metabolismus-Erhöhung 20		eine	die	Metabolismus-Erhöhungen 20	Metabolismus-Erhöhungen 20		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_43F5F4A4DAFFF029	ABPPM21	Metabolismus-Erhöhung 21	Metabolismus-Erhöhung 21		eine	die	Metabolismus-Erhöhungen 21	Metabolismus-Erhöhungen 21		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_43F5F4A4DA0FF02A	ABPPM22	Metabolismus-Erhöhung 22	Metabolismus-Erhöhung 22		eine	die	Metabolismus-Erhöhungen 22	Metabolismus-Erhöhungen 22		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_43F5F4A4DA1FF02B	ABPPM23	Metabolismus-Erhöhung 23	Metabolismus-Erhöhung 23		eine	die	Metabolismus-Erhöhungen 23	Metabolismus-Erhöhungen 23		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_43F5F4A4DA2FF02C	ABPPM24	Metabolismus-Erhöhung 24	Metabolismus-Erhöhung 24		eine	die	Metabolismus-Erhöhungen 24	Metabolismus-Erhöhungen 24		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_43F5F4A4DA3FF02D	ABPPM25	Metabolismus-Erhöhung 25	Metabolismus-Erhöhung 25		eine	die	Metabolismus-Erhöhungen 25	Metabolismus-Erhöhungen 25		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_43F5F4A4DA4FF02E	ABPPM26	Metabolismus-Erhöhung 26	Metabolismus-Erhöhung 26		eine	die	Metabolismus-Erhöhungen 26	Metabolismus-Erhöhungen 26		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_43F5F4A4DA5FF02F	ABPPM27	Metabolismus-Erhöhung 27	Metabolismus-Erhöhung 27		eine	die	Metabolismus-Erhöhungen 27	Metabolismus-Erhöhungen 27		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_43F5F4A4DA6FF030	ABPPM28	Metabolismus-Erhöhung 28	Metabolismus-Erhöhung 28		eine	die	Metabolismus-Erhöhungen 28	Metabolismus-Erhöhungen 28		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_43F5F4A4DA7FF031	ABPPM29	Metabolismus-Erhöhung 29	Metabolismus-Erhöhung 29		eine	die	Metabolismus-Erhöhungen 29	Metabolismus-Erhöhungen 29		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_83F5F4A4DAEFF428	ABPPM30	Metabolismus-Erhöhung 30	Metabolismus-Erhöhung 30		eine	die	Metabolismus-Erhöhungen 30	Metabolismus-Erhöhungen 30		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_83F5F4A4DAFFF429	ABPPM31	Metabolismus-Erhöhung 31	Metabolismus-Erhöhung 31		eine	die	Metabolismus-Erhöhungen 31	Metabolismus-Erhöhungen 31		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_83F5F4A4DA0FF42A	ABPPM32	Metabolismus-Erhöhung 32	Metabolismus-Erhöhung 32		eine	die	Metabolismus-Erhöhungen 32	Metabolismus-Erhöhungen 32		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_83F5F4A4DA1FF42B	ABPPM33	Metabolismus-Erhöhung 33	Metabolismus-Erhöhung 33		eine	die	Metabolismus-Erhöhungen 33	Metabolismus-Erhöhungen 33		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_83F5F4A4DA2FF42C	ABPPM34	Metabolismus-Erhöhung 34	Metabolismus-Erhöhung 34		eine	die	Metabolismus-Erhöhungen 34	Metabolismus-Erhöhungen 34		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_83F5F4A4DA3FF42D	ABPPM35	Metabolismus-Erhöhung 35	Metabolismus-Erhöhung 35		eine	die	Metabolismus-Erhöhungen 35	Metabolismus-Erhöhungen 35		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_83F5F4A4DA4FF42E	ABPPM36	Metabolismus-Erhöhung 36	Metabolismus-Erhöhung 36		eine	die	Metabolismus-Erhöhungen 36	Metabolismus-Erhöhungen 36		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_83F5F4A4DA5FF42F	ABPPM37	Metabolismus-Erhöhung 37	Metabolismus-Erhöhung 37		eine	die	Metabolismus-Erhöhungen 37	Metabolismus-Erhöhungen 37		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_83F5F4A4DA6FF430	ABPPM38	Metabolismus-Erhöhung 38	Metabolismus-Erhöhung 38		eine	die	Metabolismus-Erhöhungen 38	Metabolismus-Erhöhungen 38		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_83F5F4A4DA7FF431	ABPPM39	Metabolismus-Erhöhung 39	Metabolismus-Erhöhung 39		eine	die	Metabolismus-Erhöhungen 39	Metabolismus-Erhöhungen 39		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_C4F5F4A4DAEFF828	ABPPM40	Metabolismus-Erhöhung 40	Metabolismus-Erhöhung 40		eine	die	Metabolismus-Erhöhungen 40	Metabolismus-Erhöhungen 40		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_C4F5F4A4DAFFF829	ABPPM41	Metabolismus-Erhöhung 41	Metabolismus-Erhöhung 41		eine	die	Metabolismus-Erhöhungen 41	Metabolismus-Erhöhungen 41		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_C4F5F4A4DA0FF82A	ABPPM42	Metabolismus-Erhöhung 42	Metabolismus-Erhöhung 42		eine	die	Metabolismus-Erhöhungen 42	Metabolismus-Erhöhungen 42		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_C4F5F4A4DA1FF82B	ABPPM43	Metabolismus-Erhöhung 43	Metabolismus-Erhöhung 43		eine	die	Metabolismus-Erhöhungen 43	Metabolismus-Erhöhungen 43		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_C4F5F4A4DA2FF82C	ABPPM44	Metabolismus-Erhöhung 44	Metabolismus-Erhöhung 44		eine	die	Metabolismus-Erhöhungen 44	Metabolismus-Erhöhungen 44		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_C4F5F4A4DA3FF82D	ABPPM45	Metabolismus-Erhöhung 45	Metabolismus-Erhöhung 45		eine	die	Metabolismus-Erhöhungen 45	Metabolismus-Erhöhungen 45		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_C4F5F4A4DA4FF82E	ABPPM46	Metabolismus-Erhöhung 46	Metabolismus-Erhöhung 46		eine	die	Metabolismus-Erhöhungen 46	Metabolismus-Erhöhungen 46		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_C4F5F4A4DA5FF82F	ABPPM47	Metabolismus-Erhöhung 47	Metabolismus-Erhöhung 47		eine	die	Metabolismus-Erhöhungen 47	Metabolismus-Erhöhungen 47		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_C4F5F4A4DA6FF830	ABPPM48	Metabolismus-Erhöhung 48	Metabolismus-Erhöhung 48		eine	die	Metabolismus-Erhöhungen 48	Metabolismus-Erhöhungen 48		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_C4F5F4A4DA7FF831	ABPPM49	Metabolismus-Erhöhung 49	Metabolismus-Erhöhung 49		eine	die	Metabolismus-Erhöhungen 49	Metabolismus-Erhöhungen 49		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_04F5F4A4DAEFFC28	ABPPM50	Metabolismus-Erhöhung 50	Metabolismus-Erhöhung 50		eine	die	Metabolismus-Erhöhungen 50	Metabolismus-Erhöhungen 50		die	Verbessert den Metabolismus und damit die Lebens-Regenerationsgeschwindigkeit
_D56B5224445617B4	ABPPI01	Intelligenz-Erhöhung 1	Intelligenz-Erhöhung 1		eine	die	Intelligenz-Erhöhungen 1	Intelligenz-Erhöhungen 1		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_D56B522444661BB4	ABPPI02	Intelligenz-Erhöhung 2	Intelligenz-Erhöhung 2		eine	die	Intelligenz-Erhöhungen 2	Intelligenz-Erhöhungen 2		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_D56B522444761FB4	ABPPI03	Intelligenz-Erhöhung 3	Intelligenz-Erhöhung 3		eine	die	Intelligenz-Erhöhungen 3	Intelligenz-Erhöhungen 3		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_D56B5224448623B4	ABPPI04	Intelligenz-Erhöhung 4	Intelligenz-Erhöhung 4		eine	die	Intelligenz-Erhöhungen 4	Intelligenz-Erhöhungen 4		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_D56B5224449627B4	ABPPI05	Intelligenz-Erhöhung 5	Intelligenz-Erhöhung 5		eine	die	Intelligenz-Erhöhungen 5	Intelligenz-Erhöhungen 5		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_D56B522444A62BB4	ABPPI06	Intelligenz-Erhöhung 6	Intelligenz-Erhöhung 6		eine	die	Intelligenz-Erhöhungen 6	Intelligenz-Erhöhungen 6		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_D56B522444B62FB4	ABPPI07	Intelligenz-Erhöhung 7	Intelligenz-Erhöhung 7		eine	die	Intelligenz-Erhöhungen 7	Intelligenz-Erhöhungen 7		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_D56B522444C633B4	ABPPI08	Intelligenz-Erhöhung 8	Intelligenz-Erhöhung 8		eine	die	Intelligenz-Erhöhungen 8	Intelligenz-Erhöhungen 8		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_D56B522444D637B4	ABPPI09	Intelligenz-Erhöhung 9	Intelligenz-Erhöhung 9		eine	die	Intelligenz-Erhöhungen 9	Intelligenz-Erhöhungen 9		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_6CBE7695E6342846	ABPPI10	Intelligenz-Erhöhung 10	Intelligenz-Erhöhung 10		eine	die	Intelligenz-Erhöhungen 10	Intelligenz-Erhöhungen 10		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_6CBE7695E6542846	ABPPI11	Intelligenz-Erhöhung 11	Intelligenz-Erhöhung 11		eine	die	Intelligenz-Erhöhungen 11	Intelligenz-Erhöhungen 11		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_6CBE7695E6742846	ABPPI12	Intelligenz-Erhöhung 12	Intelligenz-Erhöhung 12		eine	die	Intelligenz-Erhöhungen 12	Intelligenz-Erhöhungen 12		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_6CBE7695E6942846	ABPPI13	Intelligenz-Erhöhung 13	Intelligenz-Erhöhung 13		eine	die	Intelligenz-Erhöhungen 13	Intelligenz-Erhöhungen 13		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_6CBE7695E6B42846	ABPPI14	Intelligenz-Erhöhung 14	Intelligenz-Erhöhung 14		eine	die	Intelligenz-Erhöhungen 14	Intelligenz-Erhöhungen 14		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_6CBE7695E6D42846	ABPPI15	Intelligenz-Erhöhung 15	Intelligenz-Erhöhung 15		eine	die	Intelligenz-Erhöhungen 15	Intelligenz-Erhöhungen 15		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
_6CBE7695E6F42846	ABPPI16	Intelligenz-Erhöhung 16	Intelligenz-Erhöhung 16		eine	die	Intelligenz-Erhöhungen 16	Intelligenz-Erhöhungen 16		die	Erhöht die Intelligenz und damit den Maximal-Sap für Magie
