*HASH_VALUE	item ID	name	ia	da	p	pia	pda	descripción
_8516EA8E46230106	icrave	Capucha de Refugiados	una	la	Capuchas de Refugiados		las	Capucha de Refugiados
_8516EA8E46230906	icravg	Capucha de Refugiados	una	la	Capuchas de Refugiados		las	Capucha de Refugiados
_8516EA8E46233506	icravr	Capucha de Refugiados	una	la	Capuchas de Refugiados		las	Capucha de Refugiados
_8516EA8E46233D06	icravt	Capucha de Refugiados	una	la	Capuchas de Refugiados		las	Capucha de Refugiados
_8516EA8E46234106	icravu	Capucha de Refugiados	una	la	Capuchas de Refugiados		las	Capucha de Refugiados
_8516EA8E46234506	icravv	Capucha de Refugiados	una	la	Capuchas de Refugiados		las	Capucha de Refugiados
_8516EA8E46234906	icravw	Capucha de Refugiados	una	la	Capuchas de Refugiados		las	Capucha de Refugiados
_26DB7E1B61EAE72C	ictahb	Botas Tashok	unas	la	Botas Tashok		las	Botas Pesadas Tryker
_A29DF45A6EA5AD94	ictahg	Guantes Tashok	unos	el	Guantes Tashok		los	Guantes Pesados Tryker
_BAA5283C67539E5F	ictahh	Casco Tashok	un	el	Cascos Tashok		los	Casco Pesado Tryker
_A3BC7E1BE12A8F2B	ictahp	Pantalones Tashok	unos	el	Pantalones Tashok		los	Pantalones Pesados Tryker
_19C49C131B367A14	ictahs	Mangas Tashok	unas	la	Mangas Tashok		las	Mangas Pesadas Tryker
_9B1863B065E66670	ictahv	Chaleco Tashok	un	el	Chalecos Tashok		los	Chalecos Pesados Tryker
_A81BD616E24AF734	ictalb	Botas Tissan	unas	la	Botas Tissan		las	Botas Ligeras Tryker
_E01EE86871E5AD9B	ictalg	Guantes Tissan	unos	el	Guantes Tissan		los	Guantes Ligeros Tryker
_25FCD616628A9F33	ictalp	Pantalones Tissan	unos	el	Pantalones Tissan		los	Pantalones Ligeros Tryker
_1944F8171D368605	ictals	Mangas Tissan	unas	la	Mangas Tissan		las	Mangas Ligeras Tryker
_5D6857BB26857E78	ictalv	Chaleco Tissan	un	el	Chalecos Tissan		los	Chaleco Ligero Tryker
_5D7903F5FA68D336	ictamb	Botas Fabren	unas	la	Botas Fabren		las	Botas Medianas Tryker
_34956C5D28E41975	ictamg	Guantes Fabren	unos	el	Guantes Fabren		los	Guantes Medianos Tryker
_E17903F57AA87728	ictamp	Pantalones Fabren	unos	el	Pantalones Fabren		los	Pantalones Medianos Tryker
_5D32C400D42288FD	ictams	Mangas Fabren	unas	la	Mangas Fabren		las	Mangas Medianas Tryker
_1AB78AF620340B74	ictamv	Chaleco Fabren	un	el	Chalecos Fabren		los	Chaleco Mediano Tryker
_AD2DCBFB9F72C510	ictja	Tobillera Tryker	una	la	Tobilleras Tryker		las	Tobillera Tryker
_A30B134A6F18BBA9	ictjb	Brazalete Tryker	un	el	Brazaletes Tryker		los	Brazalete Tryker
_EBBC8FE9DAB2BD16	ictjd	Diadema Tryker	una	la	Diademas Tryker		las	Diadema Tryker
_E87E5FCB89DC12CB	ictje	Arete Tryker	un	el	Aretes Trykers		los	Aretes Tryker
_658E37CA071D22E6	ictjp	Pendientes Tryker	un	el	Pendientes Tryker		los	Pendiente Tryker
_FE71DD8046D0FA61	ictjr	Anillo Tryker	un	el	Anillos Tryker		los	Anillo Tryker
_51005F9FFF68B3BB	ictm1bm	Mazo Tumbler	un	el	Mazos Tumbler		los	Mazo de una Mano Tryker
_CB49935EEC9B8A01	ictm1bs	Baston Brok	un	el	Bastones Bruk		los	Bastones de una Mano Tryker
_169177BECDF9B3E9	ictm1pd	Daga Fyler	una	la	Dagas Fyler		las	Daga de una Mano Tryker
_5BD4502E5D949618	ictm1ps	Espada Pyker	una	la	Espadas Pyker		las	Espadas de una Mano Tryker
_24BF5FF95CA835BA	ictm1sa	Hacha Lopper	un	el	Hachas Lopper		las	Hacha Tryker de una Mano
_D02133B555C7B239	ictm1ss	Espada de Curtidor	una	la	Estadas de Curtidor		las	Espadas de una Mano Tryker
_4FEEF01ED131511F	ictm2bm	Mazo Gaffer	un	el	Mazos Gaffer		los	Mazo Largo de dos Manos Tryker
_1E42D534D6561E70	ictm2pp	Pico Jak	un	el	Picos Jak		los	Pico Largo de dos Manos Tryker
_20FB7200DC3C5B44	ictm2sa	Hacha Weld	un	el	Hachas Weld		las	Hacha Larga de dos Manos Tryker
_0B115C37283EFFDC	ictm2ss	Espada Flence	una	la	Espadas Flence		las	Espada Larga de dos Manos Tryker
_842A1AED0A16E349	ictp1bb	Munición de Fletcher Destructor	una	la	Municiones de Fletcher Destructores		los	Munición de Pistola de Arco Destructora Tryker
_833A0AEAC897EF44	ictp1bp	Munición de Fletcher Perforador	una	la	Municiones de Flechar Perforador		las	Munición de Pistola de Arco Perforadora Tryker
_442A16ED0A27E348	ictp1bs	Munición de Fletcher Cortador	una	la	Municiones de Fletcher Cortadores		las	Municiones de Pistola de Arco Cortante Tryker
_B9095D7A6028F73E	ictp1gb	Munición de Granada Destructora Tryker	una	la	Municiones de Granadas Destructoras Tryker		las	Munición de Granada Destructora Tryker
_B96941815F69EB3E	ictp1gp	Munición de Granada Perforadora Tryker	una	la	Municiones de Granadas Perforadoras Tryker		las	Munición de Granada Perforadora Tryker
_B9095D7AE029F73E	ictp1gs	Munición de Granada Cortadora Tryker	una	la	Municiones de Granadas Cortadoras Tryker		las	Munición de Granada Cortadora Tryker
_ADD6149A6F66E6A0	ictp1hb	Munición de Poon Destructor	una	la	Municiones de Poon Destructor		las	Municiones de Arpón Destructor Tryker
_4D821F442F0D4E69	ictp1hp	Munición de Poon Perforador	una	la 	Municiones de Poon Perforador		las	Munición de Arpón Perforador Tryker
_6DC6149A6F77E2A0	ictp1hs	Munición de Poon Cortador 	una	la	Municiones de Poon Cortador		las	Munición de Arpón Cortador Tryker
_71C8F56FD8A6559B	ictp1pb	Munición de Rade Destructor	una	la	Municiones de Rade Destructor		las	Munición de Pistola Destructora Tryker
_30D8E56798774197	ictp1pp	Munición de Rade Perforador	una	la	Municiones de Rade Perforador		las	Munición de Pistola Perforadora Tryker
_31C8F16FD8B7519B	ictp1ps	Munición de Rade Cortador	una	la	Municiones de Rade Cortador		las	Munición de Pistola Cortadora Tryker
_9B6ED68FEA88092A	ictp2ab	Munición de Rayler Destructor	una	la	Municiones de Rayler Destructor		las	Munición de Autolanzador Destructor Tryker
_9A9ECE97E8B9052E	ictp2ap	Munición de Rayler Perforador	una	la	Municiones de Rayler Perforador		las	Munición de Autolanzador Perforador Tryker
_5B6ED68F6A99092A	ictp2as	Munición de Rayler Cortador	una	la	Municiones de Rayler Cortador		las	Munición de Autolanzador Cortador Tryker
_2827677271F50645	ictp2bb	Munición de Flunker Destructor 	una	la	Municiones de Flunker Destructor		las	Munición de Rifle de Arco Destructor Tryker
_66975768B1D6063B	ictp2bp	Munición de Flunker Perforador	una	la	Municiones de Flunker Perforador		las	Municiones de Rifle de Arco Perforador Tryker
_28275F7171060645	ictp2bs	Munición de Flunker Cortador	una	la	Municiones de Flunker Cortadores		las	Municiones de Rifle de Arco Cortador Tryker
_4643C7981C7C6FCE	ictp2lb	Munición de Doomer Destructor	una	la	Municiones de Doomer Destructores		las	Munición de Lanzador Destructor Tryker
_4653BBA419CD6FCE	ictp2lp	Munición de Doomer Perforador	una	la	Municiones de Doomer Perforadores		las	Munición de Lanzador Perforador Tryker
_4643C7985C8D6FCE	ictp2ls	Munición de Doomer Cortador	una	la	Municiones de Doomer Cortador		las	Munición de Lanzador Cortador Tryker
_6FB90631A0D2BC9C	ictp2rb	Munición de Boomer Destructor	una	la	Municiones de Boomer Destructor		las	Munición de Rifle Destructor Tryker
_AF19FE395C43CC98	ictp2rp	Munición de Boomer Perforador	una	la	Municiones de Boomer Perforador		las	Munición de Rifle Perforador Tryker 
_6FB9063120E3BC9B	ictp2rs	Munición de Boomer Cortador 	una	la	Municiones de Boomer Cortador 		las	Munición de Rifle Cortador Tryker 
_E08A3E286950D819	ictr1b	Pistola de Arco Flechar	una	la	Pistolas de Arco Fletcher		las	Pistola de Arco de una Mano Tryker
_ED3B6458B1A62951	ictr1p	Pistola Rade	una	la	Pistolas Rade		las	Pistola de una Mano Tryker
_54309ECBC619CC0A	ictr2a	Autolanzador Rayler	un	el	Autolanzadores Raylers		los	Autolanzador de dos Manos Tryker
_E423E978EA6FE497	ictr2b	Rifle de Arco Flunker	un	el	Rifles de Arco Flunker		los	Rifle de Arco de dos Manos Tryker
_FF3028FA53D63CEF	ictr2h	Arpón Poon	un	el	Arpones Poon		los	Arpón de dos Manos Tryker
_3198D18592AB02FA	ictr2l	Lanzador Doomer	un	el	Lanzadores Doomer		los	Lanzador de dos Manos Tryker
_9BD2C0F6D1A1266A	ictr2r	Rifle Doomer	un	el	Rifles Doomers		los	Rifle de dos Manos Tryker
_EF684CF0F8ADC38B	ictsb	Defensa Stilten	un	la	Defensas Stilten		las	Defensa Tryker
_AB8D77DC946E91DD	ictss	Escudo Parper	un	el	Escudos Parper		los	Escudo Tryker
_326857AE60D3EB4E	iczahb	Botas Tan-Ko	unas	la	Botas Tan-Ko		las	Botas Pesadas Zoraï
_0DD41675AAE85A6B	iczahg	Guantes Tan-Ko	unos	el	Guantes Tan-Ko		los	Guantes Pesados Zoraï
_E28AAB31EE45C915	iczahh	Casco Tan-Ko	unos	el	Cascos Tan-Ko		los	Casco Pesado Zoraï
_F2888FAEE013934E	iczahp	Pantalones Tan-Ko	unos	el	Pantalones Tan-Ko		los	Pantalones Pesados Zoraï
_CDA2FB2B63A2813A	iczahs	Mangas Tan-Ko	unas	la	Mangas Tan-Ko		las	Mangas Pesadas Zoraï
_24DB59304CA6AEFE	iczahv	Chaleco Tan-Ko	un	el	Chalecos Tan-Ko		los	Chaleco Pesado Zoraï
_2D6857AE23300356	iczalb	Botas Nin-Ka	unas	la	Botas Nin-Ka		las	Botas Ligeras Zoraï
_8AD4026FABC76A61	iczalg	Guantes Nin-Ka	unos	el	Guantes Nin-Ka		los	Guantes Ligeros Zoraï
_ED888FAEA370AB56	iczalp	Pantalones Nin-Ka	unos	el	Pantalones Nin-Ka		los	Pantalones Ligeros Zoraï
_09C133296641493E	iczals	Mangas Nin-Ka	unas	la	Mangas Nin-Ka		las	Mangas Ligeras Zoraï
_A23B59304E755E08	iczalv	Chaleco Nin-Ka 	un	el	Chalecos Nin-Ka		los	Chaleco Ligero Zoraï
_1C8F7EE5E620B0AC	iczamb	Botas Shaï-Don	unas	la	Botas Shaï-Don		las	Botas Medianas Zoraï
_897C5DE4BF06D3EA	iczamg	Guantes Shaï-Don	unos	el	Guantes Shaï-Don		los	Guantes Medianos Zoraï
_DCAFB2D6E701E8AC	iczamp	Pantalones Shaï-Don	unos	el	Pantalones Shaï-Don		los	Pantalones Medianos Zoraï 
_84843BB31368363D	iczams	Mangas Shaï-Don	unas	la	Mangas Shaï-Don		las	Mangas Medianas Zoraï
_E473951F19239A36	iczamv	Chaleco Shaï-Don	un	el	Chalecos Shaï-Don		los	Chalecos Mediano Zoraï
_BE3B1CE8DF344275	iczja	Tobillera Zoraï 	una	la	Tobilleras Zoraï		las	Tobillera Zoraï
_CBF82DDF8D39B9A9	iczjb	Brazalete Zoraï	un	el	Brazaletes Zoraï 		los	Brazalete Zoraï
_013B1CD3DFB4CA69	iczjd	Diadema Zoraï 	una	la	Diademas Zoraï		las	Diadema Zoraï
_C02F95F49F550207	iczje	Arete Zoraï	una	la	Aretes Zoraï 		los	Aretes Zoraï
_C700A9DE19732E21	iczjp	Pendiente Zoraï	un	el	Pendientes Zoraï		los	Pendientes Zoraï 
_FB01582C9DCB7712	iczjr	Anillo Zoraï	un	el	Anillos Zoraï 		los	Anillos Zoraï
_9AB971DC5308F2B5	iczm1bm	Mazo Nanka	un	el	Mazos Nanka		los	Mazo de Una Mano Zoraï
_896193D3DFA298C3	iczm1bs	Bastón Shopan 	un	el	Bastones Shopan		los 	Bastón de Una Mano Zoraï
_61126863B018B210	iczm1pd	Daga Lam 	una	la	Dagas Lam		las	Daga de Una Mano Zoraï
_60DCC418D31563C6	iczm1ps	Espada Katoo	una	la	Espadas Katoo		las	Espada de Una Mano Zoraï
_09BA9D76E0B4FB2C	iczm1pse	Espada Eléctrica Katoo 	una	la	Espadas Eléctricas Katoo		las	Espada Eléctrica de Una Mano Zoraï
_80B46E2EC6008C1C	iczm1sa	Hacha Chok	un	el	Hachas Chok		las	Hacha de Una Mano Zoraï
_20ECEC5BDC656FC6	iczm1ss	Espada Kovan 	una	la	Espadas Kovan		las	Espadas de Una Mano Zoraï
_9AB971DC9208E6B7	iczm2bm	Mazo Kanka	un	el	Mazos Kanka		las	Mazo de Dos Manos Zoraï
_3AAFCFC7CA74FDC6	iczm2pp	Pico Pukatoo	un	el	Picos Pukatoo		los	Pico de Dos Manos Zoraï 
_B90CBE4A47E943C3	iczm2sa	Hacha Kra-Cho	un	el	Hachas Kra-Cho 		las	Hacha Larga de Dos Manos Zoraï
_23BF3B78A7C123F6	iczm2ss	Espadas Matchata	una	la	Espadas Matchata 		las	Espada Larga de Dos Manos Zoraï
_D8011791C146A9D8	iczp1bb	Munición Destructora Zin-Kan	una	la	Municiones Destructoras Zin-Kan		las	Munición de Pistola de Arco Destructora Zoraï
_167107870127A9CE	iczp1bp	Munición Perforadora Zin-Kan	una	la	Municiones Perforadoras Zin-Kan		las	Munición de Pistola de Arco Perforadora Zoraï
_D8010F90C157A9D8	iczp1bs	Munición Cortadora Zin-Kan	una	la	Municiones Cortadoras Zin-Kan		las	Munición de Pistola de Arco Cortadora Zoraï 
_B11A62921AD79787	iczp1gb	Munición de Granada Destructora Zoraï	una	la	Municiones de Granada Destructora Zoraï		las	Munición de Granada Destructora Zoraï 
_B0EA4E8CDB687788	iczp1gp	Munición de Granada Perforadora Zoraï 	una	la	Municiones de Granada Perforadora Zoraï 		las	Munición de Granada Perforadora Zoraï 
_711A62921AD89387	iczp1gs	Munición de Granada Cortadora Zoraï	una	la	Municiones de Granada Cortadora Zoraï		las	Munición de Granada Cortadora Zoraï
_16C2D461E5F4C940	iczp1pb	Munición Destructora Thai	una	la	Municiones Destructoras Tchaï		las	Munición de Pistola Destructora Zoraï 
_1782B45BA6D5993C	iczp1pp	Munición Perforadora Tchaï 	una	la	Municiones Perforadoras Tchaï 		las	Municiones de Pistola Perforadora Zoraï 
_16B2D461E5F5C540	iczp1ps	Munición Cortadora Tchaï 	una	la	Municiones Cortadora Tchaï 		las	Munición de Pistola Cortadora Zoraï 
_D2E235CEA4359D30	iczp2ab	Munición Destructora Mo-Ka	una	la	Municiones Destructora Mo-Ka 		las	Munición de Autolanzador Destructor Zoraï 
_90D231C4A516812D	iczp2ap	Munición Perforadora Mo-Ka	una	la	Municiones Perforadoras Mo-Ka		las	Munición de Autolanzador Perforador Zoraï
_D2E235CDA4369930	iczp2as	Munición Cortadora Mo-Ka	una	la	Municiones Cortadoras Mo-Ka 		las	Munición de Autolanzador Cortador Zoraï
_F165758226F0838D	iczp2bb	Munición Destructora Ma-Kam 	una	la	Municiones Destructoras Ma-Kam 		las	Munición de Rifle de Arco Destructor Zoraï
_F1C559892531778D	iczp2bp	Munición Perforadora Ma-Kam 	una	la	Municiones Perforadoras Ma-Kam 		las	Munición de Rifle de Arco Perforador Zoraï 
_F1657582A6F1838D	iczp2bs	Munición Cortadora Ma-Kam 	una	la	Municiones Cortadoras Ma-Kam 		las	Munición de Rifle de Arco Cortador Zoraï 
_28836AAA33B2296E	iczp2lb	Munición Destructora Ba-Zoon	una	la	Municiones Destructoras Ba-Zoon		las	Munición de Lanzador Destructor Zoraï
_64A37A9FB3932969	iczp2lp	Munición Perforadora Ba-Zoon	una	la	Municiones Perforadoras Ba-Zoon		las	Munición de Lanzador Perforador Zoraï
_288366A833C3296E	iczp2ls	Munición Cortadora Ba-Zoon 	una	la	Municiones Cortadoras Ba-Zoon		las	Munición de Lanzador Cortador Zoraï
_746E2A0DD4318809	iczp2rb	Munición Destructora Shoy-Ton	una	la	Municiones Destructoras Shoy-Ton		las	Municiones de Rifle Destructor Zoraï
_332E160ED3928408	iczp2rp	Munición Perforadora Shoy-Ton	una	la	Municiones Perforadoras Shoy-Ton		las	Municiones de Rifle Perforador Zoraï
_346E260D94428809	iczp2rs	Munición Cortadora Shoy-Ton 	una	la	Municiones Cortadoras Shoy-Ton		las	Munición de Rifle Cortador Zoraï 
_52E52A03D9AA1466	iczr1b	Pistola de Arco Zin-Kan	una	la	Pistolas de Arco Sin-Kan Zoraï		las	Pistola de Arco de Una Mano Zoraï
_87B2B40957F8F2D0	iczr1p	Pistola Thai 	una	la	Pistolas Zoraï		las	Pistola de una Mano Zoraï 
_CB68A1616E638253	iczr2a	Autolanzador Mo-Ka 	un	el	Autolanzadores Mo-Kas		los	Autolanzador de Dos Manos Zoraï 
_0E80C12ECF6B469F	iczr2b	Autolanzador Ma-Kam 	un	el	Autolanzadores Ma-Kams		los	Rifles de Arco de Dos Manos Zoraï 
_E593BD386C3A37BF	iczr2l	Lanzador Ba-Zoon	un	el	Lanzadores Ba-Zoons		los	Lanzador de Dos Manos Zoraï
_B81BE2CE719C6475	iczr2r	Rifle Shoy-Ton 	un	el	Rifles Shoy-Ton		los	Rifle de Dos Manos Zoraï 
_B25917DDDD81A933	iczsb	Defensa Kastu	una	la	Defensas Kastu		las	Defensa Zoraï 
_264C77D918A14803	iczss	Escudo Pakmon 	un	el	Escudos Pakmon		los	Escudo Zoraï
_671976B4E076CAEF	itammo	Munición de Herramienta de Fabricación	una	la	Herramienta de Fabricación para Munición		las	
_023DD4FDCE8CF7DB	itarmor	Herramienta de Fabricación para Armadura	una	la	Herramienta de Fabricación para Armaduras		las	
_1D263EC7D97736D1	item_sap_recharge	Recarga de Savia	una	la	Recargas de Savia		las	
_6A38EC7264F8ACB8	itforage	Ganzúa	una	la	Ganzúas		las	
_17F0C707F88F03B3	itjewel	Herramienta de Fabricación para Joya	una	la	Herramienta de Fabricación para Joyas		las	
_11B9D1B695EDD4BB	itmwea	Herramienta de Fabricación para Armas de Lucha Cuerpo a Cuerpo	una	la	Herramienta de Fabricación para Armas de Lucha Cuerpo a Cuerpo		las	
_D22AC1BB950DDCB7	itrwea	Herramienta de Fabricación para Armas de Alcance	una	la	Herramienta de Fabricación para Armas de Alcance		las	
_D1586B45D8586BC5	ka_cheveux_medium01	Cabello Mediano Kami	un	el	Cabellos Medianos Kamis		los	
_675AA919E6757399	kami_vial	Ampolla Kami	una	la	Ampollas Kamis		las	
_C352FE7488133267	large_brazier	Brazier Grande	un	el	Braziers Grandes		los	
_B9B29829DF87022E	large_kamic_sphere	Esfera Grande Kamic 	una	la	Esferas Grandes Kamic		las	
_BCBFFD1BF5304510	large_purse	Bolso Grande	un	el	Bolsos Grandes		los	
_24DD6F2D8F1CC117	light_armor_acreditation	Acreditación de Armadura Ligera	una	la	Acreditaciones de Armaduras Ligeras		las	
_0841F666BDA3F666	light_package	Paquete Ligero	un	el	Paquetes Ligeros		los	
_26A2C12E0EC478E8	list_of_merchandises	Lista de Mercancías 	una	la	Listas de Mercancías		las	
_E75D086177C679A2	ma_armor01_armpad	Mangas de Armadura Matis	unas	la	Mangas de Armaduras Matis		las	Mangas de Armadura Matis
_DC4854F45371B068	ma_armor01_bottes	Botas de Armadura Matis	unas	la	Botas de Armaduras Matis		las	Botas de Armaduras Matis
_0797B33BE6D6A39A	ma_armor01_gilet	Chaleco de Armadura Matis	un	el	Chalecos de Armadura Matis		los	Chaleco de Armadura Matis
_739189819CB8D492	ma_armor01_hand	Guantes de Armadura Matis	unos	el	Guantes de Armadura Matis		los	Guantes de Armadura Matis
_2C6668855D7C791B	ma_armor01_pantabotte	Pantalones de Armadura Matis	unos	el	Pantalones de Armadura Matis		los	Pantalones de Armadura Matis
_5C019B7F6E0A5D40	ma_cheveux_long01	Cabello Largo Matis	un	el	Cabellos Largos Matis		los	Cabello Largo Matis
_B55424B02085CDBE	ma_cheveux_medium01	Cabello Mediano Matis	un	el	Cabellos Medianos Matis		los	Cabello Mediano Matis
_B4837096D9F875D1	ma_cheveux_shave_01	Cabello Rapado Matis	un	el	Cabellos Rapados Matis		los	Cabello Rapado Matis
_B2A848A3861621A5	ma_cheveux_shave01	Cabello Rapado Matis	un	el	Cabellos Rapados Matis		los	Cabello Rapado Matis
_194FB8DA47059BC4	ma_cheveux_short01	Cabello Corto Matis	un	el	Cabellos Cortos Matis		los	Cabello Corto Matis
_CA2D4EBB8905D978	ma_cheveux01	Cabello Matis	un	el	Cabellos Matis		los	Cabello Matis
_0A2D4EBB8905D978	ma_cheveux02	Cabello Matis	un	el	Cabellos Matis		los	Cabello Matis
_4CAA9FE391919C7D	ma_civil01_armpad	Mangas Matis	unas	la	Mangas Matis		las	Mangas Matis
_E8FC3622AD531ABF	ma_civil01_bottes	Botas Matis	unas	la	Botas Matis		las	Botas Matis
_E26995B760A38AC3	ma_civil01_gilet	Chaleco Matis	unos	el	Chalecos Matis		los	Chaleco Matis
_4B783EF4EBEF7B32	ma_civil01_pantabotte	Pantalones Matis	unos	el	Pantalones Matis		los	Pantalones Matis
_E43B6FC9551616A4	ma_note	Nota para el Maestro de Lucha	una	la	Nota para los Maestros de Lucha		ls	
_8D8D8EA115C5F4F7	ma_underwear_armpad	Mangas Matis	unas	la	Mangas Matis		las	Mangas Matis
_F68060DEEED9AEFC	ma_underwear_bottes	Botas Matis	unas	la	Botas Matis		las	Botas Matis
_EDCB7BD3E6194ED3	ma_underwear_gilet	Chaleco Matis	un	el	Chalecos Matis		los	Chaleco Matis
_1BA25C4167B1A2F8	ma_underwear_hand	Guantes Matis	unos	el	Guantes Matis		los	Guantes Matis
_908E60515290730E	ma_underwear_pantabottes	Pantalones Matis	unos	el	Pantalones Matis		los	Pantalones Matis
_5BA0F2687850722C	ma_visage	Mascar Matis	una	la	Mascaras Matis		las	Mascara Matis
_21669694296E96AB	mb_mektoub_stew	Estofado de Mektoub	un	el	Estofados de Mektoub		los	
_5639CF8A20949EE2	mb_merchant_list	Lista del Comerciante	una	la	Listas del Comerciante		las	
_A7D2B32DF590E339	mb_merchant_package	Paquete del Comerciante	un	el	Paquetes del Comerciante		los	
_728BC0A3E249CB1F	mb_seal_1	Sello de Garantía de Comerciante de Avalae	un	el	Sellos de Garantía de Comerciante de Avala		los	
_70D9A3C7112713C9	mb_seal_2	Sello de Garantía de Comerciante de Natae	un	el	Sellos de Garantía de Comerciante de Natae		los	
_6553675768F76F65	medium_armors_acreditation	Acreditación de Armadura Mediana	una	la	Acreditaciones de Armaduras Medianas		las	
_0F761E7242B2AE1F	medium_barrel	Barril Mediano 	un	el	Barriles Medianos		los	
_5F8713E44FAFD635	medium_brazier	Brazier Mediano	un	el	Braziers Medianos		los	
_C68C5A9AC0ED51ED	medium_conch	Concha Mediana	una	la	Conchas Medianas		las	
_86ACB750BF7E4C4A	medium_kamic_sphere	Esfera Mediana Kamic	una	la	Esferas Medianas Kamic		las	
_D0AE36D219B68CF2	medium_living_sculpture	Escultura Viviente Mediana	una	la	Esculturas Vivientes Medianas		las	
_18C503B3D79EA639	medium_package	Paquete Mediano	un	el	Paquetes Medianos		los	
_8D8D6AA082EF71F9	medium_purse	Bolso Mediano	un	el	Bolsos Medianos		los	
_1CD5D62713DB1E25	merchant_bag	Bolsa del Comerciante	una	la	Bolsas del Comerciante		las	
_A6951A9AD49C1A17	merchant_box	Caja del Comerciante	una	la	Cajas del Comerciante		las	
_3DC1CFFCBE0C5834	merchant_supplies	Suministros del Comerciante	unos	los	Suministros del Comerciante		los	
_A789C49F25D8B4A0	message	Mensaje	un	el	Mensajes		los	
_2E1AA8946C872CB1	mirror	Espejo	un	el	Espejos		los	
_F64A5DE57DE935FE	money_for_remedy	Dinero para el Remedio 	un	el	Dinero para los Remedios		el	
_716CA702A5FBB0F7	old_man_materials	Material del Hombre Viejo	un	el	Materiales del Hombre Viejo		los	
_4473D69103517627	old_man_seeds	Semilla del Hombre Viejo	una	la 	Semillas dle Hombre Viejo		las	
