# Ryzom chat emoji table -- GENERATED, do not edit by hand.
# Regenerate with tools/emoji/gen_emoji_table.py
# Put local corrections in emoji_overrides.txt instead; it is
# loaded afterwards and wins.
# name\tcodepoints(hex)\timage-stem (client appends .tga)
+1	1f44d	emoji_u1f44d
racecar	1f3ce	emoji_u1f3ce
radio	1f4fb	emoji_u1f4fb
radio_button	1f518	emoji_u1f518
radioactive	2622	emoji_u2622
radish	1fadc	emoji_u1fadc
rage	1f621	emoji_u1f621
railway_car	1f683	emoji_u1f683
railway_track	1f6e4	emoji_u1f6e4
rainbow	1f308	emoji_u1f308
rainbow_flag	1f3f3 200d 1f308	emoji_u1f3f3_200d_1f308
rainy	1f327	emoji_u1f327
raised	1f928	emoji_u1f928
raised_hand	270b	emoji_u270b
raised_hands	1f64c	emoji_u1f64c
raising_hand	1f64b	emoji_u1f64b
ram	1f40f	emoji_u1f40f
ramen	1f35c	emoji_u1f35c
rat	1f400	emoji_u1f400
rated_for_violence	1f5e1	emoji_u1f5e1
rattle	1fa87	emoji_u1fa87
raven	1f426 200d 2b1b	emoji_u1f426_200d_2b1b
razor	1fa92	emoji_u1fa92
real	1fac0	emoji_u1fac0
realization	1f92d	emoji_u1f92d
rebirth	1f426 200d 1f525	emoji_u1f426_200d_1f525
rebound	1fa83	emoji_u1fa83
receipt	1f9fe	emoji_u1f9fe
reception	1f6ce	emoji_u1f6ce
record	23fa	emoji_u23fa
recorder	1fa88	emoji_u1fa88
recovering	2764 200d 1fa79	emoji_u2764_200d_1fa79
recreational_vehicle	1f699	emoji_u1f699
recuperating	2764 200d 1fa79	emoji_u2764_200d_1fa79
recycle	267b	emoji_u267b
red_book	1f4d5	emoji_u1f4d5
red_circle	1f534	emoji_u1f534
red_envelope	1f9e7	emoji_u1f9e7
red_faced	1f975	emoji_u1f975
red_square	1f7e5	emoji_u1f7e5
red_triangle_down	1f53b	emoji_u1f53b
red_triangle_up	1f53a	emoji_u1f53a
reef	1fab8	emoji_u1fab8
reflection	1fa9e	emoji_u1fa9e
reflector	1fa9e	emoji_u1fa9e
refreshing	1f34b 200d 1f7e9	emoji_u1f34b_200d_1f7e9
regal	1fac5	emoji_u1fac5
registered	00ae	emoji_u00ae
reincarnation	1f426 200d 1f525	emoji_u1f426_200d_1f525
reinvent	1f426 200d 1f525	emoji_u1f426_200d_1f525
relaxed	263a	emoji_u263a
relief	1f62e 200d 1f4a8	emoji_u1f62e_200d_1f4a8
relieved	1f60c	emoji_u1f60c
religion	1faaf	emoji_u1faaf
reminder_ribbon	1f397	emoji_u1f397
renewal	1f426 200d 1f525	emoji_u1f426_200d_1f525
repeat	1f501	emoji_u1f501
repeat_one	1f502	emoji_u1f502
repercussion	1fa83	emoji_u1fa83
reply	21a9	emoji_u21a9
rescue	1f6df	emoji_u1f6df
rescue_worker	26d1	emoji_u26d1
reserved	1f22f	emoji_u1f22f
resist	1f979	emoji_u1f979
respect	1fae1	emoji_u1fae1
respiration	1fac1	emoji_u1fac1
restroom	1f6bb	emoji_u1f6bb
return	1f504	emoji_u1f504
revival	1f426 200d 1f525	emoji_u1f426_200d_1f525
revive	1f426 200d 1f525	emoji_u1f426_200d_1f525
revolving_hearts	1f49e	emoji_u1f49e
rewind	23ea	emoji_u23ea
rex	1f996	emoji_u1f996
rhinoceros	1f98f	emoji_u1f98f
rhythm	1fa98	emoji_u1fa98
ribbon	1f380	emoji_u1f380
rice	1f35a	emoji_u1f35a
rice_cracker	1f358	emoji_u1f358
rickshaw	1f6fa	emoji_u1f6fa
rideshare	1f695	emoji_u1f695
right	27a1	emoji_u27a1
right_fist	1f91c	emoji_u1f91c
right_hook	21aa	emoji_u21aa
right_pointing	1f50e	emoji_u1f50e
rightwards_hand	1faf1	emoji_u1faf1
rightwards_pushing_hand	1faf8	emoji_u1faf8
ring	1f48d	emoji_u1f48d
ring_buoy	1f6df	emoji_u1f6df
ringed	1fa90	emoji_u1fa90
ringed_planet	1fa90	emoji_u1fa90
rip	1faa6	emoji_u1faa6
rise	1f426 200d 1f525	emoji_u1f426_200d_1f525
roach	1fab3	emoji_u1fab3
road	1f6e3	emoji_u1f6e3
road_trip	1f5fa	emoji_u1f5fa
robot	1f916	emoji_u1f916
rock	1faa8	emoji_u1faa8
rock_carving	1f5ff	emoji_u1f5ff
rock_on	1f918	emoji_u1f918
rocket	1f680	emoji_u1f680
rofl	1f923	emoji_u1f923
roger	1f3f4 200d 2620	emoji_u1f3f4_200d_2620
roll	1f9fb	emoji_u1f9fb
roll_of_paper	1f9fb	emoji_u1f9fb
roller_coaster	1f3a2	emoji_u1f3a2
roller_skate	1f6fc	emoji_u1f6fc
rolling_eyes	1f644	emoji_u1f644
rolling_on_the_floor_laughing	1f923	emoji_u1f923
rolodex	1f4c7	emoji_u1f4c7
rook	1f426 200d 2b1b	emoji_u1f426_200d_2b1b
rooster	1f413	emoji_u1f413
root_vegetable	1fadc	emoji_u1fadc
rope	1faa2	emoji_u1faa2
rose	1f339	emoji_u1f339
rosette	1f3f5	emoji_u1f3f5
rotating_light	1f6a8	emoji_u1f6a8
rotting	1fab0	emoji_u1fab0
roundhouse	1f6d6	emoji_u1f6d6
router	1f6dc	emoji_u1f6dc
rowboat	1f6a3	emoji_u1f6a3
rowing	1f6a3	emoji_u1f6a3
royal	1fac5	emoji_u1fac5
royalty	1fac5	emoji_u1fac5
rugby	1f3c9	emoji_u1f3c9
ruler	1f4cf	emoji_u1f4cf
rung	1fa9c	emoji_u1fa9c
runner	1f3c3	emoji_u1f3c3
running	1f3c3	emoji_u1f3c3
running_shirt	1f3bd	emoji_u1f3bd
running_shoe	1f45f	emoji_u1f45f
russia	1fa86	emoji_u1fa86
sacred	2764 200d 1f525	emoji_u2764_200d_1f525
sad	2639	emoji_u2639
safe	1f510	emoji_u1f510
safety_first	26d1	emoji_u26d1
safety_pin	1f9f7	emoji_u1f9f7
safety_vest	1f9ba	emoji_u1f9ba
sagittarius	2650	emoji_u2650
sailboat	26f5	emoji_u26f5
sake	1f376	emoji_u1f376
salad	1f957	emoji_u1f957
salsa	1f34b 200d 1f7e9	emoji_u1f34b_200d_1f7e9
salt	1f9c2	emoji_u1f9c2
salty	1f9c2	emoji_u1f9c2
salute	1fae1	emoji_u1fae1
saluting	1fae1	emoji_u1fae1
saluting_face	1fae1	emoji_u1fae1
sandal	1f461	emoji_u1f461
sandals	1fa74	emoji_u1fa74
sandwich	1f96a	emoji_u1f96a
santa	1f385	emoji_u1f385
sari	1f97b	emoji_u1f97b
satchel	1f392	emoji_u1f392
satellite	1f6f0	emoji_u1f6f0
satellite_antenna	1f4e1	emoji_u1f4e1
saturn	1fa90	emoji_u1fa90
saturnine	1fa90	emoji_u1fa90
sauce	1fad9	emoji_u1fad9
saucer	1f6f8	emoji_u1f6f8
sauropod	1f995	emoji_u1f995
save	1f6df	emoji_u1f6df
saver	1f6df	emoji_u1f6df
saw	1fa9a	emoji_u1fa9a
saxophone	1f3b7	emoji_u1f3b7
say_cheese	1f4f8	emoji_u1f4f8
scales	2696	emoji_u2696
scared	1f628	emoji_u1f628
scarf	1f9e3	emoji_u1f9e3
schmear	1f96f	emoji_u1f96f
school	1f3eb	emoji_u1f3eb
school_bus	1f68c	emoji_u1f68c
school_crossing	1f6b8	emoji_u1f6b8
science	1f52c	emoji_u1f52c
scientist	1f9d1 200d 1f52c	emoji_u1f9d1_200d_1f52c
scissors	2702	emoji_u2702
scoop	1fa8f	emoji_u1fa8f
scooter	1f6f5	emoji_u1f6f5
scorpion	1f982	emoji_u1f982
scorpius	264f	emoji_u264f
scream	1f631	emoji_u1f631
scream_cat	1f640	emoji_u1f640
screw	1f529	emoji_u1f529
screwdriver	1fa9b	emoji_u1fa9b
scroll	1f4dc	emoji_u1f4dc
sculling	1f6a3	emoji_u1f6a3
seafood	1f99e	emoji_u1f99e
seal	1f9ad	emoji_u1f9ad
sealed	1f4e9	emoji_u1f4e9
search	1f50d	emoji_u1f50d
seashell	1f41a	emoji_u1f41a
seat	1f4ba	emoji_u1f4ba
second_place	1f948	emoji_u1f948
secret	1f5dd	emoji_u1f5dd
secure	1f510	emoji_u1f510
security	1faaa	emoji_u1faaa
see	1f9e7	emoji_u1f9e7
see_no_evil	1f648	emoji_u1f648
seedling	1f331	emoji_u1f331
seeing_stars	1f4ab	emoji_u1f4ab
selfie	1f933	emoji_u1f933
selling	1fa9d	emoji_u1fa9d
semi_truck	1f69b	emoji_u1f69b
senbei	1f358	emoji_u1f358
service_dog	1f415 200d 1f9ba	emoji_u1f415_200d_1f9ba
services	1f6ce	emoji_u1f6ce
settings	2699	emoji_u2699
seven	0037 20e3	emoji_u0037_20e3
sew	1faa1	emoji_u1faa1
sewing_needle	1faa1	emoji_u1faa1
sewing_pin	1f4cd	emoji_u1f4cd
sexy	1fae6	emoji_u1fae6
shadow	1f464	emoji_u1f464
shadows	1f465	emoji_u1f465
shaking_face	1fae8	emoji_u1fae8
shampoo	1f9f4	emoji_u1f9f4
shamrock	2618	emoji_u2618
shape	1f9f2	emoji_u1f9f2
shark	1f988	emoji_u1f988
sharp	1fa92	emoji_u1fa92
shave	1fa92	emoji_u1fa92
shaved_ice	1f367	emoji_u1f367
shawarma	1f959	emoji_u1f959
sheep	1f411	emoji_u1f411
shell	1f41a	emoji_u1f41a
shelter	1f6d6	emoji_u1f6d6
shh	1f92b	emoji_u1f92b
shield	1f6e1	emoji_u1f6e1
shiitake	1f344 200d 1f7eb	emoji_u1f344_200d_1f7eb
shinto_shrine	26e9	emoji_u26e9
ship	1f6a2	emoji_u1f6a2
shiro	1f3ef	emoji_u1f3ef
shirt	1f455	emoji_u1f455
shock	1f628	emoji_u1f628
shocked	1f92f	emoji_u1f92f
shoe	1f45e	emoji_u1f45e
shoes	1fa70	emoji_u1fa70
shoo	1faf3	emoji_u1faf3
shooting_star	1f320	emoji_u1f320
shopping_bags	1f6cd	emoji_u1f6cd
shopping_cart	1f6d2	emoji_u1f6d2
shopping_trolley	1f6d2	emoji_u1f6d2
shorts	1fa73	emoji_u1fa73
shout	1f4e3	emoji_u1f4e3
shovel	1fa8f	emoji_u1fa8f
shower	1f6bf	emoji_u1f6bf
shrimp	1f990	emoji_u1f990
shrinking	1f4c9	emoji_u1f4c9
shroom	1f344 200d 1f7eb	emoji_u1f344_200d_1f7eb
shrub	1fabb	emoji_u1fabb
shrug	1f937	emoji_u1f937
shuffle	1f500	emoji_u1f500
shush	1f92b	emoji_u1f92b
shushing	1f92b	emoji_u1f92b
shushing_face	1f92b	emoji_u1f92b
sick	1f912	emoji_u1f912
sigh	1f62e 200d 1f4a8	emoji_u1f62e_200d_1f4a8
sign_of_the_horns	1f918	emoji_u1f918
signal_bars	1f4f6	emoji_u1f4f6
signal_strength	1f4f6	emoji_u1f4f6
sikh	1faaf	emoji_u1faaf
sikhism	1faaf	emoji_u1faaf
silence	1f910	emoji_u1f910
silhouette	1f464	emoji_u1f464
silhouettes	1f465	emoji_u1f465
silly	1fabf	emoji_u1fabf
silver	1f948	emoji_u1f948
singer	1f9d1 200d 1f3a4	emoji_u1f9d1_200d_1f3a4
sir	1fae1	emoji_u1fae1
siren	1f6a8	emoji_u1f6a8
sit	1fa91	emoji_u1fa91
six	0036 20e3	emoji_u0036_20e3
six_pointed	1f52f	emoji_u1f52f
skateboard	1f6f9	emoji_u1f6f9
skater	1f6f9	emoji_u1f6f9
skates	1f6fc	emoji_u1f6fc
skeptic	1f928	emoji_u1f928
skepticism	1f928	emoji_u1f928
ski	1f3bf	emoji_u1f3bf
ski_lift	1f6a1	emoji_u1f6a1
skier	26f7	emoji_u26f7
skills	1f977	emoji_u1f977
skip_back	23ee	emoji_u23ee
skip_forward	23ed	emoji_u23ed
skull	1f480	emoji_u1f480
skull_and_crossbones	2620	emoji_u2620
skunk	1f9a8	emoji_u1f9a8
sky	1fa75	emoji_u1fa75
skydive	1fa82	emoji_u1fa82
skyline	1f3d9	emoji_u1f3d9
slate	1fa76	emoji_u1fa76
sled	1f6f7	emoji_u1f6f7
sledge	1f6f7	emoji_u1f6f7
sleep	1f971	emoji_u1f971
sleeping	1f634	emoji_u1f634
sleepy	1f62a	emoji_u1f62a
sleigh	1f6f7	emoji_u1f6f7
sleuth	1f575	emoji_u1f575
slice	1f967	emoji_u1f967
slide	1f6dd	emoji_u1f6dd
sliding	1f6dd	emoji_u1f6dd
slight_frown	1f641	emoji_u1f641
slight_smile	1f642	emoji_u1f642
slip_on	1f97f	emoji_u1f97f
slipper	1f97f	emoji_u1f97f
slot_machine	1f3b0	emoji_u1f3b0
sloth	1f9a5	emoji_u1f9a5
slow	1f9a5	emoji_u1f9a5
small_airplane	1f6e9	emoji_u1f6e9
small_blue_diamond	1f539	emoji_u1f539
small_glass	1f943	emoji_u1f943
small_orange_diamond	1f538	emoji_u1f538
smart	1f9e0	emoji_u1f9e0
smartphone	1f4f1	emoji_u1f4f1
smile	1f604	emoji_u1f604
smile_cat	1f638	emoji_u1f638
smiley	1f603	emoji_u1f603
smiley_cat	1f63a	emoji_u1f63a
smiling_devil	1f608	emoji_u1f608
smiling_face	263a	emoji_u263a
smiling_face_with_hearts	1f970	emoji_u1f970
smiling_face_with_horns	1f608	emoji_u1f608
smiling_face_with_tear	1f972	emoji_u1f972
smiling_imp	1f608	emoji_u1f608
smirk	1f60f	emoji_u1f60f
smirk_cat	1f63c	emoji_u1f63c
smitten	1f498	emoji_u1f498
smoke	1f62e 200d 1f4a8	emoji_u1f62e_200d_1f4a8
smoking	1f6ac	emoji_u1f6ac
smooch	1f617	emoji_u1f617
smooches	1f617	emoji_u1f617
smug	1f60f	emoji_u1f60f
smug_cat	1f63c	emoji_u1f63c
snail	1f40c	emoji_u1f40c
snake	1f40d	emoji_u1f40d
snap	1faf0	emoji_u1faf0
snapdragon	1fabb	emoji_u1fabb
snare	1faa4	emoji_u1faa4
sneaker	1f45f	emoji_u1f45f
sneaky	1f575	emoji_u1f575
sneezing	1f927	emoji_u1f927
snorkeling	1f93f	emoji_u1f93f
snowboarder	1f3c2	emoji_u1f3c2
snowflake	2744	emoji_u2744
snowman	2603	emoji_u2603
snowstorm	1f328	emoji_u1f328
snowy	1f328	emoji_u1f328
snowy_mountain	1f3d4	emoji_u1f3d4
soak	1f9fd	emoji_u1f9fd
soaked	1f327	emoji_u1f327
soap	1f9fc	emoji_u1f9fc
soapdish	1f9fc	emoji_u1f9fc
sob	1f62d	emoji_u1f62d
soccer	26bd	emoji_u26bd
socks	1f9e6	emoji_u1f9e6
soda	1f964	emoji_u1f964
soft	1f964	emoji_u1f964
soft_ice_cream	1f366	emoji_u1f366
soft_serve	1f366	emoji_u1f366
softball	1f94e	emoji_u1f94e
softer	1f509	emoji_u1f509
solid	1faa8	emoji_u1faa8
solidarity	1f38c	emoji_u1f38c
soon	1f51c	emoji_u1f51c
sort	1f5c2	emoji_u1f5c2
sos	1f198	emoji_u1f198
sound	1f50a	emoji_u1f50a
soup	1f372	emoji_u1f372
sour	1f34b 200d 1f7e9	emoji_u1f34b_200d_1f7e9
south	2b07	emoji_u2b07
south_east	2198	emoji_u2198
south_west	2199	emoji_u2199
souvlaki	1f959	emoji_u1f959
soybean	1fadb	emoji_u1fadb
space_invader	1f47e	emoji_u1f47e
spade	1fa8f	emoji_u1fa8f
spades	2660	emoji_u2660
spaghetti	1f35d	emoji_u1f35d
spark	1f9e8	emoji_u1f9e8
sparkle	2747	emoji_u2747
sparkler	1f387	emoji_u1f387
sparkles	2728	emoji_u2728
sparkling_heart	1f496	emoji_u1f496
speak_no_evil	1f64a	emoji_u1f64a
speaker	1f508	emoji_u1f508
speaking_head	1f5e3	emoji_u1f5e3
spectacles	1f453	emoji_u1f453
speculum	1fa9e	emoji_u1fa9e
speech	1f441 200d 1f5e8	emoji_u1f441_200d_1f5e8
speech_balloon	1f4ac	emoji_u1f4ac
speech_bubble	1f5e8	emoji_u1f5e8
speechless	1f636	emoji_u1f636
speedboat	1f6a4	emoji_u1f6a4
spew	1f92e	emoji_u1f92e
spice	1fada	emoji_u1fada
spider	1f577	emoji_u1f577
spider_web	1f578	emoji_u1f578
spiny	1f994	emoji_u1f994
spiral_calendar	1f5d3	emoji_u1f5d3
spiral_notebook	1f4d2	emoji_u1f4d2
spiral_notepad	1f5d2	emoji_u1f5d2
spiral_shell	1f41a	emoji_u1f41a
splatter	1fadf	emoji_u1fadf
split	1fa93	emoji_u1fa93
spock	1f596	emoji_u1f596
sponge	1f9fd	emoji_u1f9fd
spooky	1f47b	emoji_u1f47b
spool	1f9f5	emoji_u1f9f5
spoon	1f944	emoji_u1f944
spore	1f344 200d 1f7eb	emoji_u1f344_200d_1f7eb
sports	26f9	emoji_u26f9
spots	1f992	emoji_u1f992
spring	1fabb	emoji_u1fabb
sprinkles	1f9c1	emoji_u1f9c1
sprout	1f331	emoji_u1f331
spy	1f575	emoji_u1f575
squared_ok	1f197	emoji_u1f197
squared_up	1f199	emoji_u1f199
squeeze	1fa97	emoji_u1fa97
squeezebox	1fa97	emoji_u1fa97
squid	1f991	emoji_u1f991
stadium	1f3df	emoji_u1f3df
staff	2695	emoji_u2695
stain	1fadf	emoji_u1fadf
star	2b50	emoji_u2b50
star_and_crescent	262a	emoji_u262a
star_of_david	2721	emoji_u2721
star_struck	1f929	emoji_u1f929
stare	1fae3	emoji_u1fae3
starry_eyed	1f929	emoji_u1f929
start	1f3c1	emoji_u1f3c1
station	1f689	emoji_u1f689
statue	1f5fd	emoji_u1f5fd
statue_of_liberty	1f5fd	emoji_u1f5fd
steak	1f969	emoji_u1f969
stealth	1f977	emoji_u1f977
steam_locomotive	1f682	emoji_u1f682
step	1fa9c	emoji_u1fa9c
stethoscope	1fa7a	emoji_u1fa7a
stew	1f372	emoji_u1f372
sting	1fabc	emoji_u1fabc
stinger	1fabc	emoji_u1fabc
stink	1f9a8	emoji_u1f9a8
stitches	1faa1	emoji_u1faa1
stock_market	1f4b9	emoji_u1f4b9
stocking	1f9e6	emoji_u1f9e6
stomp	1f9b6	emoji_u1f9b6
stop	1f91a	emoji_u1f91a
stop_button	23f9	emoji_u23f9
stop_sign	1f6d1	emoji_u1f6d1
stopwatch	23f1	emoji_u23f1
store	1fad9	emoji_u1fad9
straightedge	1f4cf	emoji_u1f4cf
strawberry	1f353	emoji_u1f353
streetcar	1f68b	emoji_u1f68b
stressed	1f625	emoji_u1f625
strike	1f3b3	emoji_u1f3b3
string	1f9f5	emoji_u1f9f5
stringed	1fa95	emoji_u1fa95
stripe	1f993	emoji_u1f993
striped_pole	1f488	emoji_u1f488
stroke	1f975	emoji_u1f975
stubborn	1facf	emoji_u1facf
stuck_out_tongue	1f61b	emoji_u1f61b
stuck_out_tongue_closed_eyes	1f61d	emoji_u1f61d
stuck_out_tongue_wink	1f61c	emoji_u1f61c
student	1f9d1 200d 1f393	emoji_u1f9d1_200d_1f393
studio_microphone	1f399	emoji_u1f399
stuffed_flatbread	1f959	emoji_u1f959
stuffy	1f9d0	emoji_u1f9d0
subtract	2796	emoji_u2796
suburb	1f3e1	emoji_u1f3e1
subway	1f687	emoji_u1f687
subzero	1f976	emoji_u1f976
suction	1faa0	emoji_u1faa0
sudden	1f92d	emoji_u1f92d
sugar	1f9c1	emoji_u1f9c1
suitcase	1f9f3	emoji_u1f9f3
sun_and_rain	1f326	emoji_u1f326
sun_face	1f31e	emoji_u1f31e
sunflower	1f33b	emoji_u1f33b
sunglasses	1f60e	emoji_u1f60e
sunny	2600	emoji_u2600
sunrise	1f305	emoji_u1f305
sunscreen	1f9f4	emoji_u1f9f4
sunset	1f306	emoji_u1f306
sunshowers	1f326	emoji_u1f326
superhero	1f9b8	emoji_u1f9b8
supervillain	1f9b9	emoji_u1f9b9
surf	1f3c4	emoji_u1f3c4
surprise	1f62e	emoji_u1f62e
surrender	1f3f3	emoji_u1f3f3
sushi	1f363	emoji_u1f363
suspension_railway	1f69f	emoji_u1f69f
sutures	1faa1	emoji_u1faa1
swan	1f9a2	emoji_u1f9a2
swap	2194	emoji_u2194
swat	1f5de	emoji_u1f5de
swearing	1f92c	emoji_u1f92c
sweat	1f613	emoji_u1f613
sweat_drops	1f4a6	emoji_u1f4a6
sweat_smile	1f605	emoji_u1f605
sweating	1f975	emoji_u1f975
sweeping	1f9f9	emoji_u1f9f9
sweet_potato	1f360	emoji_u1f360
swim	1f3ca	emoji_u1f3ca
swords	2694	emoji_u2694
symbols	1f523	emoji_u1f523
synagogue	1f54d	emoji_u1f54d
syringe	1f489	emoji_u1f489
t	1f996	emoji_u1f996
t_rex	1f996	emoji_u1f996
table_setting	1f37d	emoji_u1f37d
table_tennis	1f3d3	emoji_u1f3d3
tache	1f978	emoji_u1f978
taco	1f32e	emoji_u1f32e
tada	1f389	emoji_u1f389
tag	1f3f7	emoji_u1f3f7
tailoring	1faa1	emoji_u1faa1
take_off	1f6eb	emoji_u1f6eb
takeout	1f961	emoji_u1f961
takeout_box	1f961	emoji_u1f961
taking_a_picture	1f4f8	emoji_u1f4f8
talisman	1f9ff	emoji_u1f9ff
talk	1f99c	emoji_u1f99c
tamale	1fad4	emoji_u1fad4
tanabata_tree	1f38b	emoji_u1f38b
tangerine	1f34a	emoji_u1f34a
tangled	1faa2	emoji_u1faa2
tangy	1f34b 200d 1f7e9	emoji_u1f34b_200d_1f7e9
tap_water	1f6b0	emoji_u1f6b0
tash	1f978	emoji_u1f978
taste	1f9c2	emoji_u1f9c2
taurus	2649	emoji_u2649
taxi	1f695	emoji_u1f695
tea	1f375	emoji_u1f375
teacher	1f9d1 200d 1f3eb	emoji_u1f9d1_200d_1f3eb
teal	1fa75	emoji_u1fa75
teapot	1fad6	emoji_u1fad6
tear	1f972	emoji_u1f972
tears	1f602	emoji_u1f602
technologist	1f9d1 200d 1f4bb	emoji_u1f9d1_200d_1f4bb
teddy	1f9f8	emoji_u1f9f8
teddy_bear	1f9f8	emoji_u1f9f8
tegh	1faaf	emoji_u1faaf
telephone	260e	emoji_u260e
telescope	1f52d	emoji_u1f52d
television	1f4fa	emoji_u1f4fa
tell	1faf4	emoji_u1faf4
temperature	1f321	emoji_u1f321
temple	1f6d5	emoji_u1f6d5
tempura	1f364	emoji_u1f364
ten	1f51f	emoji_u1f51f
tennis	1f3be	emoji_u1f3be
tent	26fa	emoji_u26fa
tentacles	1fabc	emoji_u1fabc
tequila	1f34b 200d 1f7e9	emoji_u1f34b_200d_1f7e9
terrestrial	1f6f8	emoji_u1f6f8
test	1f9ea	emoji_u1f9ea
test_tube	1f9ea	emoji_u1f9ea
thank_you	1f64f	emoji_u1f64f
thanks	1fac2	emoji_u1fac2
theater	1f3ad	emoji_u1f3ad
theme	1f6dd	emoji_u1f6dd
thermometer	1f321	emoji_u1f321
thinking	1f914	emoji_u1f914
third_place	1f949	emoji_u1f949
this	1f446	emoji_u1f446
thong	1fa74	emoji_u1fa74
thong_sandal	1fa74	emoji_u1fa74
thongs	1fa74	emoji_u1fa74
thought	1f4ad	emoji_u1f4ad
thread	1f9f5	emoji_u1f9f5
three	0033 20e3	emoji_u0033_20e3
thumb	1faf0	emoji_u1faf0
thumb_tack	1f4cc	emoji_u1f4cc
thumbs_down	1f44e	emoji_u1f44e
thumbs_up	1f44d	emoji_u1f44d
thunder_and_rain	26c8	emoji_u26c8
thunderstorm	26c8	emoji_u26c8
tichel	1f9d5	emoji_u1f9d5
ticket	1f39f	emoji_u1f39f
tie	1f454	emoji_u1f454
tiger	1f405	emoji_u1f405
tiger_cub	1f42f	emoji_u1f42f
tilted	1f50e	emoji_u1f50e
timber	1fab5	emoji_u1fab5
time	1f557	emoji_u1f557
time_ticking	23f3	emoji_u23f3
timer	23f2	emoji_u23f2
times_up	231b	emoji_u231b
tipsy	1f974	emoji_u1f974
tire	1f6de	emoji_u1f6de
tired	1f614	emoji_u1f614
titania	1f9da 200d 2640	emoji_u1f9da_200d_2640
tm	2122	emoji_u2122
toast	1f942	emoji_u1f942
toboggan	1f6f7	emoji_u1f6f7
toilet	1f6bd	emoji_u1f6bd
toiletry	1faa5	emoji_u1faa5
tokyo_tower	1f5fc	emoji_u1f5fc
tomato	1f345	emoji_u1f345
tomb	1faa6	emoji_u1faa6
tombstone	1faa6	emoji_u1faa6
tongue	1f445	emoji_u1f445
toolbox	1f9f0	emoji_u1f9f0
tools	1f6e0	emoji_u1f6e0
tooth	1f9b7	emoji_u1f9b7
toothbrush	1faa5	emoji_u1faa5
top	1f51d	emoji_u1f51d
top_hat	1f3a9	emoji_u1f3a9
toppings	1f344 200d 1f7eb	emoji_u1f344_200d_1f7eb
tornado	1f32a	emoji_u1f32a
tortoise	1f422	emoji_u1f422
touched	1f972	emoji_u1f972
tough	1faa8	emoji_u1faa8
towels	1f9fb	emoji_u1f9fb
tower	1f5fc	emoji_u1f5fc
toxic	2620	emoji_u2620
trace	1fac6	emoji_u1fac6
trackball	1f5b2	emoji_u1f5b2
tractor	1f69c	emoji_u1f69c
tractor-trailer	1f69b	emoji_u1f69b
trademark	2122	emoji_u2122
traffic_light	1f6a6	emoji_u1f6a6
train	1f682	emoji_u1f682
train_car	1f683	emoji_u1f683
train_tracks	1f6e4	emoji_u1f6e4
tram	1f68b	emoji_u1f68b
trans	1f3f3 200d 1f308	emoji_u1f3f3_200d_1f308
transform	1f426 200d 1f525	emoji_u1f426_200d_1f525
transgender_flag	1f3f3 200d 26a7	emoji_u1f3f3_200d_26a7
transgender_symbol	26a7	emoji_u26a7
transparent	1fa9f	emoji_u1fa9f
transport_truck	1f69b	emoji_u1f69b
transportation	1f6fb	emoji_u1f6fb
trap	1faa4	emoji_u1faa4
trash_can	1f5d1	emoji_u1f5d1
travel	1f9f3	emoji_u1f9f3
treat	1f9c1	emoji_u1f9c1
tree	1f333	emoji_u1f333
triangular_flag	1f6a9	emoji_u1f6a9
triangular_ruler	1f4d0	emoji_u1f4d0
trident	1f531	emoji_u1f531
trim	1fa9a	emoji_u1fa9a
triton	1f9dc 200d 2642	emoji_u1f9dc_200d_2642
triumph	1f624	emoji_u1f624
troll	1f9cc	emoji_u1f9cc
trolley	1f68e	emoji_u1f68e
trolling	1f9cc	emoji_u1f9cc
troops	1fae1	emoji_u1fae1
trophy	1f3c6	emoji_u1f3c6
tropical_drink	1f379	emoji_u1f379
tropical_fish	1f420	emoji_u1f420
trouble	1f635 200d 1f4ab	emoji_u1f635_200d_1f4ab
truck	1f69b	emoji_u1f69b
truffle	1f344 200d 1f7eb	emoji_u1f344_200d_1f7eb
trumpet	1f3ba	emoji_u1f3ba
trunk	1fabe	emoji_u1fabe
tshirt	1f455	emoji_u1f455
tube	1f9ea	emoji_u1f9ea
tuk	1f6fa	emoji_u1f6fa
tulip	1f337	emoji_u1f337
tumbling	1f938	emoji_u1f938
turban	1f473	emoji_u1f473
turkey	1f983	emoji_u1f983
turn	1f6de	emoji_u1f6de
turnip	1fadc	emoji_u1fadc
turtle	1f422	emoji_u1f422
tusk	1f9a3	emoji_u1f9a3
tuxedo	1f935	emoji_u1f935
tv	1f4fa	emoji_u1f4fa
twine	1faa2	emoji_u1faa2
twins	1f9d1 200d 1f91d 200d 1f9d1	emoji_u1f9d1_200d_1f91d_200d_1f9d1
twist	1faa2	emoji_u1faa2
twisted	1f968	emoji_u1f968
two	0032 20e3	emoji_u0032_20e3
two_hearts	1f495	emoji_u1f495
two_men_holding_hands	1f46c	emoji_u1f46c
two_women_holding_hands	1f46d	emoji_u1f46d
typhoon	1f300	emoji_u1f300
tyrannosaurus	1f996	emoji_u1f996
u	1f9f2	emoji_u1f9f2
u5272	1f239	emoji_u1f239
u5408	1f234	emoji_u1f234
u55b6	1f23a	emoji_u1f23a
u6708	1f237	emoji_u1f237
u6709	1f236	emoji_u1f236
u6e80	1f235	emoji_u1f235
