creature ID	name	ia	da	cc	pr	p	pia	pda
cccgf3	Goari							
cccgf4	Goari							
cccla1	Goari							
cccla2	Goari							
ccclb1	Goari							
ccclb2	Goari							
ccclb3	Goari							
ccclb4	Goari							
cccpa1	Pure Goari	a	the			Pure Goaris		the
cccpa2	Unpolluted Goari	an	the			Unpolluted Goaris		the
cccpa3	Corrupt Goari	a	the			Corrupt Goaris		the
cccpa4	Contaminated Goari	a	the			Contaminated Goaris		the
cccpb1	Contaminated Goari	a	the			Contaminated Goaris		the
cccpb2	Infected Goari	an	the			Infected Goaris		the
cccpb3	Tainted Goari	a	the			Tainted Goaris		the
cccpb4	Foul Goari	a	the			Foul Goaris		the
cccpc1	Foul Goari	a	the			Foul Goaris		the
cccpc2	Sullied Goari	a	the			Sullied Goaris		the
cccpc3	Blighted Goari	a	the			Blighted Goaris		the
cccpc4	Poisoned Goari	a	the			Poisoned Goaris		the
ccdfa1	Fledgling Torbak	a	the			Fledgling Torbaks		the
ccdfa2	Weeny Torbak	a	the			Weeny Torbaks		the
ccdfa3	Little Torbak	a	the			Little Torbaks		the
ccdfa4	Puny Torbak	a	the			Puny Torbaks		the
ccdfb1	Puny Torbak	a	the			Puny Torbaks		the
ccdfb2	Mild Torbak	a	the			Mild Torbaks		the
ccdfb3	Prime Torbak	a	the			Prime Torbaks		the
ccdfb4	Moor Torbak	a	the			Moor Torbaks		the
ccdfc1	Moor Torbak	a	the			Moor Torbaks		the
ccdfc2	Lesser Torbak	a	the			Lesser Torbaks		the
ccdfc3	Wood Torbak	a	the			Wood Torbaks		the
ccdfc4	Primeval Torbak	a	the			Primeval Torbaks		the
ccdfd1	Primeval Torbak	a	the			Primeval Torbaks		the
ccdfd2	Spry Torbak	a	the			Spry Torbaks		the
ccdfd3	Budding Torbak	a	the			Budding Torbaks		the
ccdfd4	Vigorous Torbak	a	the			Vigorous Torbaks		the
ccdfe1	Vigorous Torbak	a	the			Vigorous Torbaks		the
ccdfe2	Grown Torbak	a	the			Grown Torbaks		the
ccdfe3	Robust Torbak	a	the			Robust Torbaks		the
ccdfe4	Great Torbak	a	the			Great Torbaks		the
ccdff5	Vispa	the	the			Vispas		the
ccdgb1	Torbak							
ccdgb2	Torbak							
ccdgb3	Torbak							
ccdgb4	Torbak							
ccdja1	Domesticated Torbak	a	the			Domesticated Torbaks		the
ccdja2	Submissive Torbak	a	the			Submissive Torbaks		the
ccdja3	Meek Torbak	a	the			Meek Torbaks		the
ccdja4	Docile Torbak	a	the			Docile Torbaks		the
ccdjb1	Docile Torbak	a	the			Docile Torbaks		the
ccdjb2	Calm Torbak	a	the			Calm Torbaks		the
ccdjb3	Sluggish Torbak	a	the			Sluggish Torbaks		the
ccdjb4	Timorous Torbak	a	the			Timorous Torbaks		the
ccdjc1	Timorous Torbak	a	the			Timorous Torbaks		the
ccdjc2	Swamp Torbak	a	the			Swamp Torbaks		the
ccdjc3	Jungle Torbak	a	the			Jungle Torbaks		the
ccdjc4	Vigilent Torbak	a	the			Vigilent Torbaks		the
ccdjd1	Vigilent Torbak	a	the			Vigilent Torbaks		the
ccdjd2	Lampooning Torbak	a	the			Lampooning Torbaks		the
ccdjd3	Vile Torbak	a	the			Vile Torbaks		the
ccdjd4	Clammy Torbak	a	the			Clammy Torbaks		the
ccdla1	Dumn Torbak	a	the			Dumn Torbaks		the
ccdla2	Tranquil Torbak	a	the			Tranquil Torbaks		the
ccdla3	Calm Torbak	a	the			Calm Torbaks		the
ccdla4	Docile Torbak	a	the			Docile Torbaks		the
ccdle1	Stalking Torbak	a	the			Stalking Torbaks		the
ccdle2	Preying Torbak	a	the			Preying Torbaks		the
ccdle3	Roaring Torbak	a	the			Roaring Torbaks		the
ccdle4	Huge Torbak	a	the			Huge Torbaks		the
ccdlf1	Huge Torbak	a	the			Huge Torbaks		the
ccdlf2	Awesome Torbak	an	the			Awesome Torbaks		the
ccdlf3	Assassin Torbak	an	the			Assassin Torbaks		the
ccefa1	Fledgling Ragus	a	the			Fledgling Ragus		the
ccefa2	Weeny Ragus	a	the			Weeny Ragus		the
ccefa3	Little Ragus	a	the			Little Ragus		the
ccefa4	Puny Ragus	a	the			Puny Ragus		the
ccefb1	Puny Ragus	a	the			Puny Ragus		the
ccefb2	Mild Ragus	a	the			Mild Ragus		the
ccefb3	Prime Ragus	a	the			Prime Ragus		the
ccefb4	Wild Ragus	a	the			Wild Ragus		the
ccega1	Pure Ragus	a	the			Pure Ragus		the
ccega2	Unpolluted Ragus	an	the			Unpolluted Ragus		the
ccega3	Corrupt Ragus	a	the			Corrupt Ragus		the
ccega4	Contaminated Ragus	a	the			Contaminated Ragus		the
ccegb1	Contaminated Ragus	a	the			Contaminated Ragus		the
ccegb2	Infected Ragus	an	the			Infected Ragus		the
ccegb3	Tainted Ragus	a	the			Tainted Ragus		the
ccegb4	Foul Ragus	a	the			Foul Ragus		the
ccegc1	Foul Ragus	a	the			Foul Ragus		the
ccegc2	Sullied Ragus	a	the			Sullied Ragus		the
ccegc3	Blighted Ragus	a	the			Blighted Ragus		the
ccegc4	Poisoned Ragus	a	the			Poisoned Ragus		the
ccegd1	Poisoned Ragus	a	the			Poisoned Ragus		the
ccegd2	Sickly Ragus	a	the			Sickly Ragus		the
ccegd3	Fusty Ragus	a	the			Fusty Ragus		the
ccegd4	Pestiferous Ragus	a	the			Pestiferous Ragus		the
ccege1	Pestiferous Ragus	a	the			Pestiferous Ragus		the
ccege2	Ravaged Ragus	a	the			Ravaged Ragus		the
ccege3	Repulsive Ragus	a	the			Repulsive Ragus		the
ccege4	Viscous Ragus	a	the			Viscous Ragus		the
ccegf1	Viscous Ragus	a	the			Viscous Ragus		the
ccegf2	Demented Ragus	a	the			Demented Ragus		the
ccegf3	Fiendish Ragus	a	the			Fiendish Ragus		the
cceja1	Satiated Ragus	a	the			Satiated Ragus		the
cceja2	Overfed Ragus	an	the			Overfed Ragus		the
cceja3	Crammed Ragus	a	the			Crammed Ragus		the
cceja4	Docile Ragus	a	the			Docile Ragus		the
ccejb1	Docile Ragus	a	the			Docile Ragus		the
ccejb2	Bloated Ragus	a	the			Bloated Ragus		the
ccejb3	Replete Ragus	a	the			Replete Ragus		the
ccejb4	Sand Ragus	a	the			Sand Ragus		the
ccejc1	Sand Ragus	a	the			Sand Ragus		the
ccejc2	Lesser Ragus	a	the			Lesser Ragus		the
ccejc3	Desert Ragus	a	the			Desert Ragus		the
ccejc4	Quenched Ragus	a	the			Quenched Ragus		the
ccejf1	Scrounging Ragus	a	the			Scrounging Ragus		the
ccejf2	Volatile Ragus	a	the			Volatile Ragus		the
ccejf3	Starving Ragus	a	the			Starving Ragus		the
ccela1	Dumn Ragus	a	the			Dumn Ragus		the
ccela2	Tranquil Ragus	a	the			Tranquil Ragus		the
ccela3	Calm Ragus	a	the			Calm Ragus		the
ccela4	Docile Ragus	a	the			Docile Ragus		the
ccelc1	Reed Ragus	a	the			Reed Ragus		the
ccelc2	Minor Ragus	a	the			Minor Ragus		the
ccelc3	Water Ragus	a	the			Water Ragus		the
ccelc4	Ferreting Ragus	a	the			Ferreting Ragus		the
ccelc6	Ragus							
cceld1	Ferreting Ragus	a	the			Ferreting Ragus		the
cceld2	Furrowing Ragus	a	the			Furrowing Ragus		the
cceld3	Scouring Ragus	a	the			Scouring Ragus		the
cceld4	Stalking Ragus	a	the			Stalking Ragus		the
ccele5	Toler	the	the			Tolers		the
ccfcd5	Arundel	the	the			Arundels		the
ccfga1	Pure Najab	a	the			Pure Najabs		the
ccfga2	Unpolluted Najab	an	the			Unpolluted Najabs		the
ccfga3	Corrupt Najab	a	the			Corrupt Najabs		the
ccfga4	Contaminated Najab	a	the			Contaminated Najabs		the
ccfgb1	Contaminated Najab	a	the			Contaminated Najabs		the
ccfgb2	Infected Najab	an	the			Infected Najabs		the
ccfgb3	Tainted Najab	a	the			Tainted Najabs		the
ccfgb4	Foul Najab	a	the			Foul Najabs		the
ccfgc1	Foul Najab	a	the			Foul Najabs		the
ccfgc2	Sullied Najab	a	the			Sullied Najabs		the
ccfgc3	Blighted Najab	a	the			Blighted Najabs		the
ccfgc4	Poisoned Najab	a	the			Poisoned Najabs		the
ccfgd1	Poisoned Najab	a	the			Poisoned Najabs		the
ccfgd2	Sickly Najab	a	the			Sickly Najabs		the
ccfgd3	Fusty Najab	a	the			Fusty Najabs		the
ccfgd4	Pestiferous Najab	a	the			Pestiferous Najabs		the
ccfge1	Pestiferous Najab	a	the			Pestiferous Najabs		the
ccfge2	Ravaged Najab	a	the			Ravaged Najabs		the
ccfge3	Repulsive Najab	a	the			Repulsive Najabs		the
ccfge4	Viscous Najab	a	the			Viscous Najabs		the
ccfgf1	Viscous Najab	a	the			Viscous Najabs		the
ccfgf2	Demented Najab	a	the			Demented Najabs		the
ccfgf3	Fiendish Najab	a	the			Fiendish Najabs		the
ccfja1	Domesticated Najab	a	the			Domesticated Najabs		the
ccfja2	Submissive Najab	a	the			Submissive Najabs		the
ccfja3	Meek Najab	a	the			Meek Najabs		the
ccfja4	Docile Najab	a	the			Docile Najabs		the
ccfjb1	Docile Najab	a	the			Docile Najabs		the
ccfjb2	Calm Najab	a	the			Calm Najabs		the
ccfjb3	Sluggish Najab	a	the			Sluggish Najabs		the
ccfjb4	Timorous Najab	a	the			Timorous Najabs		the
ccfjc1	Timorous Najab	a	the			Timorous Najabs		the
ccfjc2	Swamp Najab	a	the			Swamp Najabs		the
ccfjc3	Jungle Najab	a	the			Jungle Najabs		the
ccfjc4	Vigilent Najab	a	the			Vigilent Najabs		the
ccfje1	Clammy Najab	a	the			Clammy Najabs		the
ccfje2	Rattled Najab	a	the			Rattled Najabs		the
ccfje3	Savage Najab	a	the			Savage Najabs		the
ccfje4	Raging Najab	a	the			Raging Najabs		the
ccfjf1	Raging Najab	a	the			Raging Najabs		the
ccfjf2	Ferocious Najab	a	the			Ferocious Najabs		the
ccfjf3	Fiendish Najab	a	the			Fiendish Najabs		the
ccfla1	Dumn Najab	a	the			Dumn Najabs		the
ccfla2	Tranquil Najab	a	the			Tranquil Najabs		the
ccfla3	Calm Najab	a	the			Calm Najabs		the
ccfla4	Docile Najab	a	the			Docile Najabs		the
ccflb1	Docile Najab	a	the			Docile Najabs		the
ccflb2	Wandering Najab	a	the			Wandering Najabs		the
ccflb3	Gamboling Najab	a	the			Gamboling Najabs		the
ccflb4	Reed Najab	a	the			Reed Najabs		the
ccflf1	Huge Najab	a	the			Huge Najabs		the
ccflf2	Awesome Najab	an	the			Awesome Najabs		the
ccflf3	Assassin Najab	an	the			Assassin Najabs		the
ccgga1	Pure Vorax	a	the			Pure Vorax		the
ccgga2	Unpolluted Vorax	an	the			Unpolluted Vorax		the
ccgga3	Corrupt Vorax	a	the			Corrupt Vorax		the
ccgga4	Contaminated Vorax	a	the			Contaminated Vorax		the
ccggb1	Contaminated Vorax	a	the			Contaminated Vorax		the
ccggb2	Infected Vorax	an	the			Infected Vorax		the
ccggb3	Tainted Vorax	a	the			Tainted Vorax		the
ccggb4	Foul Vorax	a	the			Foul Vorax		the
ccggc1	Foul Vorax	a	the			Foul Vorax		the
ccggc2	Sullied Vorax	a	the			Sullied Vorax		the
ccggc3	Blighted Vorax	a	the			Blighted Vorax		the
ccggc4	Poisoned Vorax	a	the			Poisoned Vorax		the
ccggd1	Poisoned Vorax	a	the			Poisoned Vorax		the
ccggd2	Sickly Vorax	a	the			Sickly Vorax		the
ccggd3	Fusty Vorax	a	the			Fusty Vorax		the
ccggd4	Pestiferous Vorax	a	the			Pestiferous Vorax		the
ccgge1	Pestiferous Vorax	a	the			Pestiferous Vorax		the
ccgge2	Ravaged Vorax	a	the			Ravaged Vorax		the
ccgge3	Repulsive Vorax	a	the			Repulsive Vorax		the
ccgge4	Viscous Vorax	a	the			Viscous Vorax		the
ccggf1	Viscous Vorax	a	the			Viscous Vorax		the
ccggf2	Demented Vorax	a	the			Demented Vorax		the
ccggf3	Fiendish Vorax	a	the			Fiendish Vorax		the
ccgja1	Domesticated Vorax	a	the			Domesticated Vorax		the
ccgja2	Submissive Vorax	a	the			Submissive Vorax		the
ccgja3	Meek Vorax	a	the			Meek Vorax		the
ccgja4	Docile Vorax	a	the			Docile Vorax		the
ccgjb1	Docile Vorax	a	the			Docile Vorax		the
ccgjb2	Calm Vorax	a	the			Calm Vorax		the
ccgjb3	Sluggish Vorax	a	the			Sluggish Vorax		the
ccgjb4	Timorous Vorax	a	the			Timorous Vorax		the
ccgjc1	Timorous Vorax	a	the			Timorous Vorax		the
ccgjc2	Swamp Vorax	a	the			Swamp Vorax		the
ccgjc3	Jungle Vorax	a	the			Jungle Vorax		the
ccgjc4	Vigilent Vorax	a	the			Vigilent Vorax		the
ccgjd1	Vigilent Vorax	a	the			Vigilent Vorax		the
ccgjd2	Lampooning Vorax	a	the			Lampooning Vorax		the
ccgjd3	Vile Vorax	a	the			Vile Vorax		the
ccgjd4	Clammy Vorax	a	the			Clammy Vorax		the
ccgje1	Clammy Vorax	a	the			Clammy Vorax		the
ccgje2	Rattled Vorax	a	the			Rattled Vorax		the
ccgje3	Savage Vorax	a	the			Savage Vorax		the
ccgje4	Raging Vorax	a	the			Raging Vorax		the
ccgla1	Dumn Vorax	a	the			Dumn Vorax		the
ccgla2	Tranquil Vorax	a	the			Tranquil Vorax		the
ccgla3	Calm Vorax	a	the			Calm Vorax		the
ccgla4	Docile Vorax	a	the			Docile Vorax		the
ccglb1	Docile Vorax	a	the			Docile Vorax		the
ccglb2	Wandering Vorax	a	the			Wandering Vorax		the
ccglb3	Gamboling Vorax	a	the			Gamboling Vorax		the
ccglb4	Reed Vorax	a	the			Reed Vorax		the
ccglc1	Reed Vorax	a	the			Reed Vorax		the
ccglc2	Minor Vorax	a	the			Minor Vorax		the
ccglc3	Water Vorax	a	the			Water Vorax		the
ccglc4	Ferreting Vorax	a	the			Ferreting Vorax		the
ccgld1	Ferreting Vorax	a	the			Ferreting Vorax		the
ccgld2	Furrowing Vorax	a	the			Furrowing Vorax		the
ccgld3	Scouring Vorax	a	the			Scouring Vorax		the
ccgld4	Stalking Vorax	a	the			Stalking Vorax		the
ccgle1	Stalking Vorax	a	the			Stalking Vorax		the
ccgle2	Preying Vorax	a	the			Preying Vorax		the
ccgle3	Roaring Vorax	a	the			Roaring Vorax		the
ccgle4	Huge Vorax	a	the			Huge Vorax		the
ccglf1	Huge Vorax	a	the			Huge Vorax		the
ccglf2	Awesome Vorax	an	the			Awesome Vorax		the
ccglf3	Assassin Vorax	an	the			Assassin Vorax		the
ccgpf1	Vorax							
ccgpf2	Vorax							
ccgpf3	Vorax							
ccgpf4	Vorax							
cchda1	Satiated Varinx	a	the			Satiated Varinx		the
cchda2	Overfed Varinx	an	the			Overfed Varinx		the
cchda3	Crammed Varinx	a	the			Crammed Varinx		the
cchda4	Docile Varinx	a	the			Docile Varinx		the
cchdb1	Docile Varinx	a	the			Docile Varinx		the
cchdb2	Bloated Varinx	a	the			Bloated Varinx		the
cchdb3	Replete Varinx	a	the			Replete Varinx		the
cchdb4	Sand Varinx	a	the			Sand Varinx		the
cchdc1	Sand Varinx	a	the			Sand Varinx		the
cchdc2	Lesser Varinx	a	the			Lesser Varinx		the
cchdc3	Desert Varinx	a	the			Desert Varinx		the
cchdc4	Quenched Varinx	a	the			Quenched Varinx		the
cchdd1	Quenched Varinx	a	the			Quenched Varinx		the
cchdd2	Common Varinx	a	the			Common Varinx		the
cchdd3	Dehydrated Varinx	a	the			Dehydrated Varinx		the
cchdd4	Famished Varinx	a	the			Famished Varinx		the
cchdd5	Blacosis	the	the			Blacosiss		the
cchde1	Famished Varinx	a	the			Famished Varinx		the
cchde2	Scouring Varinx	a	the			Scouring Varinx		the
cchde3	Panting Varinx	a	the			Panting Varinx		the
cchde4	Scrounging Varinx	a	the			Scrounging Varinx		the
cchga1	Pure Varinx	a	the			Pure Varinx		the
cchga2	Unpolluted Varinx	an	the			Unpolluted Varinx		the
cchga3	Corrupt Varinx	a	the			Corrupt Varinx		the
cchga4	Contaminated Varinx	a	the			Contaminated Varinx		the
cchgb1	Contaminated Varinx	a	the			Contaminated Varinx		the
cchgb2	Infected Varinx	an	the			Infected Varinx		the
cchgb3	Tainted Varinx	a	the			Tainted Varinx		the
cchgb4	Foul Varinx	a	the			Foul Varinx		the
cchgc1	Foul Varinx	a	the			Foul Varinx		the
cchgc2	Sullied Varinx	a	the			Sullied Varinx		the
cchgc3	Blighted Varinx	a	the			Blighted Varinx		the
cchgc4	Poisoned Varinx	a	the			Poisoned Varinx		the
cchgd1	Poisoned Varinx	a	the			Poisoned Varinx		the
cchgd2	Sickly Varinx	a	the			Sickly Varinx		the
cchgd3	Fusty Varinx	a	the			Fusty Varinx		the
cchgd4	Pestiferous Varinx	a	the			Pestiferous Varinx		the
cchge1	Pestiferous Varinx	a	the			Pestiferous Varinx		the
cchge2	Ravaged Varinx	a	the			Ravaged Varinx		the
cchge3	Repulsive Varinx	a	the			Repulsive Varinx		the
cchge4	Viscous Varinx	a	the			Viscous Varinx		the
cchgf1	Viscous Varinx	a	the			Viscous Varinx		the
cchgf2	Demented Varinx	a	the			Demented Varinx		the
cchgf3	Fiendish Varinx	a	the			Fiendish Varinx		the
cchgf4	Varinx							
cchpa1	Murky Varinx	a	the			Murky Varinx		the
cchpa2	Nocturnal Varinx	a	the			Nocturnal Varinx		the
cchpa3	Sullen Varinx	a	the			Sullen Varinx		the
cchpa4	Lugubrious Varinx	a	the			Lugubrious Varinx		the
cchpb1	Lugubrious Varinx	a	the			Lugubrious Varinx		the
cchpb2	Dreadful Varinx	a	the			Dreadful Varinx		the
cchpb3	Doleful Varinx	a	the			Doleful Varinx		the
cchpb4	Morbid Varinx	a	the			Morbid Varinx		the
cchpc1	Morbid Varinx	a	the			Morbid Varinx		the
cchpc2	Leering Varinx	a	the			Leering Varinx		the
cchpc3	Prime Root Varinx	a	the			Prime Root Varinx		the
cchpc4	Grunting Varinx	a	the			Grunting Varinx		the
cchpe1	Clammy Varinx	a	the			Clammy Varinx		the
cchpe2	Wicked Varinx	a	the			Wicked Varinx		the
cchpe3	Dark-eyed Varinx	a	the			Dark-eyed Varinx		the
cchpe4	Bloodthirsty Varinx	a	the			Bloodthirsty Varinx		the
ccida1	Satiated Zerx	a	the			Satiated Zerx		the
ccida2	Overfed Zerx	an	the			Overfed Zerx		the
ccida3	Crammed Zerx	a	the			Crammed Zerx		the
ccida4	Docile Zerx	a	the			Docile Zerx		the
ccidb1	Docile Zerx	a	the			Docile Zerx		the
ccidb2	Bloated Zerx	a	the			Bloated Zerx		the
ccidb3	Replete Zerx	a	the			Replete Zerx		the
ccidb4	Sand Zerx	a	the			Sand Zerx		the
ccidc1	Sand Zerx	a	the			Sand Zerx		the
ccidc2	Lesser Zerx	a	the			Lesser Zerx		the
ccidc3	Desert Zerx	a	the			Desert Zerx		the
ccidc4	Quenched Zerx	a	the			Quenched Zerx		the
ccidd1	Quenched Zerx	a	the			Quenched Zerx		the
ccidd2	Common Zerx	a	the			Common Zerx		the
ccidd3	Dehydrated Zerx	a	the			Dehydrated Zerx		the
ccidd4	Famished Zerx	a	the			Famished Zerx		the
ccidf1	Scrounging Zerx	a	the			Scrounging Zerx		the
ccidf2	Volatile Zerx	a	the			Volatile Zerx		the
ccidf3	Starving Zerx	a	the			Starving Zerx		the
ccija1	Domesticated Zerx	a	the			Domesticated Zerx		the
ccija2	Submissive Zerx	a	the			Submissive Zerx		the
ccija3	Meek Zerx	a	the			Meek Zerx		the
ccija4	Docile Zerx	a	the			Docile Zerx		the
ccijb1	Docile Zerx	a	the			Docile Zerx		the
ccijb2	Calm Zerx	a	the			Calm Zerx		the
ccijb3	Sluggish Zerx	a	the			Sluggish Zerx		the
ccijb4	Timorous Zerx	a	the			Timorous Zerx		the
ccijc1	Timorous Zerx	a	the			Timorous Zerx		the
ccijc2	Swamp Zerx	a	the			Swamp Zerx		the
ccijc3	Jungle Zerx	a	the			Jungle Zerx		the
ccijc4	Vigilent Zerx	a	the			Vigilent Zerx		the
ccijd1	Vigilent Zerx	a	the			Vigilent Zerx		the
ccijd2	Lampooning Zerx	a	the			Lampooning Zerx		the
ccijd3	Vile Zerx	a	the			Vile Zerx		the
ccijd4	Clammy Zerx	a	the			Clammy Zerx		the
ccijd5	Tang-ka	the	the			Tang-kas		the
ccije1	Clammy Zerx	a	the			Clammy Zerx		the
ccije2	Rattled Zerx	a	the			Rattled Zerx		the
ccije3	Savage Zerx	a	the			Savage Zerx		the
ccije4	Raging Zerx	a	the			Raging Zerx		the
ccijf1	Raging Zerx	a	the			Raging Zerx		the
ccijf2	Ferocious Zerx	a	the			Ferocious Zerx		the
ccijf3	Fiendish Zerx	a	the			Fiendish Zerx		the
ccila1	Dumn Zerx	a	the			Dumn Zerx		the
ccila2	Tranquil Zerx	a	the			Tranquil Zerx		the
ccila3	Calm Zerx	a	the			Calm Zerx		the
ccila4	Docile Zerx	a	the			Docile Zerx		the
ccilb1	Docile Zerx	a	the			Docile Zerx		the
ccilb2	Wandering Zerx	a	the			Wandering Zerx		the
ccilb3	Gamboling Zerx	a	the			Gamboling Zerx		the
ccilb4	Reed Zerx	a	the			Reed Zerx		the
ccilc1	Reed Zerx	a	the			Reed Zerx		the
ccilc2	Minor Zerx	a	the			Minor Zerx		the
ccilc3	Water Zerx	a	the			Water Zerx		the
ccilc4	Ferreting Zerx	a	the			Ferreting Zerx		the
ccild1	Ferreting Zerx	a	the			Ferreting Zerx		the
ccild2	Furrowing Zerx	a	the			Furrowing Zerx		the
ccild3	Scouring Zerx	a	the			Scouring Zerx		the
ccild4	Stalking Zerx	a	the			Stalking Zerx		the
ccile1	Stalking Zerx	a	the			Stalking Zerx		the
ccile2	Preying Zerx	a	the			Preying Zerx		the
ccile3	Roaring Zerx	a	the			Roaring Zerx		the
ccile4	Huge Zerx	a	the			Huge Zerx		the
ccipa1	Murky Zerx	a	the			Murky Zerx		the
ccipa2	Nocturnal Zerx	a	the			Nocturnal Zerx		the
ccipa3	Sullen Zerx	a	the			Sullen Zerx		the
ccipa4	Lugubrious Zerx	a	the			Lugubrious Zerx		the
ccipb1	Lugubrious Zerx	a	the			Lugubrious Zerx		the
ccipb2	Dreadful Zerx	a	the			Dreadful Zerx		the
ccipb3	Doleful Zerx	a	the			Doleful Zerx		the
ccipb4	Morbid Zerx	a	the			Morbid Zerx		the
ccipc1	Morbid Zerx	a	the			Morbid Zerx		the
ccipc2	Leering Zerx	a	the			Leering Zerx		the
ccipc3	Prime Root Zerx	a	the			Prime Root Zerx		the
ccipc4	Grunting Zerx	a	the			Grunting Zerx		the
ccipd1	Grunting Zerx	a	the			Grunting Zerx		the
ccipd2	Howling Zerx	a	the			Howling Zerx		the
ccipd3	Malignant Zerx	a	the			Malignant Zerx		the
ccipd4	Clammy Zerx	a	the			Clammy Zerx		the
ccjfc1	LightBird							
ccjfc2	LightBird							
ccjfc3	LightBird							
ccjfc4	LightBird							
ccjfd1	LightBird							
ccjfd2	LightBird							
ccjfd3	LightBird							
ccjfd4	LightBird							
ccjja1	LightBird							
ccjja2	LightBird							
ccjjb1	LightBird							
ccjjb2	LightBird							
ccjjb3	LightBird							
ccjjb4	LightBird							
cckdf1	Varynx							
cckdf2	Varynx							
cckdf3	Varynx							
cckdf4	Varynx							
cckfe1	Varynx							
cckfe2	Varynx							
cckfe3	Varynx							
cckfe4	Varynx							
cckff1	Varynx							
cckff2	Varynx							
cckff3	Varynx							
cckff4	Varynx							
cclde1	Mektoub(Carnivore)							
cclde2	Mektoub(Carnivore)							
cclde3	Mektoub(Carnivore)							
cclde4	Mektoub(Carnivore)							
cclff1	Mektoub(Carnivore)							
cclff2	Mektoub(Carnivore)							
cclff3	Mektoub(Carnivore)							
cclff4	Mektoub(Carnivore)							
ccmff1	Kakty							
ccmff2	Kakty							
ccmff3	Kakty							
ccmff4	Kakty							
ccmgb1	Kakty							
ccmgb2	Kakty							
ccmgb3	Kakty							
ccmgb4	Kakty							
ccmgc1	Kakty							
ccmgc2	Kakty							
ccmgc3	Kakty							
ccmgc4	Kakty							
ccmgd1	Kakty							
ccmgd2	Kakty							
ccmgd3	Kakty							
ccmgd4	Kakty							
ccmge1	Kakty							
ccmge2	Kakty							
ccmge3	Kakty							
ccmge4	Kakty							
ccmgf1	Kakty							
ccmgf2	Kakty							
ccmgf3	Kakty							
ccmgf4	Kakty							
ccmpf1	Kakty							
ccmpf2	Kakty							
ccmpf3	Kakty							
ccmpf4	Kakty							
ccnlf1	CocoClaw							
ccnlf2	CocoClaw							
ccnlf3	CocoClaw							
ccnlf4	CocoClaw							
ccnpd1	CocoClaw							
ccnpd2	CocoClaw							
ccnpd3	CocoClaw							
ccnpd4	CocoClaw							
ccodf1	Ryzerb							
ccodf2	Ryzerb							
ccodf3	Ryzerb							
ccodf4	Ryzerb							
ccope1	Ryzerb							
ccope2	Ryzerb							
ccope3	Ryzerb							
ccope4	Ryzerb							
ccopf1	Ryzerb							
ccopf2	Ryzerb							
ccopf3	Ryzerb							
ccopf4	Ryzerb							
ccpjf1	Varynx							
ccpjf2	Varynx							
ccpjf3	Varynx							
ccpjf4	Varynx							
cdafa1	Fledgling Cute	a	the			Fledgling Cutes		the
cdafa2	Weeny Cute	a	the			Weeny Cutes		the
cdafa3	Little Cute	a	the			Little Cutes		the
cdafa4	Puny Cute	a	the			Puny Cutes		the
cdafb1	Puny Cute	a	the			Puny Cutes		the
cdafb2	Mild Cute	a	the			Mild Cutes		the
cdafb3	Prime Cute	a	the			Prime Cutes		the
cdafb4	Moor Cute	a	the			Moor Cutes		the
cdafc1	Moor Cute	a	the			Moor Cutes		the
cdafc2	Lesser Cute	a	the			Lesser Cutes		the
cdafc3	Wood Cute	a	the			Wood Cutes		the
cdafc4	Primeval Cute	a	the			Primeval Cutes		the
cdafd1	Primeval Cute	a	the			Primeval Cutes		the
cdafd2	Spry Cute	a	the			Spry Cutes		the
cdafd3	Budding Cute	a	the			Budding Cutes		the
cdafd4	Vigorous Cute	a	the			Vigorous Cutes		the
cdafe1	Vigorous Cute	a	the			Vigorous Cutes		the
cdafe2	Grown Cute	a	the			Grown Cutes		the
cdafe3	Robust Cute	a	the			Robust Cutes		the
