item ID	name	ia	da	p	pia	pda	description								
ma_civil01_bottes	Matis boots	a	the	Matis boots		the									
ma_civil01_gilet	Matis vest	a	the	Matis vests		the									
ma_civil01_pantabotte	Matis pants	a	the	Matis pants		the									
ma_note	Note for fight master	a	the	Note for fight masters		the									
ma_underwear_armpad	Matis sleeves	a	the	Matis sleeves		the									
ma_underwear_bottes	Matis boots	a	the	Matis boots		the									
ma_underwear_gilet	Matis vest	a	the	Matis vests		the									
ma_underwear_hand	Matis gloves	a	the	Matis gloves		the									
ma_underwear_pantabottes	Matis pants	a	the	Matis pants		the									
ma_visage	Matis mask	a	the	Matis masks		the									
mb_mektoub_stew	Mektoub stew	a	the	Mektoub stews		the									
mb_merchant_list	Merchant's list	a	the	Merchant's lists		the									
mb_merchant_package	Merchant's package	a	the	Merchant's packages		the									
mb_seal_1	Avalae merchant's seal	an	the	Avalae merchant's seals		the									
mb_seal_2	Natae merchant's seal	a	the	Natae merchant's seals		the									
medium_armors_acreditation	Medium armor acreditation	a	the	Medium armor acreditations		the									
medium_barrel	Medium barrel	a	the	Medium barrels		the									
medium_brazier	Medium brazier	a	the	Medium braziers		the									
medium_conch	Medium conch	a	the	Medium conches		the									
medium_kamic_sphere	Medium kamic sphere	a	the	Medium kamic spheres		the									
medium_living_sculpture	Medium living sculpture	a	the	Medium living sculptures		the									
medium_package	Medium package	a	the	Medium packages		the									
medium_purse	Medium purse	a	the	Medium purses		the									
merchant_bag	Merchant's bag	a	the	Merchant's bags		the									
merchant_box	Merchant's box	a	the	Merchant's boxes		the									
merchant_supplies	Merchant's supplies	a	the	Merchant's supplies		the									
message	Message	a	the	Messages		the									
mirror	Mirror	a	the	Mirrors		the									
money_for_remedy	Money for remedy	a	the	Money for remedy		the									
old_man_materials	Old man's material	a	the	Old man's materials		the									
old_man_seeds	Old man's seed	a	the	Old man's seeds		the									
orange_medicine	Orange medicine	a	the	Orange medicines		the									
order	Order	a	the	Orders		the									
pot	Pot	a	the	Pots		the									
purple_medicine	Purple medicine	a	the	Purple medicines		the									
range_weapons_acreditation	Range weapon acreditation	a	the	Range weapon acreditations		the									
raw_material_acreditation	Raw material acreditation	a	the	Raw material acreditations		the									
red_medicine	Red medicine	a	the	Red medicines		the									
remedy_vial	Remedy vial	a	the	Remedy vials		the									
report	Report	a	the	Reports		the									
ring_of_vows	Ring of vows	a	the	Rings of vows		the									
sage_flower	Sage's flower	a	the	Sage's flowers		the									
sage_letter	Sage's letter	a	the	Sage's letters		the									
sealed_letter	Sealed letter	a	the	Sealed letters		the									
shriveled_dead_seed	shriveled dead seed			shriveled dead seeds											
small_barrel	Small barrel	a	the	Small barrels		the									
small_brazier	Small brazier	a	the	Small braziers		the									
small_conch	Small conch	a	the	Small conches		the									
small_kamic_sphere	Small kamic sphere	a	the	Small kamic spheres		the									
small_living_sculpture	Small living sculpture	a	the	Small living sculptures		the									
small_purse	Small purse	a	the	Small purses		the									
spadassin_letter	Spadassin's letter	a	the	Spadassin's letters		the									
stableboy_whistle	Stableboy's whistle	a	the	Stableboy's whistles		the									
strange_vibrant_ring	Strange vibrant ring	a	the	Strange vibrant rings		the									
supplier_list	Supplier's list	a	the	Supplier's lists		the									
swarmplants_fiber	swarmplants fiber			swarmplants fibers		the									
swarmplants_fruit	swarmplants fruit			swarmplants fruit		the									
system_mp	Generic raw material	a	the	Generic raw materials		the									
tiny_worms	tiny worms			tiny worms		the									
tp_kami_avalae	Kami teleporter pact for Avalae	a	the	Kami teleporter pact for Avalae		the									
tp_kami_avendale	Kami teleporter pact for Avendale	a	the	Kami teleporter pact for Avendale		the									
tp_kami_bountybeaches	Kami teleporter pact for Bounty Beaches	a	the	Kami teleporter pact for Bounty Beaches		the									
tp_kami_citiesofintuition	Kami teleporter pact for Cities of Intuition	a	the	Kami teleporter pact for Cities of Intuition		the									
tp_kami_crystabell	Kami teleporter pact for Crystabell	a	the	Kami teleporter pact for Crystabell		the									
tp_kami_davae	Kami teleporter pact for Davae	a	the	Kami teleporter pact for Davae		the									
tp_kami_dewdrops	Kami teleporter pact for Dew Drops	a	the	Kami teleporter pact for Dew Drops		the									
tp_kami_dunesofexil	Kami teleporter pact for the Dunes of Exile	a	the	Kami teleporter pact for the Dunes of Exile		the									
tp_kami_dyron	Kami teleporter pact for Dyron	a	the	Kami teleporter pact for Dyron		the									
tp_kami_enchantedisle	Kami teleporter pact for Enchanted Isle	a	the	Kami teleporter pact for Enchanted Isle		the									
tp_kami_fairhaven	Kami teleporter pact for Fair Haven	a	the	Kami teleporter pact for Fair Haven		the									
tp_kami_fleetinggarden	Kami teleporter pact for Fleeting Garden	a	the	Kami teleporter pact for Fleeting Garden		the									
tp_kami_forbidden_depths	Kami teleporter pact for the Forbidden Depths	a	the	Kami teleporter pact for the Forbidden Depths		the									
tp_kami_frahartowers	Kami teleporter pact for Frahar Towers	a	the	Kami teleporter pact for Frahar Towers		the									
tp_kami_gate_of_obscurity	Kami teleporter pact for the Gate of Obscurity	a	the	Kami teleporter pact for the Gate of Obscurity		the									
tp_kami_groveofconfusion	Kami teleporter pact for Grove of Confusion	a	the	Kami teleporter pact for Grove of Confusion		the									
tp_kami_groveofumbra	Kami teleporter pact for Grove of Umbra	a	the	Kami teleporter pact for Grove of Umbra		the									
tp_kami_havenofpurity	Kami teleporter pact for Haven of Purity	a	the	Kami teleporter pact for Haven of Purity		the									
tp_kami_hereticshovel	Kami teleporter pact for Heretic's Hovel	a	the	Kami teleporter pact for Heretic's Hovel		the									
tp_kami_hiddensource	Kami teleporter pact for Hidden Source	a	the	Kami teleporter pact for Hidden Source		the									
tp_kami_hoi_cho	Kami teleporter pact for Hoï-Cho	a	the	Kami teleporter pact for Hoï-Cho		the									
tp_kami_jen_lai	Kami teleporter pact for Jen-Laï	a	the	Kami teleporter pact for Jen-Laï		the									
tp_kami_knollofdissent	Kami teleporter pact for Knoll of Dissent	a	the	Kami teleporter pact for Knoll of Dissent		the									
tp_kami_knotofdementia	Kami teleporter pact for Knot of Dementia	a	the	Kami teleporter pact for Knot of Dementia		the									
tp_kami_lagoonsofloria	Kami teleporter pact for Lagoons of Loria	a	the	Kami teleporter pact for Lagoons of Loria		the									
tp_kami_maidengrove	Kami teleporter pact for Maiden Grove	a	the	Kami teleporter pact for Maiden Grove		the									
tp_kami_min_cho	Kami teleporter pact for Min-Cho	a	the	Kami teleporter pact for Min-Cho		the									
tp_kami_natae	Kami teleporter pact for Natae	a	the	Kami teleporter pact for Natae		the									
tp_kami_nexus_bagne	Kami teleporter pact for Nexus	a	the	Kami teleporter pact for Nexus		the									
tp_kami_nexus_route_gouffre	Kami teleporter pact for the tunnel from Nexus to Lands of Umbra	a	the	Obsolete Kami teleporter pact for the tunnel from Nexus to Lands of Umbra		the									
tp_kami_nexus_terre	Kami teleporter pact for Nexus	a	the	Kami teleporter pact for Nexus		the									
tp_kami_oflovaksoasis	Kami teleporter pact for Oflovak's Oasis	a	the	Kami teleporter pact for Oflovak's Oasis		the									
tp_kami_outlawcanyon	Kami teleporter pact for Outlaw Canyon	a	the	Kami teleporter pact for Outlaw Canyon		the									
tp_kami_pyr	Kami teleporter pact for Pyr	a	the	Kami teleporter pact for Pyr		the									
tp_kami_restingwater	Kami teleporter pact for Resting Water	a	the	Kami teleporter pact for Resting Water		the									
tp_kami_sawdustmines	Kami teleporter pact for Sawdust Mines	a	the	Kami teleporter pact for Sawdust Mines		the									
tp_kami_the_trench_of_trials_tryker	Obsolete Kami teleporter pact for the tunnel from Trench of Trials to Tryker	a	the	Obsolete Kami teleporter pact for the tunnel from Trench of Trials to Tryker		the									
tp_kami_the_trench_of_trials_zorai	Kami teleporter pact for Trench of Trials	a	the	Kami teleporter pact for Trench of Trials		the									
tp_kami_the_abyss_of_ichor_matis	Kami teleporter pact for Abyss of Ichor	a	the	Kami teleporter pact for Abyss of Ichor		the									
tp_kami_the_abyss_of_ichor_nexus	Obsolete Kami teleporter pact for the tunnel from Abyss of Ichor to Nexus	a	the	Obsolete Kami teleporter pact for the tunnel from Abyss of Ichor to Nexus		the									
tp_kami_the_elusive_forest	Kami teleporter pact for the Elusive Forest	a	the	Kami teleporter pact for the Elusive Forest		the									
tp_kami_the_land_of_continuity	Kami teleporter pact for the Land of Continuity	a	the	Kami teleporter pact for the Land of Continuity		the									
tp_kami_the_sunken_city	Kami teleporter pact for the Sunken City	a	the	Kami teleporter pact for the Sunken City		the									
tp_kami_the_under_spring_fyros	Kami teleporter pact for the Under Spring	a	the	Kami teleporter pact for the Under Spring		the									
tp_kami_the_under_spring_zorai	Obsolete Kami teleporter pact for the tunnel from the Under Spring to Zorai	a	the	Obsolete Kami teleporter pact for the tunnel from the Under Spring to Zorai		the									
tp_kami_the_windy_gate	Kami teleporter pact for the Windy Gate	a	the	Kami teleporter pact for the Windy Gate		the									
tp_kami_thefount	Kami teleporter pact for the Fount	a	the	Kami teleporter pact for the Fount		the									
tp_kami_thesavagedunes	Kami teleporter pact for The Savage Dunes	a	the	Kami teleporter pact for The Savage Dunes		the									
tp_kami_thescorchedcorridor	Kami teleporter pact for The Scorched Corridor	a	the	Kami teleporter pact for The Scorched Corridor		the									
tp_kami_thesos	Kami teleporter pact for Thesos	a	the	Kami teleporter pact for Thesos		the									
tp_kami_thevoid	Kami teleporter pact for the Void	a	the	Kami teleporter pact for the Void		the									
tp_kami_upperbog	Kami teleporter pact for Upper Bog	a	the	Kami teleporter pact for Upper Bog		the									
tp_kami_windermeer	Kami teleporter pact for Windermeer	a	the	Kami teleporter pact for Windermeer		the									
tp_kami_windsofmuse	Kami teleporter pact for Wind of Muse	a	the	Kami teleporter pact for Wind of Muse		the									
tp_kami_yrkanis	Kami teleporter pact for Yrkanis	a	the	Kami teleporter pact for Yrkanis		the									
tp_kami_zora	Kami teleporter pact for Zora	a	the	Kami teleporter pact for Zora		the									
tp_kami_zorai_nland	Kami teleporter pact for Zoraï Island	a	the	Kami teleporter pact for Zoraï Island		the									
tp_karavan_avalae	Karavan teleporter pact for Avalae	a	the	Karavan teleporter pact for Avalae		the									
tp_karavan_avendale	Karavan teleporter pact for Avendale	a	the	Karavan teleporter pact for Avendale		the									
tp_karavan_bountybeaches	Karavan teleporter pact for Bounty Beaches	a	the	Karavan teleporter pact for Bounty Beaches		the									
tp_karavan_crystabell	Karavan teleporter pact for Crystabell	a	the	Karavan teleporter pact for Crystabell		the									
tp_karavan_davae	Karavan teleporter pact for Davae	a	the	Karavan teleporter pact for Davae		the									
tp_karavan_dewdrops	Karavan teleporter pact for Dew Drops	a	the	Karavan teleporter pact for Dew Drops		the									
tp_karavan_dunesofexil	Karavan teleporter pact for The Dunes of Exile	a	the	Karavan teleporter pact for The Dunes of Exile		the									
tp_karavan_dyron	Karavan teleporter pact for Dyron	a	the	Karavan teleporter pact for Dyron		the									
tp_karavan_enchantedisle	Karavan teleporter pact for Enchanted Isle	a	the	Karavan teleporter pact for Enchanted Isle		the									
tp_karavan_fairhaven	Karavan teleporter pact for Fair Haven	a	the	Karavan teleporter pact for Fair Haven		the									
tp_karavan_fleetinggarden	Karavan teleporter pact for Fleeting Garden	a	the	Karavan teleporter pact for Fleeting Garden		the									
tp_karavan_forbidden_depths	Karavan teleporter pact for the Forbidden Depths	a	the	Karavan teleporter pact for the Forbidden Depths		the									
tp_karavan_frahartowers	Karavan teleporter pact for Frahar Towers	a	the	Karavan teleporter pact for Frahar Towers		the									
tp_karavan_gate_of_obscurity	Karavan teleporter pact for the Gate of Obscurity	a	the	Karavan teleporter pact for the Gate of Obscurity		the									
tp_karavan_groveofconfusion	Karavan teleporter pact for Grove of Confusion	a	the	Karavan teleporter pact for Grove of Confusion		the									
tp_karavan_groveofumbra	Karavan teleporter pact for Grove of Umbra	a	the	Karavan teleporter pact for Grove of Umbra		the									
tp_karavan_havenofpurity	Karavan teleporter pact for Haven of Purity	a	the	Karavan teleporter pact for Haven of Purity		the									
tp_karavan_hereticshovel	Karavan teleporter pact for Heretic's Hovel	a	the	Karavan teleporter pact for Heretic's Hovel		the									
tp_karavan_hiddensource	Karavan teleporter pact for Hidden Source	a	the	Karavan teleporter pact for Hidden Source		the									
tp_karavan_hoi_cho	Karavan teleporter pact for Hoï-Cho	a	the	Karavan teleporter pact for Hoï-Cho		the									
tp_karavan_jen_lai	Karavan teleporter pact for Jen-Laï	a	the	Karavan teleporter pact for Jen-Laï		the									
tp_karavan_knollofdissent	Karavan teleporter pact for Knoll of Dissent	a	the	Karavan teleporter pact for Knoll of Dissent		the									
tp_karavan_knotofdementia	Karavan teleporter pact for Knot of Dementia	a	the	Karavan teleporter pact for Knot of Dementia		the									
tp_karavan_lagoonsofloria	Karavan teleporter pact for Lagoons of Loria	a	the	Karavan teleporter pact for Lagoons of Loria		the									
tp_karavan_maidengrove	Karavan teleporter pact for Maiden Grove	a	the	Karavan teleporter pact for Maiden Grove		the									
tp_karavan_majesticgarden	Karavan teleporter pact for Majestic Garden	a	the	Karavan teleporter pact for Majestic Garden		the									
tp_karavan_matis_nland	Karavan teleporter pact for Matis Island	a	the	Karavan teleporter pact for Matis Island		the									
tp_karavan_min_cho	Karavan teleporter pact for Min-Cho	a	the	Karavan teleporter pact for Min-Cho		the									
tp_karavan_natae	Karavan teleporter pact for Natae	a	the	Karavan teleporter pact for Natae		the									
tp_karavan_nexus_bagne	Karavan teleporter pact for Nexus	a	the	Karavan teleporter pact for Nexus		the									
tp_karavan_nexus_route_gouffre	Obsolete Karavan teleporter pact for the tunnel from Nexus to Lands of Umbra	a	the	Obsolete Karavan teleporter pact for the tunnel from Nexus to Lands of Umbra		the									
tp_karavan_nexus_terre	Obsolete Karavan teleporter pact for the tunnel from Nexus to Wasteland	a	the	Obsolete Karavan teleporter pact for the tunnel from Nexus to Wasteland		the									
tp_karavan_oflovaksoasis	Karavan teleporter pact for Oflovak's Oasis	a	the	Karavan teleporter pact for Oflovak's Oasis		the									
tp_karavan_outlawcanyon	Karavan teleporter pact for Outlaw Canyon	a	the	Karavan teleporter pact for Outlaw Canyon		the									
tp_karavan_pyr	Karavan teleporter pact for Pyr	a	the	Karavan teleporter pact for Pyr		the									
tp_karavan_restingwater	Karavan teleporter pact for Resting Water	a	the	Karavan teleporter pact for Resting Water		the									
tp_karavan_sawdustmines	Karavan teleporter pact for Sawdust Mines	a	the	Karavan teleporter pact for Sawdust Mines		the									
tp_karavan_the_abyss_of_ichor_matis	Karavan teleporter pact for Abyss of Ichor	a	the	Karavan teleporter pact for Abyss of Ichor		the									
tp_karavan_the_abyss_of_ichor_nexus	Obsolete Karavan teleporter pact for the tunnel from Abyss of Ichor to Nexus	a	the	Obsolete Karavan teleporter pact for the tunnel from Abyss of Ichor to Nexus		the									
tp_karavan_the_elusive_forest	Karavan teleporter pact for the Elusive Forest	a	the	Karavan teleporter pact for the Elusive Forest		the									
tp_karavan_the_land_of_continuity	Karavan teleporter pact for the Land of Continuity	a	the	Karavan teleporter pact for the Land of Continuity		the									
tp_karavan_the_sunken_city	Karavan teleporter pact for the Sunken City	a	the	Karavan teleporter pact for the Sunken City		the									
tp_karavan_the_trench_of_trials_tryker	Obsolete Karavan teleporter pact for the tunnel from Trench of Trials to Tryker	a	the	Obsolete Karavan teleporter pact for the tunnel from Trench of Trials to Tryker		the									
tp_karavan_the_trench_of_trials_zorai	Karavan teleporter pact for Trench of Trials	a	the	Karavan teleporter pact for Trench of Trials		the									
tp_karavan_the_under_spring_fyros	Karavan teleporter pact for the Under Spring	a	the	Karavan teleporter pact for the Under Spring		the									
tp_karavan_the_under_spring_zorai	Obsolete Karavan teleporter pact for the tunnel from the Under Spring to Zorai	a	the	Obsolete Karavan teleporter pact for the tunnel from the Under Spring to Zorai		the									
tp_karavan_the_windy_gate	Karavan teleporter pact for the Windy Gate	a	the	Karavan teleporter pact for the Windy Gate		the									
tp_karavan_thefount	Karavan teleporter pact for the Fount	a	the	Karavan teleporter pact for the Fount		the									
tp_karavan_thesavagedunes	Karavan teleporter pact for The Savage Dunes	a	the	Karavan teleporter pact for The Savage Dunes		the									
tp_karavan_thescorchedcorridor	Karavan teleporter pact for The Scorched Corridor	a	the	Karavan teleporter pact for The Scorched Corridor		the									
tp_karavan_thesos	Karavan teleporter pact for Thesos	a	the	Karavan teleporter pact for Thesos		the									
tp_karavan_thevoid	Karavan teleporter pact for the Void	a	the	Karavan teleporter pact for the Void		the									
tp_karavan_upperbog	Karavan teleporter pact for Upper Bog	a	the	Karavan teleporter pact for Upper Bog		the									
tp_karavan_windermeer	Karavan teleporter pact for Windermeer	a	the	Karavan teleporter pact for Windermeer		the									
tp_karavan_windsofmuse	Karavan teleporter pact for Wind of Muse	a	the	Karavan teleporter pact for Wind of Muse		the									
tp_karavan_yrkanis	Karavan teleporter pact for Yrkanis	a	the	Karavan teleporter pact for Yrkanis		the									
tp_karavan_zora	Karavan teleporter pact for Zora	a	the	Karavan teleporter pact for Zora		the									
tr_armor01_armpad	Tryker armor sleeves	a	the	Tryker armor sleeves		the									
tr_armor01_bottes	Tryker armor boots	a	the	Tryker armor boots		the									
tr_armor01_gilet	Tryker armor vest	a	the	Tryker armor vests		the									
